sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"Because they are not Africans , "" white teachers can not inspire in our children the visions necessary for them to overcome limitations . ""","Because/IN they/PRP are/VBP not/RB Africans/JJ ,/, ''/'' white/JJ teachers/NNS can/MD not/RB inspire/VB in/IN our/PRP$ children/NNS the/DT visions/NNS necessary/JJ for/IN them/PRP to/TO overcome/VB limitations/NNS ./. ''/''","mark(Africans-5, Because-1) nsubj(Africans-5, they-2) cop(Africans-5, are-3) neg(Africans-5, not-4) advcl(inspire-12, Africans-5) amod(teachers-9, white-8) nsubj(inspire-12, teachers-9) aux(inspire-12, can-10) neg(inspire-12, not-11) root(ROOT-0, inspire-12) case(children-15, in-13) nmod:poss(children-15, our-14) nmod:in(inspire-12, children-15) det(visions-17, the-16) dobj(inspire-12, visions-17) amod(visions-17, necessary-18) case(them-20, for-19) nmod:for(necessary-18, them-20) mark(overcome-22, to-21) xcomp(necessary-18, overcome-22) dobj(overcome-22, limitations-23)  ",visions,17,"det(visions-17, the-16) amod(visions-17, necessary-18) dobj(inspire-12, visions-17) ",inspire in our children the visions necessary for them to overcome,NNS,[],inspire,VB,object,,,inspire,inspire,['not'],[],[],[],[],['the'],definite article,[],[],[],[],['necessary'],[],[],[],[],[],[],[],[],[],[],,,plural,linked,ambiguous,[],unknown,verdical
"If there is no overall community with an agreed-upon vision of liberty and justice , if all we have is a collection of racial and ethnic cultures , lacking any common bonds , then we have no means to mobilize public opinion on behalf of people who are not members of our particular group .","If/IN there/EX is/VBZ no/DT overall/JJ community/NN with/IN an/DT agreed-upon/JJ vision/NN of/IN liberty/NN and/CC justice/NN ,/, if/IN all/RB we/PRP have/VBP is/VBZ a/DT collection/NN of/IN racial/JJ and/CC ethnic/JJ cultures/NNS ,/, lacking/VBG any/DT common/JJ bonds/NNS ,/, then/RB we/PRP have/VBP no/DT means/NN to/TO mobilize/VB public/JJ opinion/NN on/IN behalf/NN of/IN people/NNS who/WP are/VBP not/RB members/NNS of/IN our/PRP$ particular/JJ group/NN ./.","mark(is-3, If-1) expl(is-3, there-2) advcl(have-36, is-3) neg(community-6, no-4) amod(community-6, overall-5) nsubj(is-3, community-6) case(vision-10, with-7) det(vision-10, an-8) amod(vision-10, agreed-upon-9) nmod:with(community-6, vision-10) case(liberty-12, of-11) nmod:of(vision-10, liberty-12) cc(liberty-12, and-13) nmod:of(vision-10, justice-14) conj:and(liberty-12, justice-14) mark(collection-22, if-16) advmod(collection-22, all-17) nsubj(collection-22, we-18) aux(collection-22, have-19) cop(collection-22, is-20) det(collection-22, a-21) advcl(is-3, collection-22) case(cultures-27, of-23) amod(cultures-27, racial-24) cc(racial-24, and-25) conj:and(racial-24, ethnic-26) amod(cultures-27, ethnic-26) nmod:of(collection-22, cultures-27) advcl(have-36, lacking-29) det(bonds-32, any-30) amod(bonds-32, common-31) dobj(lacking-29, bonds-32) advmod(we-35, then-34) nsubj(have-36, we-35) root(ROOT-0, have-36) neg(means-38, no-37) dobj(have-36, means-38) mark(mobilize-40, to-39) acl(means-38, mobilize-40) amod(opinion-42, public-41) dobj(mobilize-40, opinion-42) case(people-46, on-43) mwe(on-43, behalf-44) mwe(on-43, of-45) nmod:on_behalf_of(mobilize-40, people-46) nsubj(members-50, people-46) ref(people-46, who-47) cop(members-50, are-48) neg(members-50, not-49) acl:relcl(people-46, members-50) case(group-54, of-51) nmod:poss(group-54, our-52) amod(group-54, particular-53) nmod:of(members-50, group-54)  ",vision,10,"case(vision-10, with-7) det(vision-10, an-8) amod(vision-10, agreed-upon-9) nmod:of(vision-10, liberty-12) nmod:of(vision-10, justice-14) nmod:with(community-6, vision-10) ","overall community with an agreed-upon vision of liberty and justice ,",NN,[],,,,,,,,,"[('of', 'liberty'), ('of', 'justice'), ('with', 'community')]","['of', 'of', 'with']",['community'],"['liberty', 'justice']",['an'],indefinite article,[],[],[],[],[],[],[],[],['with'],[],[],[],[],[],[],an,unit,singular,linked,,['A+N'],countable,unknown
"It was a vision of beauty , but of evil ...","It/PRP was/VBD a/DT vision/NN of/IN beauty/NN ,/, but/CC of/IN evil/NN .../:","nsubj(vision-4, It-1) cop(vision-4, was-2) det(vision-4, a-3) root(ROOT-0, vision-4) case(beauty-6, of-5) nmod:of(vision-4, beauty-6) cc(vision-4, but-8) case(evil-10, of-9) conj:but(vision-4, evil-10)  ",vision,4,"nsubj(vision-4, It-1) cop(vision-4, was-2) det(vision-4, a-3) nmod:of(vision-4, beauty-6) cc(vision-4, but-8) conj:but(vision-4, evil-10) root(ROOT-0, vision-4) ","It was a vision of beauty , but of",NN,[],was,VBD,object,,,was,be,[],"[('of', 'beauty')]",['of'],[],['beauty'],['a'],indefinite article,"[('but', 'evil')]",['but'],['evil'],[],[],[],[],[],[],[],[],[],[],[],[],a,unit,singular,linked,ambiguous,['A+N'],countable,unknown
"There at the head of the white platoon marched Allenby , "" Fitzgerald writes of the captain of the team in "" This Side of Paradise , "" translating a chivalric vision into the terms of college spirit .","There/EX at/IN the/DT head/NN of/IN the/DT white/JJ platoon/NN marched/VBD Allenby/NNP ,/, ''/'' Fitzgerald/NNP writes/VBZ of/IN the/DT captain/NN of/IN the/DT team/NN in/IN ''/'' This/DT Side/NN of/IN Paradise/NNP ,/, ''/'' translating/VBG a/DT chivalric/JJ vision/NN into/IN the/DT terms/NNS of/IN college/NN spirit/NN ./.","expl(marched-9, There-1) case(head-4, at-2) det(head-4, the-3) nmod:at(marched-9, head-4) case(platoon-8, of-5) det(platoon-8, the-6) amod(platoon-8, white-7) nmod:of(head-4, platoon-8) root(ROOT-0, marched-9) dobj(marched-9, Allenby-10) nsubj(writes-14, Fitzgerald-13) parataxis(translating-29, writes-14) case(captain-17, of-15) det(captain-17, the-16) nmod:of(writes-14, captain-17) case(team-20, of-18) det(team-20, the-19) nmod:of(captain-17, team-20) case(Side-24, in-21) det(Side-24, This-23) nmod:in(writes-14, Side-24) case(Paradise-26, of-25) nmod:of(Side-24, Paradise-26) acl(Allenby-10, translating-29) det(vision-32, a-30) amod(vision-32, chivalric-31) dobj(translating-29, vision-32) case(terms-35, into-33) det(terms-35, the-34) nmod:into(translating-29, terms-35) case(spirit-38, of-36) compound(spirit-38, college-37) nmod:of(terms-35, spirit-38)  ",vision,32,"det(vision-32, a-30) amod(vision-32, chivalric-31) dobj(translating-29, vision-32) ",", "" translating a chivalric vision into the terms of college",NN,[],translating,VBG,object,,,translating,translate,[],[],[],[],[],['a'],indefinite article,[],[],[],[],['chivalric'],[],[],[],[],[],[],[],[],[],[],a,unit,singular,linked,ambiguous,['A+N'],countable,unknown
"For Gauss , Dante conveyed the whole spectrum of human passions "" in an orderly vision that implied also a reasoned morality , "" and he made his students feel that no Englishman could have accomplished this , even Shakespeare .","For/IN Gauss/NNP ,/, Dante/NNP conveyed/VBD the/DT whole/JJ spectrum/NN of/IN human/JJ passions/NNS ''/'' in/IN an/DT orderly/JJ vision/NN that/WDT implied/VBD also/RB a/DT reasoned/VBN morality/NN ,/, ''/'' and/CC he/PRP made/VBD his/PRP$ students/NNS feel/VBP that/IN no/DT Englishman/NNP could/MD have/VB accomplished/VBN this/DT ,/, even/RB Shakespeare/NNP ./.","case(Gauss-2, For-1) nmod:for(conveyed-5, Gauss-2) nsubj(conveyed-5, Dante-4) root(ROOT-0, conveyed-5) det(spectrum-8, the-6) amod(spectrum-8, whole-7) dobj(conveyed-5, spectrum-8) case(passions-11, of-9) amod(passions-11, human-10) nmod:of(spectrum-8, passions-11) case(vision-16, in-13) det(vision-16, an-14) amod(vision-16, orderly-15) nmod:in(conveyed-5, vision-16) nsubj(implied-18, vision-16) ref(vision-16, that-17) acl:relcl(vision-16, implied-18) advmod(implied-18, also-19) det(morality-22, a-20) amod(morality-22, reasoned-21) dobj(implied-18, morality-22) cc(conveyed-5, and-25) nsubj(made-27, he-26) conj:and(conveyed-5, made-27) nmod:poss(students-29, his-28) nsubj(feel-30, students-29) ccomp(made-27, feel-30) mark(accomplished-36, that-31) neg(Englishman-33, no-32) nsubj(accomplished-36, Englishman-33) aux(accomplished-36, could-34) aux(accomplished-36, have-35) ccomp(feel-30, accomplished-36) dobj(accomplished-36, this-37) advmod(this-37, even-39) dep(this-37, Shakespeare-40)  ",vision,16,"case(vision-16, in-13) det(vision-16, an-14) amod(vision-16, orderly-15) ref(vision-16, that-17) acl:relcl(vision-16, implied-18) nmod:in(conveyed-5, vision-16) nsubj(implied-18, vision-16) ","passions "" in an orderly vision that implied also a reasoned",NN,[],implied,VBD,subject,implied,imply,,,[],"[('in', 'conveyed')]",['in'],['conveyed'],[],['an'],indefinite article,[],[],[],[],['orderly'],[],[],[],['in'],[],[],[],[],[],[],an,unit,singular,linked,ambiguous,['A+N'],countable,unknown
"<p> The idealistic student cherished his vision of what Princeton might be , although his friends generally considered it at odds with the realities .","<p>/RB The/DT idealistic/JJ student/NN cherished/VBZ his/PRP$ vision/NN of/IN what/WP Princeton/NNP might/MD be/VB ,/, although/IN his/PRP$ friends/NNS generally/RB considered/VBD it/PRP at/IN odds/NNS with/IN the/DT realities/NNS ./.","advmod(cherished-5, <p>-1) det(student-4, The-2) amod(student-4, idealistic-3) nsubj(cherished-5, student-4) root(ROOT-0, cherished-5) nmod:poss(vision-7, his-6) dobj(cherished-5, vision-7) mark(be-12, of-8) dobj(be-12, what-9) nsubj(be-12, Princeton-10) aux(be-12, might-11) acl(vision-7, be-12) mark(considered-18, although-14) nmod:poss(friends-16, his-15) nsubj(considered-18, friends-16) advmod(considered-18, generally-17) advcl(cherished-5, considered-18) dobj(considered-18, it-19) case(odds-21, at-20) nmod:at(considered-18, odds-21) case(realities-24, with-22) det(realities-24, the-23) nmod:with(considered-18, realities-24)  ",vision,7,"nmod:poss(vision-7, his-6) acl(vision-7, be-12) dobj(cherished-5, vision-7) ",The idealistic student cherished his vision of what Princeton might be,NN,[],cherished,VBZ,object,,,cherished,cherish,[],[],[],[],[],[],,[],[],[],[],[],[],['his'],[],[],[],[],[],[],[],[],,,singular,linked,singular,[],unknown,unknown
"And perhaps it is not too much to hope that as colleges and universities affirm a new vision of community on campus , they may also promote the common good in the neighborhood , the nation , and the world . ""","And/CC perhaps/RB it/PRP is/VBZ not/RB too/RB much/JJ to/TO hope/VB that/IN as/IN colleges/NNS and/CC universities/NNS affirm/VBP a/DT new/JJ vision/NN of/IN community/NN on/IN campus/NN ,/, they/PRP may/MD also/RB promote/VB the/DT common/JJ good/NN in/IN the/DT neighborhood/NN ,/, the/DT nation/NN ,/, and/CC the/DT world/NN ./. ''/''","cc(much-7, And-1) advmod(much-7, perhaps-2) nsubj(much-7, it-3) nsubj(hope-9, it-3) cop(much-7, is-4) neg(much-7, not-5) advmod(much-7, too-6) root(ROOT-0, much-7) mark(hope-9, to-8) xcomp(much-7, hope-9) mark(promote-27, that-10) mark(affirm-15, as-11) nsubj(affirm-15, colleges-12) cc(colleges-12, and-13) conj:and(colleges-12, universities-14) nsubj(affirm-15, universities-14) advcl(promote-27, affirm-15) det(vision-18, a-16) amod(vision-18, new-17) dobj(affirm-15, vision-18) case(community-20, of-19) nmod:of(vision-18, community-20) case(campus-22, on-21) nmod:on(community-20, campus-22) nsubj(promote-27, they-24) aux(promote-27, may-25) advmod(promote-27, also-26) ccomp(hope-9, promote-27) det(good-30, the-28) amod(good-30, common-29) dobj(promote-27, good-30) case(neighborhood-33, in-31) det(neighborhood-33, the-32) nmod:in(promote-27, neighborhood-33) det(nation-36, the-35) nmod:in(promote-27, nation-36) conj:and(neighborhood-33, nation-36) cc(neighborhood-33, and-38) det(world-40, the-39) nmod:in(promote-27, world-40) conj:and(neighborhood-33, world-40)  ",vision,18,"det(vision-18, a-16) amod(vision-18, new-17) nmod:of(vision-18, community-20) dobj(affirm-15, vision-18) ","and universities affirm a new vision of community on campus ,",NN,[],affirm,VBP,object,,,affirm,affirm,[],"[('of', 'community')]",['of'],[],['community'],['a'],indefinite article,[],[],[],[],['new'],[],[],[],[],[],[],[],[],[],[],a,unit,singular,linked,plural,"['A+N', 'EX-PL']",countable,unknown
"But all too frequently its spokesmen lack the vision , decency , knowledge , competence , and ability to reason necessary to do so .","But/CC all/DT too/RB frequently/RB its/PRP$ spokesmen/NNS lack/VBP the/DT vision/NN ,/, decency/NN ,/, knowledge/NN ,/, competence/NN ,/, and/CC ability/NN to/TO reason/NN necessary/JJ to/TO do/VB so/RB ./.","cc(lack-7, But-1) dep(frequently-4, all-2) advmod(frequently-4, too-3) advmod(lack-7, frequently-4) nmod:poss(spokesmen-6, its-5) nsubj(lack-7, spokesmen-6) root(ROOT-0, lack-7) det(vision-9, the-8) nsubj(necessary-21, vision-9) nsubj(do-23, vision-9) conj:and(vision-9, decency-11) nsubj(necessary-21, decency-11) nsubj(do-23, decency-11) conj:and(vision-9, knowledge-13) nsubj(necessary-21, knowledge-13) nsubj(do-23, knowledge-13) conj:and(vision-9, competence-15) nsubj(necessary-21, competence-15) nsubj(do-23, competence-15) cc(vision-9, and-17) conj:and(vision-9, ability-18) nsubj(necessary-21, ability-18) nsubj(do-23, ability-18) case(reason-20, to-19) nmod:to(vision-9, reason-20) xcomp(lack-7, necessary-21) mark(do-23, to-22) xcomp(necessary-21, do-23) advmod(do-23, so-24)  ",vision,9,"det(vision-9, the-8) conj:and(vision-9, decency-11) conj:and(vision-9, knowledge-13) conj:and(vision-9, competence-15) cc(vision-9, and-17) conj:and(vision-9, ability-18) nmod:to(vision-9, reason-20) nsubj(necessary-21, vision-9) nsubj(do-23, vision-9) ","frequently its spokesmen lack the vision , decency , knowledge ,",NN,[],,,subject,,,,,[],"[('to', 'reason')]",['to'],[],['reason'],['the'],definite article,"[('and', 'decency'), ('and', 'knowledge'), ('and', 'competence'), ('and', 'ability')]","['and', 'and', 'and', 'and']","['decency', 'knowledge', 'competence', 'ability']",[],[],[],[],[],[],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"For that matter they also haunted Dewey 's equally naturalistic vision of the ways in which esthetic experience outstrips , as he put it , moral "" consecrations of the status quo . ""","For/IN that/DT matter/NN they/PRP also/RB haunted/VB Dewey/NNP 's/POS equally/RB naturalistic/JJ vision/NN of/IN the/DT ways/NNS in/IN which/WDT esthetic/JJ experience/NN outstrips/VBZ ,/, as/IN he/PRP put/VBD it/PRP ,/, moral/JJ ''/'' consecrations/NNS of/IN the/DT status/FW quo/FW ./. ''/''","case(matter-3, For-1) det(matter-3, that-2) nmod:for(haunted-6, matter-3) nsubj(haunted-6, they-4) advmod(haunted-6, also-5) root(ROOT-0, haunted-6) nmod:poss(vision-11, Dewey-7) case(Dewey-7, 's-8) advmod(naturalistic-10, equally-9) amod(vision-11, naturalistic-10) dobj(haunted-6, vision-11) case(ways-14, of-12) det(ways-14, the-13) nmod:of(vision-11, ways-14) nmod:in(outstrips-19, ways-14) case(which-16, in-15) ref(ways-14, which-16) amod(experience-18, esthetic-17) nsubj(outstrips-19, experience-18) acl:relcl(ways-14, outstrips-19) mark(put-23, as-21) nsubj(put-23, he-22) advcl(outstrips-19, put-23) dobj(put-23, it-24) amod(consecrations-28, moral-26) appos(ways-14, consecrations-28) case(quo-32, of-29) det(quo-32, the-30) compound(quo-32, status-31) nmod:of(consecrations-28, quo-32)  ",vision,11,"nmod:poss(vision-11, Dewey-7) amod(vision-11, naturalistic-10) nmod:of(vision-11, ways-14) dobj(haunted-6, vision-11) ",haunted Dewey 's equally naturalistic vision of the ways in which,NN,[],haunted,VB,object,,,haunted,haunt,[],"[('of', 'ways')]",['of'],[],['ways'],[],,[],[],[],[],['naturalistic'],[],['Dewey'],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
"( "" What very strange marriages literary men seem to make , "" wrote Fanny Stevenson after a visit to Emma and Thomas Hardy -- this from a woman whose own marriage , to Robert Louis Stevenson , was itself far from conventional . )","-LRB-/-LRB- ''/VB What/WP very/RB strange/JJ marriages/JJ literary/JJ men/NNS seem/VBP to/TO make/VB ,/, ''/'' wrote/VBD Fanny/NNP Stevenson/NNP after/IN a/DT visit/NN to/TO Emma/NNP and/CC Thomas/NNP Hardy/NNP --/: this/DT from/IN a/DT woman/NN whose/WP$ own/JJ marriage/NN ,/, to/TO Robert/NNP Louis/NNP Stevenson/NNP ,/, was/VBD itself/PRP far/RB from/IN conventional/JJ ./. -RRB-/-RRB-","root(ROOT-0, ''-2) dobj(make-11, What-3) advmod(strange-5, very-4) amod(men-8, strange-5) amod(men-8, marriages-6) amod(men-8, literary-7) nsubj(seem-9, men-8) ccomp(''-2, seem-9) mark(make-11, to-10) xcomp(seem-9, make-11) dep(seem-9, wrote-14) compound(Stevenson-16, Fanny-15) dobj(wrote-14, Stevenson-16) case(visit-19, after-17) det(visit-19, a-18) nmod:after(wrote-14, visit-19) case(Hardy-24, to-20) compound(Hardy-24, Emma-21) cc(Emma-21, and-22) conj:and(Emma-21, Thomas-23) compound(Hardy-24, Thomas-23) nmod:to(wrote-14, Hardy-24) dobj(seem-9, this-26) nsubj(make-11, this-26) case(woman-29, from-27) det(woman-29, a-28) nmod:from(this-26, woman-29) nmod:poss(marriage-32, woman-29) ref(woman-29, whose-30) amod(marriage-32, own-31) nsubj(itself-40, marriage-32) case(Stevenson-37, to-34) compound(Stevenson-37, Robert-35) compound(Stevenson-37, Louis-36) dep(marriage-32, Stevenson-37) cop(itself-40, was-39) acl:relcl(woman-29, itself-40) advmod(itself-40, far-41) case(conventional-43, from-42) advcl:from(far-41, conventional-43)  ",visit,19,"case(visit-19, after-17) det(visit-19, a-18) nmod:after(wrote-14, visit-19) ",wrote Fanny Stevenson after a visit to Emma and Thomas Hardy,NN,[],,,,,,,,,"[('after', 'wrote')]",['after'],['wrote'],[],['a'],indefinite article,[],[],[],[],[],[],[],[],['after'],[],[],[],[],[],[],a,unit,singular,linked,,['A+N'],countable,unknown
"There had been other visits , too , at least one in the winter , my mother and I , when I was three and my father was out of work , but I have only shards of memory of those times -- chiefly of a Christmas tree with actual candles and of a long , swooping nighttime sled ride with my mother down the Quincy Hill , past my grandparents ' home , and around the corner into Summit Street where my aunt lived .","There/EX had/VBD been/VBN other/JJ visits/NNS ,/, too/RB ,/, at/IN least/JJS one/CD in/IN the/DT winter/NN ,/, my/PRP$ mother/NN and/CC I/PRP ,/, when/WRB I/PRP was/VBD three/CD and/CC my/PRP$ father/NN was/VBD out/RB of/IN work/NN ,/, but/CC I/PRP have/VBP only/JJ shards/NNS of/IN memory/NN of/IN those/DT times/NNS --/: chiefly/RB of/IN a/DT Christmas/NNP tree/NN with/IN actual/JJ candles/NNS and/CC of/IN a/DT long/JJ ,/, swooping/JJ nighttime/JJ sled/NN ride/NN with/IN my/PRP$ mother/NN down/IN the/DT Quincy/NNP Hill/NNP ,/, past/IN my/PRP$ grandparents/NNS '/POS home/NN ,/, and/CC around/IN the/DT corner/NN into/IN Summit/NNP Street/NNP where/WRB my/PRP$ aunt/NN lived/VBD ./.","expl(visits-5, There-1) aux(visits-5, had-2) cop(visits-5, been-3) amod(visits-5, other-4) root(ROOT-0, visits-5) conj:and(visits-5, visits-5') conj:and(visits-5, visits-5'') conj:and(visits-5, visits-5''') conj:and(visits-5, visits-5'''') conj:and(visits-5, visits-5''''') conj:and(visits-5, visits-5'''''') advmod(visits-5, too-7) case(least-10, at-9) nmod:npmod(one-11, least-10) appos(visits-5, one-11) case(winter-14, in-12) det(winter-14, the-13) nmod:in(one-11, winter-14) nmod:poss(mother-17, my-16) nmod:in(one-11, mother-17) conj:and(winter-14, mother-17) cc(winter-14, and-18) nmod:in(one-11, I-19) conj:and(winter-14, I-19) advmod(three-24, when-21) nsubj(three-24, I-22) cop(three-24, was-23) acl:relcl(winter-14, three-24) cc(three-24, and-25) nmod:poss(father-27, my-26) nsubj(work-31, father-27) cop(work-31, was-28) case(work-31, out-29) mwe(out-29, of-30) acl:relcl(winter-14, work-31) conj:and(three-24, work-31) cc(work-31, but-33) nsubj(have-35, I-34) conj:and(three-24, have-35) conj:but(work-31, have-35) amod(shards-37, only-36) dobj(have-35, shards-37) case(memory-39, of-38) nmod:of(shards-37, memory-39) case(times-42, of-40) det(times-42, those-41) nmod:of(memory-39, times-42) dep(tree-48, chiefly-44) case(tree-48, of-45) det(tree-48, a-46) compound(tree-48, Christmas-47) dep(have-35, tree-48) case(candles-51, with-49) amod(candles-51, actual-50) nmod:with(visits-5, candles-51) cc(visits-5, and-52) case(ride-60, of-53) det(ride-60, a-54) amod(ride-60, long-55) amod(ride-60, swooping-57) amod(ride-60, nighttime-58) compound(ride-60, sled-59) nmod:of(visits-5'', ride-60) case(mother-63, with-61) nmod:poss(mother-63, my-62) nmod:with(ride-60, mother-63) case(Hill-67, down-64) det(Hill-67, the-65) compound(Hill-67, Quincy-66) nmod:down(mother-63, Hill-67) case(home-73, past-69) nmod:poss(grandparents-71, my-70) nmod:poss(home-73, grandparents-71) case(grandparents-71, '-72) nmod:past(visits-5', home-73) cc(visits-5, and-75) case(corner-78, around-76) det(corner-78, the-77) nmod:around(visits-5''', corner-78) case(Street-81, into-79) compound(Street-81, Summit-80) nmod:into(corner-78, Street-81) advmod(lived-85, where-82) nmod:poss(aunt-84, my-83) nsubj(lived-85, aunt-84) acl:relcl(Street-81, lived-85)  ",visits,5,"expl(visits-5, There-1) aux(visits-5, had-2) cop(visits-5, been-3) amod(visits-5, other-4) advmod(visits-5, too-7) appos(visits-5, one-11) nmod:with(visits-5, candles-51) cc(visits-5, and-52) cc(visits-5, and-75) root(ROOT-0, visits-5) ","There had been other visits , too , at least",NNS,[],,,,,,,,,"[('with', 'candles')]",['with'],[],['candles'],[],,[],[],[],[],['other'],[],[],[],[],['too'],"['modified', 'one']",[],['one'],[],[],,,plural,bare plural,,[],unknown,unknown
