sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"ASKS : AN inmate , whose original fifteen-to-twenty-year sentence for bank robbery has grown to life for weapons and assault charges while in prison . ""","ASKS/NNS :/: AN/DT inmate/NN ,/, whose/WP$ original/JJ fifteen-to-twenty-year/JJ sentence/NN for/IN bank/NN robbery/NN has/VBZ grown/VBN to/TO life/NN for/IN weapons/NNS and/CC assault/NN charges/VBZ while/NN in/IN prison/NN ./. ''/''"," nsubj(charges-21, ASKS-1) det(inmate-4, AN-3) dep(ASKS-1, inmate-4) dep(grown-14, inmate-4) ref(inmate-4, whose-6) amod(sentence-9, original-7) amod(sentence-9, fifteen-to-twenty-year-8) nsubj(grown-14, sentence-9) case(robbery-12, for-10) compound(robbery-12, bank-11) nmod:for(sentence-9, robbery-12) aux(grown-14, has-13) acl:relcl(inmate-4, grown-14) case(life-16, to-15) nmod:to(grown-14, life-16) case(weapons-18, for-17) nmod:for(life-16, weapons-18) cc(weapons-18, and-19) nmod:for(life-16, assault-20) conj:and(weapons-18, assault-20) root(ROOT-0, charges-21) dobj(charges-21, while-22) case(prison-24, in-23) nmod:in(while-22, prison-24)  ",robbery,12,"case(robbery-12, for-10) compound(robbery-12, bank-11) nmod:for(sentence-9, robbery-12) ",original fifteen-to-twenty-year sentence for bank robbery has grown to life for,NN,[],,,,,,,,,"[('for', 'sentence')]",['for'],['sentence'],[],[],[],[],[],['bank'],[],[],[],[],['for'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"Three young men -- boys , really -- were convicted of rape , robbery , riot , and assault with "" depraved indifference "" to human life .","Three/CD young/JJ men/NNS --/: boys/NNS ,/, really/RB --/: were/VBD convicted/VBN of/IN rape/NN ,/, robbery/NN ,/, riot/NN ,/, and/CC assault/NN with/IN ''/'' depraved/JJ indifference/NN ''/'' to/TO human/JJ life/NN ./."," nummod(men-3, Three-1) amod(men-3, young-2) nsubjpass(convicted-10, men-3) dep(men-3, boys-5) advmod(boys-5, really-7) auxpass(convicted-10, were-9) root(ROOT-0, convicted-10) case(rape-12, of-11) nmod:of(convicted-10, rape-12) nmod:of(convicted-10, robbery-14) conj:and(rape-12, robbery-14) nmod:of(convicted-10, riot-16) conj:and(rape-12, riot-16) cc(rape-12, and-18) nmod:of(convicted-10, assault-19) conj:and(rape-12, assault-19) case(indifference-23, with-20) amod(indifference-23, depraved-22) nmod:with(rape-12, indifference-23) case(life-27, to-25) amod(life-27, human-26) nmod:to(convicted-10, life-27)  ",robbery,14,"nmod:of(convicted-10, robbery-14) conj:and(rape-12, robbery-14) ","were convicted of rape , robbery , riot , and assault",NN,[],,,,,,,,,"[('of', 'convicted')]",['of'],['convicted'],[],[],"[('and', 'rape')]",['and'],['rape'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"During an armed robbery , one man is vividly decapitated ; another has a hand shot off , and as he crawls around in his own blood trying to find it a dog trots out the back door holding it in his teeth .","During/IN an/DT armed/JJ robbery/NN ,/, one/CD man/NN is/VBZ vividly/RB decapitated/JJ ;/: another/DT has/VBZ a/DT hand/NN shot/VBN off/RP ,/, and/CC as/IN he/PRP crawls/VBZ around/RP in/IN his/PRP$ own/JJ blood/NN trying/VBG to/TO find/VB it/PRP a/DT dog/NN trots/VBZ out/RP the/DT back/JJ door/NN holding/VBG it/PRP in/IN his/PRP$ teeth/NNS ./."," case(robbery-4, During-1) det(robbery-4, an-2) amod(robbery-4, armed-3) nmod:during(decapitated-10, robbery-4) nummod(man-7, one-6) nsubj(decapitated-10, man-7) cop(decapitated-10, is-8) advmod(decapitated-10, vividly-9) root(ROOT-0, decapitated-10) nsubj(has-13, another-12) parataxis(decapitated-10, has-13) det(hand-15, a-14) dobj(has-13, hand-15) acl(hand-15, shot-16) compound:prt(shot-16, off-17) cc(has-13, and-19) mark(crawls-22, as-20) nsubj(crawls-22, he-21) advcl(trots-34, crawls-22) compound:prt(crawls-22, around-23) case(blood-27, in-24) nmod:poss(blood-27, his-25) amod(blood-27, own-26) nmod:in(crawls-22, blood-27) acl(blood-27, trying-28) mark(find-30, to-29) xcomp(trying-28, find-30) dobj(find-30, it-31) det(dog-33, a-32) nsubj(trots-34, dog-33) parataxis(decapitated-10, trots-34) conj:and(has-13, trots-34) compound:prt(trots-34, out-35) det(door-38, the-36) amod(door-38, back-37) dobj(trots-34, door-38) acl(door-38, holding-39) dobj(holding-39, it-40) case(teeth-43, in-41) nmod:poss(teeth-43, his-42) nmod:in(holding-39, teeth-43)  ",robbery,4,"case(robbery-4, During-1) det(robbery-4, an-2) amod(robbery-4, armed-3) nmod:during(decapitated-10, robbery-4) ","During an armed robbery , one man is vividly",NN,[],,,,,,,,,"[('during', 'decapitated')]",['during'],['decapitated'],[],['an'],[],[],[],[],['armed'],[],[],[],['During'],[],[],[],[],[],[],an,unit,singular,,['A+N'],countable,unknown
"In a day he managed to upset the balance of power in the Persian Gulf by seizing Kuwait and annexing it , intimidating his neighbors by a naked and shameless act of robbery and plunder .","In/IN a/DT day/NN he/PRP managed/VBD to/TO upset/VB the/DT balance/NN of/IN power/NN in/IN the/DT Persian/NNP Gulf/NNP by/IN seizing/VBG Kuwait/NNP and/CC annexing/VBG it/PRP ,/, intimidating/VBG his/PRP$ neighbors/NNS by/IN a/DT naked/JJ and/CC shameless/JJ act/NN of/IN robbery/NN and/CC plunder/NN ./."," case(day-3, In-1) det(day-3, a-2) nmod:in(managed-5, day-3) nsubj(managed-5, he-4) nsubj(upset-7, he-4) root(ROOT-0, managed-5) mark(upset-7, to-6) xcomp(managed-5, upset-7) det(balance-9, the-8) dobj(upset-7, balance-9) case(power-11, of-10) nmod:of(balance-9, power-11) case(Gulf-15, in-12) det(Gulf-15, the-13) compound(Gulf-15, Persian-14) nmod:in(power-11, Gulf-15) mark(seizing-17, by-16) advcl(upset-7, seizing-17) dobj(seizing-17, Kuwait-18) cc(seizing-17, and-19) advcl(upset-7, annexing-20) conj:and(seizing-17, annexing-20) dobj(annexing-20, it-21) xcomp(managed-5, intimidating-23) nmod:poss(neighbors-25, his-24) dobj(intimidating-23, neighbors-25) case(act-31, by-26) det(act-31, a-27) amod(act-31, naked-28) cc(naked-28, and-29) conj:and(naked-28, shameless-30) amod(act-31, shameless-30) nmod:by(intimidating-23, act-31) case(robbery-33, of-32) nmod:of(act-31, robbery-33) cc(robbery-33, and-34) nmod:of(act-31, plunder-35) conj:and(robbery-33, plunder-35)  ",robbery,33,"case(robbery-33, of-32) cc(robbery-33, and-34) conj:and(robbery-33, plunder-35) nmod:of(act-31, robbery-33) ",naked and shameless act of robbery and plunder .,NN,[],,,,,,,,,"[('of', 'act')]",['of'],['act'],[],[],"[('and', 'plunder')]",['and'],['plunder'],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"Neither a stroke , nor a two-year jail term for her part in an armed robbery , nor having her children taken away persuaded her to give up her habit for very long .","Neither/DT a/DT stroke/NN ,/, nor/CC a/DT two-year/JJ jail/NN term/NN for/IN her/PRP$ part/NN in/IN an/DT armed/VBN robbery/NN ,/, nor/CC having/VBG her/PRP$ children/NNS taken/VBN away/RP persuaded/VBD her/PRP to/TO give/VB up/RP her/PRP$ habit/NN for/IN very/RB long/JJ ./."," dep(stroke-3, Neither-1) det(stroke-3, a-2) root(ROOT-0, stroke-3) cc(stroke-3, nor-5) det(term-9, a-6) amod(term-9, two-year-7) compound(term-9, jail-8) conj:nor(stroke-3, term-9) case(part-12, for-10) nmod:poss(part-12, her-11) nmod:for(stroke-3, part-12) case(robbery-16, in-13) det(robbery-16, an-14) amod(robbery-16, armed-15) nmod:in(part-12, robbery-16) cc(stroke-3, nor-18) aux(taken-22, having-19) nmod:poss(children-21, her-20) dobj(taken-22, children-21) csubj(persuaded-24, taken-22) compound:prt(taken-22, away-23) conj:nor(stroke-3, persuaded-24) dobj(persuaded-24, her-25) nsubj(give-27, her-25) mark(give-27, to-26) xcomp(persuaded-24, give-27) compound:prt(give-27, up-28) nmod:poss(habit-30, her-29) dobj(give-27, habit-30) case(long-33, for-31) advmod(long-33, very-32) advcl:for(give-27, long-33)  ",robbery,16,"case(robbery-16, in-13) det(robbery-16, an-14) amod(robbery-16, armed-15) nmod:in(part-12, robbery-16) ","her part in an armed robbery , nor having her children",NN,[],,,,,,,,,"[('in', 'part')]",['in'],['part'],[],['an'],[],[],[],[],['armed'],[],[],[],['in'],[],[],[],[],[],[],an,unit,singular,,['A+N'],countable,unknown
"It sounds kind of weird , taking a subway to a robbery .","It/PRP sounds/VBZ kind/NN of/IN weird/JJ ,/, taking/VBG a/DT subway/NN to/TO a/DT robbery/NN ./."," nsubj(sounds-2, It-1) root(ROOT-0, sounds-2) dobj(sounds-2, kind-3) case(weird-5, of-4) acl:of(kind-3, weird-5) advcl(sounds-2, taking-7) det(subway-9, a-8) dobj(taking-7, subway-9) case(robbery-12, to-10) det(robbery-12, a-11) nmod:to(taking-7, robbery-12)  ",robbery,12,"case(robbery-12, to-10) det(robbery-12, a-11) nmod:to(taking-7, robbery-12) ",taking a subway to a robbery .,NN,[],,,,,,,,,"[('to', 'taking')]",['to'],['taking'],[],['a'],[],[],[],[],[],[],[],[],['to'],[],[],[],[],[],[],a,unit,singular,,['A+N'],countable,unknown
"<p> The funny thing about the robbery , ' says Capella , was they were holding guns to our heads and calling us gentlemen . '","<p>/RB The/DT funny/JJ thing/NN about/IN the/DT robbery/NN ,/, '/'' says/VBZ Capella/NNP ,/, was/VBD they/PRP were/VBD holding/VBG guns/NNS to/TO our/PRP$ heads/NNS and/CC calling/VBG us/PRP gentlemen/NNS ./. '/''"," advmod(was-13, <p>-1) det(thing-4, The-2) amod(thing-4, funny-3) nsubj(was-13, thing-4) case(robbery-7, about-5) det(robbery-7, the-6) nmod:about(thing-4, robbery-7) parataxis(was-13, says-10) nsubj(says-10, Capella-11) root(ROOT-0, was-13) nsubj(holding-16, they-14) nsubj(calling-22, they-14) aux(holding-16, were-15) ccomp(was-13, holding-16) dobj(holding-16, guns-17) case(heads-20, to-18) nmod:poss(heads-20, our-19) nmod:to(holding-16, heads-20) cc(holding-16, and-21) ccomp(was-13, calling-22) conj:and(holding-16, calling-22) iobj(calling-22, us-23) dobj(calling-22, gentlemen-24)  ",robbery,7,"case(robbery-7, about-5) det(robbery-7, the-6) nmod:about(thing-4, robbery-7) ","The funny thing about the robbery , ' says Capella ,",NN,[],,,,,,,,,"[('about', 'thing')]",['about'],['thing'],[],['the'],[],[],[],[],[],[],[],[],['about'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
( Koehler has pleaded not guilty to the charges in both indictments and has not been charged with taking part in the robbery . ),-LRB-/-LRB- Koehler/NNP has/VBZ pleaded/VBN not/RB guilty/JJ to/TO the/DT charges/NNS in/IN both/DT indictments/NNS and/CC has/VBZ not/RB been/VBN charged/VBN with/IN taking/VBG part/NN in/IN the/DT robbery/NN ./. -RRB-/-RRB-," nsubj(pleaded-4, Koehler-2) nsubjpass(charged-17, Koehler-2) aux(pleaded-4, has-3) root(ROOT-0, pleaded-4) neg(guilty-6, not-5) xcomp(pleaded-4, guilty-6) case(charges-9, to-7) det(charges-9, the-8) nmod:to(guilty-6, charges-9) case(indictments-12, in-10) det(indictments-12, both-11) nmod:in(pleaded-4, indictments-12) cc(pleaded-4, and-13) aux(charged-17, has-14) neg(charged-17, not-15) auxpass(charged-17, been-16) conj:and(pleaded-4, charged-17) mark(taking-19, with-18) advcl(charged-17, taking-19) dobj(taking-19, part-20) case(robbery-23, in-21) det(robbery-23, the-22) nmod:in(taking-19, robbery-23)  ",robbery,23,"case(robbery-23, in-21) det(robbery-23, the-22) nmod:in(taking-19, robbery-23) ",with taking part in the robbery . ),NN,[],,,,,,,,,"[('in', 'taking')]",['in'],['taking'],[],['the'],[],[],[],[],[],[],[],[],['in'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"<p> Back at VMI , the cadets met in Bill 's room to rehearse the robbery , practicing techniques to overpower three armed men .","<p>/VB Back/RP at/IN VMI/NNP ,/, the/DT cadets/NNS met/VBD in/IN Bill/NNP 's/POS room/NN to/TO rehearse/VB the/DT robbery/NN ,/, practicing/VBG techniques/NNS to/TO overpower/VB three/CD armed/JJ men/NNS ./."," ccomp(met-8, <p>-1) compound:prt(<p>-1, Back-2) case(VMI-4, at-3) nmod:at(<p>-1, VMI-4) det(cadets-7, the-6) nsubj(met-8, cadets-7) root(ROOT-0, met-8) case(room-12, in-9) nmod:poss(room-12, Bill-10) case(Bill-10, 's-11) nmod:in(met-8, room-12) mark(rehearse-14, to-13) acl(room-12, rehearse-14) det(robbery-16, the-15) dobj(rehearse-14, robbery-16) xcomp(met-8, practicing-18) dobj(practicing-18, techniques-19) mark(overpower-21, to-20) advcl(practicing-18, overpower-21) nummod(men-24, three-22) amod(men-24, armed-23) dobj(overpower-21, men-24)  ",robbery,16,"det(robbery-16, the-15) dobj(rehearse-14, robbery-16) ","'s room to rehearse the robbery , practicing techniques to overpower",NN,[],rehearse,VB,object,,,rehearse,rehearse,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],unknown,unknown
"had worked on some big armored-car heists , including the bloody Brinks robbery in Nyack , New York , back in 1981 , during which two policemen and a guard were killed by Black Liberation Army members .","had/VBD worked/VBN on/IN some/DT big/JJ armored-car/JJ heists/NNS ,/, including/VBG the/DT bloody/JJ Brinks/NNP robbery/NN in/IN Nyack/NNP ,/, New/NNP York/NNP ,/, back/RB in/IN 1981/CD ,/, during/IN which/WDT two/CD policemen/NN and/CC a/DT guard/NN were/VBD killed/VBN by/IN Black/NNP Liberation/NNP Army/NNP members/NNS ./."," aux(worked-2, had-1) root(ROOT-0, worked-2) case(heists-7, on-3) det(heists-7, some-4) amod(heists-7, big-5) amod(heists-7, armored-car-6) nmod:on(worked-2, heists-7) case(robbery-13, including-9) det(robbery-13, the-10) amod(robbery-13, bloody-11) compound(robbery-13, Brinks-12) nmod:including(worked-2, robbery-13) case(Nyack-15, in-14) nmod:in(robbery-13, Nyack-15) nmod:during(killed-32, Nyack-15) compound(York-18, New-17) appos(Nyack-15, York-18) advmod(York-18, back-20) case(1981-22, in-21) nmod:in(back-20, 1981-22) case(which-25, during-24) ref(Nyack-15, which-25) nummod(policemen-27, two-26) nsubjpass(killed-32, policemen-27) cc(policemen-27, and-28) det(guard-30, a-29) conj:and(policemen-27, guard-30) nsubjpass(killed-32, guard-30) auxpass(killed-32, were-31) acl:relcl(Nyack-15, killed-32) case(members-37, by-33) compound(members-37, Black-34) compound(members-37, Liberation-35) compound(members-37, Army-36) nmod:by(killed-32, members-37)  ",robbery,13,"case(robbery-13, including-9) det(robbery-13, the-10) amod(robbery-13, bloody-11) compound(robbery-13, Brinks-12) nmod:in(robbery-13, Nyack-15) nmod:including(worked-2, robbery-13) ",", including the bloody Brinks robbery in Nyack , New York",NN,[],,,,,,,,,"[('in', 'Nyack'), ('including', 'worked')]","['in', 'including']",['worked'],['Nyack'],['the'],[],[],[],['Brinks'],['bloody'],[],[],[],['including'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"Terrorist groups , career criminals -- those are some of the types you look for when it 's a big , dangerous heist like an armored-car robbery .","Terrorist/JJ groups/NNS ,/, career/NN criminals/NNS --/: those/DT are/VBP some/DT of/IN the/DT types/NNS you/PRP look/VBP for/IN when/WRB it/PRP 's/VBZ a/DT big/JJ ,/, dangerous/JJ heist/NN like/IN an/DT armored-car/JJ robbery/NN ./."," amod(groups-2, Terrorist-1) nsubj(some-9, groups-2) compound(criminals-5, career-4) appos(groups-2, criminals-5) dep(criminals-5, those-7) cop(some-9, are-8) root(ROOT-0, some-9) case(types-12, of-10) det(types-12, the-11) nmod:of(some-9, types-12) nsubj(look-14, you-13) acl:relcl(types-12, look-14) mark(heist-23, for-15) advmod(heist-23, when-16) nsubj(heist-23, it-17) cop(heist-23, 's-18) det(heist-23, a-19) amod(heist-23, big-20) amod(heist-23, dangerous-22) advcl(look-14, heist-23) case(robbery-27, like-24) det(robbery-27, an-25) amod(robbery-27, armored-car-26) nmod:like(heist-23, robbery-27)  ",robbery,27,"case(robbery-27, like-24) det(robbery-27, an-25) amod(robbery-27, armored-car-26) nmod:like(heist-23, robbery-27) ",dangerous heist like an armored-car robbery .,NN,[],,,,,,,,,"[('like', 'heist')]",['like'],['heist'],[],['an'],[],[],[],[],[],[],[],[],['like'],[],[],[],[],[],[],an,unit,singular,,['A+N'],countable,unknown
"Bob paid Ronnie Stromp another $101,000 for his role in the robbery and told him to get lost when he asked for more .","Bob/NNP paid/VBD Ronnie/NNP Stromp/NNP another/DT $/$ 101,000/CD for/IN his/PRP$ role/NN in/IN the/DT robbery/NN and/CC told/VBD him/PRP to/TO get/VB lost/VBN when/WRB he/PRP asked/VBD for/IN more/JJR ./."," nsubj(paid-2, Bob-1) nsubj(told-15, Bob-1) root(ROOT-0, paid-2) compound(Stromp-4, Ronnie-3) iobj(paid-2, Stromp-4) det(101,000-7, another-5) dep(101,000-7, $-6) dobj(paid-2, 101,000-7) case(role-10, for-8) nmod:poss(role-10, his-9) nmod:for(101,000-7, role-10) case(robbery-13, in-11) det(robbery-13, the-12) nmod:in(role-10, robbery-13) cc(paid-2, and-14) conj:and(paid-2, told-15) dobj(told-15, him-16) nsubjpass(lost-19, him-16) mark(lost-19, to-17) auxpass(lost-19, get-18) xcomp(told-15, lost-19) advmod(asked-22, when-20) nsubj(asked-22, he-21) advcl(lost-19, asked-22) case(more-24, for-23) nmod:for(asked-22, more-24)  ",robbery,13,"case(robbery-13, in-11) det(robbery-13, the-12) nmod:in(role-10, robbery-13) ",his role in the robbery and told him to get lost,NN,[],,,,,,,,,"[('in', 'role')]",['in'],['role'],[],['the'],[],[],[],[],[],[],[],[],['in'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"He said he did the robbery for the challenge , just to see if he could do it .","He/PRP said/VBD he/PRP did/VBD the/DT robbery/NN for/IN the/DT challenge/NN ,/, just/RB to/TO see/VB if/IN he/PRP could/MD do/VB it/PRP ./."," nsubj(said-2, He-1) root(ROOT-0, said-2) nsubj(did-4, he-3) ccomp(said-2, did-4) det(robbery-6, the-5) dobj(did-4, robbery-6) case(challenge-9, for-7) det(challenge-9, the-8) nmod:for(robbery-6, challenge-9) advmod(see-13, just-11) mark(see-13, to-12) advcl(did-4, see-13) mark(do-17, if-14) nsubj(do-17, he-15) aux(do-17, could-16) advcl(see-13, do-17) dobj(do-17, it-18)  ",robbery,6,"det(robbery-6, the-5) nmod:for(robbery-6, challenge-9) dobj(did-4, robbery-6) ","He said he did the robbery for the challenge , just",NN,[],did,VBD,object,,,did,do,[],"[('for', 'challenge')]",['for'],[],['challenge'],['the'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],unknown,unknown
"On May 24th , Jasinski showed up at Stromp 's apartment wearing a transmitting device and tricked him into talking about the robbery .","On/IN May/NNP 24th/NNP ,/, Jasinski/NNP showed/VBD up/RP at/IN Stromp/NNP 's/POS apartment/NN wearing/VBG a/DT transmitting/JJ device/NN and/CC tricked/VBD him/PRP into/IN talking/VBG about/IN the/DT robbery/NN ./."," case(24th-3, On-1) compound(24th-3, May-2) nmod:on(showed-6, 24th-3) nsubj(showed-6, Jasinski-5) nsubj(tricked-17, Jasinski-5) root(ROOT-0, showed-6) compound:prt(showed-6, up-7) case(apartment-11, at-8) nmod:poss(apartment-11, Stromp-9) case(Stromp-9, 's-10) nmod:at(showed-6, apartment-11) xcomp(showed-6, wearing-12) det(device-15, a-13) amod(device-15, transmitting-14) dobj(wearing-12, device-15) cc(showed-6, and-16) conj:and(showed-6, tricked-17) dobj(tricked-17, him-18) mark(talking-20, into-19) advcl(tricked-17, talking-20) case(robbery-23, about-21) det(robbery-23, the-22) nmod:about(talking-20, robbery-23)  ",robbery,23,"case(robbery-23, about-21) det(robbery-23, the-22) nmod:about(talking-20, robbery-23) ",him into talking about the robbery .,NN,[],,,,,,,,,"[('about', 'talking')]",['about'],['talking'],[],['the'],[],[],[],[],[],[],[],[],['about'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
