sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
Criminal law has long struggled to define the criminal intent ( mens rea ) that transforms a harm into a crime .,Criminal/JJ law/NN has/VBZ long/RB struggled/VBN to/TO define/VB the/DT criminal/JJ intent/NN -LRB-/-LRB- mens/JJ rea/NN -RRB-/-RRB- that/WDT transforms/VBZ a/DT harm/NN into/IN a/DT crime/NN ./.," amod(law-2, Criminal-1) nsubj(struggled-5, law-2) nsubj(define-7, law-2) aux(struggled-5, has-3) advmod(struggled-5, long-4) root(ROOT-0, struggled-5) mark(define-7, to-6) xcomp(struggled-5, define-7) det(intent-10, the-8) amod(intent-10, criminal-9) dobj(define-7, intent-10) nsubj(transforms-16, intent-10) amod(rea-13, mens-12) appos(intent-10, rea-13) ref(intent-10, that-15) acl:relcl(intent-10, transforms-16) det(harm-18, a-17) dobj(transforms-16, harm-18) case(crime-21, into-19) det(crime-21, a-20) nmod:into(transforms-16, crime-21)  ",crime,21,"case(crime-21, into-19) det(crime-21, a-20) nmod:into(transforms-16, crime-21) ",transforms a harm into a crime .,NN,[],,,,,,,,,"[('into', 'transforms')]",['into'],['transforms'],[],['a'],[],[],[],[],[],[],[],[],['into'],[],[],[],[],[],[],a,unit,singular,,['A+N'],countable,unknown
"<p> If prejudice is this pervasive , subtle , and complex , the criminal justice system will certainly have a hard time sorting out which interracial crimes are motivated by prejudice and which are not .","<p>/RB If/IN prejudice/NN is/VBZ this/RB pervasive/JJ ,/, subtle/JJ ,/, and/CC complex/JJ ,/, the/DT criminal/JJ justice/NN system/NN will/MD certainly/RB have/VB a/DT hard/JJ time/NN sorting/VBG out/RP which/WDT interracial/JJ crimes/NNS are/VBP motivated/VBN by/IN prejudice/NN and/CC which/WDT are/VBP not/RB ./."," advmod(pervasive-6, <p>-1) mark(pervasive-6, If-2) nsubj(pervasive-6, prejudice-3) nsubj(subtle-8, prejudice-3) nsubj(complex-11, prejudice-3) cop(pervasive-6, is-4) advmod(pervasive-6, this-5) advcl(have-19, pervasive-6) conj:and(pervasive-6, subtle-8) advcl(have-19, subtle-8) cc(pervasive-6, and-10) conj:and(pervasive-6, complex-11) advcl(have-19, complex-11) det(system-16, the-13) amod(system-16, criminal-14) compound(system-16, justice-15) nsubj(have-19, system-16) aux(have-19, will-17) advmod(have-19, certainly-18) root(ROOT-0, have-19) det(time-22, a-20) amod(time-22, hard-21) dobj(have-19, time-22) acl(time-22, sorting-23) compound:prt(sorting-23, out-24) dobj(motivated-29, which-25) amod(crimes-27, interracial-26) nsubjpass(motivated-29, crimes-27) auxpass(motivated-29, are-28) dep(sorting-23, motivated-29) case(prejudice-31, by-30) nmod:by(motivated-29, prejudice-31) cc(motivated-29, and-32) nsubj(are-34, which-33) dep(sorting-23, are-34) conj:and(motivated-29, are-34) neg(are-34, not-35)  ",crimes,27,"amod(crimes-27, interracial-26) nsubjpass(motivated-29, crimes-27) ",time sorting out which interracial crimes are motivated by prejudice and,NNS,[],motivated,VBN,subject,motivated,motivate,,,[],[],[],[],[],[],[],[],[],[],['interracial'],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],countable,unknown
"Moreover , recent efforts by law enforcement agencies and courts to define hate crimes more precisely do not inspire confidence .","Moreover/RB ,/, recent/JJ efforts/NNS by/IN law/NN enforcement/NN agencies/NNS and/CC courts/NNS to/TO define/VB hate/NN crimes/NNS more/RBR precisely/RB do/VBP not/RB inspire/VB confidence/NN ./."," advmod(inspire-19, Moreover-1) amod(efforts-4, recent-3) nsubj(inspire-19, efforts-4) case(agencies-8, by-5) compound(agencies-8, law-6) compound(agencies-8, enforcement-7) nmod:by(efforts-4, agencies-8) cc(agencies-8, and-9) nmod:by(efforts-4, courts-10) conj:and(agencies-8, courts-10) mark(define-12, to-11) acl(efforts-4, define-12) compound(crimes-14, hate-13) dobj(define-12, crimes-14) advmod(define-12, more-15) advmod(inspire-19, precisely-16) aux(inspire-19, do-17) neg(inspire-19, not-18) root(ROOT-0, inspire-19) dobj(inspire-19, confidence-20)  ",crimes,14,"compound(crimes-14, hate-13) dobj(define-12, crimes-14) ",and courts to define hate crimes more precisely do not inspire,NNS,[],define,VB,object,,,define,define,[],[],[],[],[],[],[],[],[],['hate'],[],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],countable,unknown
"For example , the U.S. Department of Justice Guidelines , which set out the government 's criteria for labeling a hate crime , define ethnic prejudice as a "" preformed negative opinion or attitude toward a group of persons of the same race or national origin who share common or similar traits , languages , customs , and traditions . ""","For/IN example/NN ,/, the/DT U.S./NNP Department/NNP of/IN Justice/NNP Guidelines/NNP ,/, which/WDT set/VBD out/RP the/DT government/NN 's/POS criteria/NNS for/IN labeling/VBG a/DT hate/NN crime/NN ,/, define/JJ ethnic/JJ prejudice/NN as/RB a/DT ''/'' preformed/VBD negative/JJ opinion/NN or/CC attitude/NN toward/IN a/DT group/NN of/IN persons/NNS of/IN the/DT same/JJ race/NN or/CC national/JJ origin/NN who/WP share/VBP common/JJ or/CC similar/JJ traits/NNS ,/, languages/NNS ,/, customs/NNS ,/, and/CC traditions/NNS ./. ''/''"," case(example-2, For-1) nmod:for(preformed-30, example-2) det(Department-6, the-4) compound(Department-6, U.S.-5) nsubj(preformed-30, Department-6) case(Guidelines-9, of-7) compound(Guidelines-9, Justice-8) nmod:of(Department-6, Guidelines-9) nsubj(set-12, Guidelines-9) ref(Guidelines-9, which-11) acl:relcl(Guidelines-9, set-12) compound:prt(set-12, out-13) det(government-15, the-14) nmod:poss(criteria-17, government-15) case(government-15, 's-16) dobj(set-12, criteria-17) mark(labeling-19, for-18) advcl(set-12, labeling-19) det(crime-22, a-20) compound(crime-22, hate-21) dobj(labeling-19, crime-22) amod(prejudice-26, define-24) amod(prejudice-26, ethnic-25) appos(Department-6, prejudice-26) advmod(a-28, as-27) amod(prejudice-26, a-28) root(ROOT-0, preformed-30) amod(opinion-32, negative-31) dobj(preformed-30, opinion-32) cc(opinion-32, or-33) dobj(preformed-30, attitude-34) conj:or(opinion-32, attitude-34) case(group-37, toward-35) det(group-37, a-36) nmod:toward(preformed-30, group-37) case(persons-39, of-38) nmod:of(group-37, persons-39) case(race-43, of-40) det(race-43, the-41) amod(race-43, same-42) nmod:of(persons-39, race-43) cc(group-37, or-44) amod(origin-46, national-45) nmod:toward(preformed-30, origin-46) conj:or(group-37, origin-46) nsubj(share-48, origin-46) ref(origin-46, who-47) acl:relcl(origin-46, share-48) amod(traits-52, common-49) cc(common-49, or-50) conj:or(common-49, similar-51) amod(traits-52, similar-51) dobj(share-48, traits-52) dobj(share-48, languages-54) conj:and(traits-52, languages-54) dobj(share-48, customs-56) conj:and(traits-52, customs-56) cc(traits-52, and-58) dobj(share-48, traditions-59) conj:and(traits-52, traditions-59)  ",crime,22,"det(crime-22, a-20) compound(crime-22, hate-21) dobj(labeling-19, crime-22) ","criteria for labeling a hate crime , define ethnic prejudice as",NN,[],labeling,VBG,object,,,labeling,label,[],[],[],[],[],['a'],[],[],[],['hate'],[],[],[],[],[],[],[],[],[],[],[],a,unit,singular,ambiguous,['A+N'],countable,unknown
"If the prejudice required is no more than "" a preformed negative opinion , "" most interracial crimes could be prosecuted as hate crimes .","If/IN the/DT prejudice/NN required/VBN is/VBZ no/DT more/RBR than/IN ''/'' a/DT preformed/JJ negative/JJ opinion/NN ,/, ''/'' most/RBS interracial/JJ crimes/NNS could/MD be/VB prosecuted/VBN as/IN hate/NN crimes/NNS ./."," mark(opinion-13, If-1) det(prejudice-3, the-2) nsubj(opinion-13, prejudice-3) acl(prejudice-3, required-4) cop(opinion-13, is-5) neg(more-7, no-6) advmod(opinion-13, more-7) case(opinion-13, than-8) det(opinion-13, a-10) amod(opinion-13, preformed-11) amod(opinion-13, negative-12) advcl:than(prosecuted-21, opinion-13) advmod(crimes-18, most-16) amod(crimes-18, interracial-17) nsubjpass(prosecuted-21, crimes-18) aux(prosecuted-21, could-19) auxpass(prosecuted-21, be-20) root(ROOT-0, prosecuted-21) case(crimes-24, as-22) compound(crimes-24, hate-23) nmod:as(prosecuted-21, crimes-24)  ",crimes,18,"advmod(crimes-18, most-16) amod(crimes-18, interracial-17) nsubjpass(prosecuted-21, crimes-18) ","opinion , "" most interracial crimes could be prosecuted as hate",NNS,[],prosecuted,VBN,subject,prosecuted,prosecute,,,[],[],[],[],[],[],[],[],[],[],['interracial'],[],[],[],[],['most'],[],[],[],[],[],,,plural,ambiguous,[],countable,unknown
"If the prejudice required is no more than "" a preformed negative opinion , "" most interracial crimes could be prosecuted as hate crimes .","If/IN the/DT prejudice/NN required/VBN is/VBZ no/DT more/RBR than/IN ''/'' a/DT preformed/JJ negative/JJ opinion/NN ,/, ''/'' most/RBS interracial/JJ crimes/NNS could/MD be/VB prosecuted/VBN as/IN hate/NN crimes/NNS ./."," mark(opinion-13, If-1) det(prejudice-3, the-2) nsubj(opinion-13, prejudice-3) acl(prejudice-3, required-4) cop(opinion-13, is-5) neg(more-7, no-6) advmod(opinion-13, more-7) case(opinion-13, than-8) det(opinion-13, a-10) amod(opinion-13, preformed-11) amod(opinion-13, negative-12) advcl:than(prosecuted-21, opinion-13) advmod(crimes-18, most-16) amod(crimes-18, interracial-17) nsubjpass(prosecuted-21, crimes-18) aux(prosecuted-21, could-19) auxpass(prosecuted-21, be-20) root(ROOT-0, prosecuted-21) case(crimes-24, as-22) compound(crimes-24, hate-23) nmod:as(prosecuted-21, crimes-24)  ",crimes,24,"case(crimes-24, as-22) compound(crimes-24, hate-23) nmod:as(prosecuted-21, crimes-24) ",could be prosecuted as hate crimes .,NNS,[],,,,,,,,,"[('as', 'prosecuted')]",['as'],['prosecuted'],[],[],[],[],[],['hate'],[],[],[],[],['as'],[],[],[],[],[],[],,,plural,,[],countable,unknown
"<p> Prosecutors in hate crime cases must prove not only that the defendant was prejudiced , but that prejudice motivated his crime .","<p>/NN Prosecutors/NNS in/IN hate/NN crime/NN cases/NNS must/MD prove/VB not/RB only/RB that/IN the/DT defendant/NN was/VBD prejudiced/VBN ,/, but/CC that/IN prejudice/NN motivated/VBN his/PRP$ crime/NN ./."," compound(Prosecutors-2, <p>-1) nsubj(prove-8, Prosecutors-2) case(cases-6, in-3) compound(cases-6, hate-4) compound(cases-6, crime-5) nmod:in(Prosecutors-2, cases-6) aux(prove-8, must-7) root(ROOT-0, prove-8) neg(only-10, not-9) dobj(prove-8, only-10) mark(prejudiced-15, that-11) det(defendant-13, the-12) nsubjpass(prejudiced-15, defendant-13) auxpass(prejudiced-15, was-14) ccomp(prove-8, prejudiced-15) cc(prejudiced-15, but-17) mark(motivated-20, that-18) nsubj(motivated-20, prejudice-19) ccomp(prove-8, motivated-20) conj:but(prejudiced-15, motivated-20) nmod:poss(crime-22, his-21) dobj(motivated-20, crime-22)  ",crime,5,"compound(cases-6, crime-5) ",<p> Prosecutors in hate crime cases must prove not only,NN,[],,,,,,,,,[],[],[],[],[],[],[],[],['cases'],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
"<p> Prosecutors in hate crime cases must prove not only that the defendant was prejudiced , but that prejudice motivated his crime .","<p>/NN Prosecutors/NNS in/IN hate/NN crime/NN cases/NNS must/MD prove/VB not/RB only/RB that/IN the/DT defendant/NN was/VBD prejudiced/VBN ,/, but/CC that/IN prejudice/NN motivated/VBN his/PRP$ crime/NN ./."," compound(Prosecutors-2, <p>-1) nsubj(prove-8, Prosecutors-2) case(cases-6, in-3) compound(cases-6, hate-4) compound(cases-6, crime-5) nmod:in(Prosecutors-2, cases-6) aux(prove-8, must-7) root(ROOT-0, prove-8) neg(only-10, not-9) dobj(prove-8, only-10) mark(prejudiced-15, that-11) det(defendant-13, the-12) nsubjpass(prejudiced-15, defendant-13) auxpass(prejudiced-15, was-14) ccomp(prove-8, prejudiced-15) cc(prejudiced-15, but-17) mark(motivated-20, that-18) nsubj(motivated-20, prejudice-19) ccomp(prove-8, motivated-20) conj:but(prejudiced-15, motivated-20) nmod:poss(crime-22, his-21) dobj(motivated-20, crime-22)  ",crime,22,"nmod:poss(crime-22, his-21) dobj(motivated-20, crime-22) ",but that prejudice motivated his crime .,NN,[],motivated,VBN,object,,,motivated,motivate,[],[],[],[],[],[],[],[],[],[],[],[],['his'],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
"<p> If , however , prejudice must be merely a contributing factor , practically any interracial crime could be prosecuted as a hate crime .","<p>/RB If/IN ,/, however/RB ,/, prejudice/NN must/MD be/VB merely/RB a/DT contributing/JJ factor/NN ,/, practically/RB any/DT interracial/JJ crime/NN could/MD be/VB prosecuted/VBN as/IN a/DT hate/NN crime/NN ./."," advmod(factor-12, <p>-1) mark(factor-12, If-2) advmod(factor-12, however-4) nsubj(factor-12, prejudice-6) aux(factor-12, must-7) cop(factor-12, be-8) advmod(factor-12, merely-9) det(factor-12, a-10) amod(factor-12, contributing-11) advcl(prosecuted-20, factor-12) advmod(crime-17, practically-14) det(crime-17, any-15) amod(crime-17, interracial-16) nsubjpass(prosecuted-20, crime-17) aux(prosecuted-20, could-18) auxpass(prosecuted-20, be-19) root(ROOT-0, prosecuted-20) case(crime-24, as-21) det(crime-24, a-22) compound(crime-24, hate-23) nmod:as(prosecuted-20, crime-24)  ",crime,17,"advmod(crime-17, practically-14) det(crime-17, any-15) amod(crime-17, interracial-16) nsubjpass(prosecuted-20, crime-17) ","factor , practically any interracial crime could be prosecuted as a",NN,[],prosecuted,VBN,subject,prosecuted,prosecute,,,[],[],[],[],[],['any'],[],[],[],[],['interracial'],[],[],[],[],['practically'],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
"<p> If , however , prejudice must be merely a contributing factor , practically any interracial crime could be prosecuted as a hate crime .","<p>/RB If/IN ,/, however/RB ,/, prejudice/NN must/MD be/VB merely/RB a/DT contributing/JJ factor/NN ,/, practically/RB any/DT interracial/JJ crime/NN could/MD be/VB prosecuted/VBN as/IN a/DT hate/NN crime/NN ./."," advmod(factor-12, <p>-1) mark(factor-12, If-2) advmod(factor-12, however-4) nsubj(factor-12, prejudice-6) aux(factor-12, must-7) cop(factor-12, be-8) advmod(factor-12, merely-9) det(factor-12, a-10) amod(factor-12, contributing-11) advcl(prosecuted-20, factor-12) advmod(crime-17, practically-14) det(crime-17, any-15) amod(crime-17, interracial-16) nsubjpass(prosecuted-20, crime-17) aux(prosecuted-20, could-18) auxpass(prosecuted-20, be-19) root(ROOT-0, prosecuted-20) case(crime-24, as-21) det(crime-24, a-22) compound(crime-24, hate-23) nmod:as(prosecuted-20, crime-24)  ",crime,24,"case(crime-24, as-21) det(crime-24, a-22) compound(crime-24, hate-23) nmod:as(prosecuted-20, crime-24) ",be prosecuted as a hate crime .,NN,[],,,,,,,,,"[('as', 'prosecuted')]",['as'],['prosecuted'],[],['a'],[],[],[],['hate'],[],[],[],[],['as'],[],[],[],[],[],[],a,unit,singular,,['A+N'],countable,unknown
<p> In labeling hate crimes there is immense potential for confusion and arbitrariness .,<p>/RB In/IN labeling/VBG hate/NN crimes/NNS there/EX is/VBZ immense/JJ potential/NN for/IN confusion/NN and/CC arbitrariness/NNS ./.," advmod(labeling-3, <p>-1) mark(labeling-3, In-2) advcl(is-7, labeling-3) compound(crimes-5, hate-4) dobj(labeling-3, crimes-5) expl(is-7, there-6) root(ROOT-0, is-7) amod(potential-9, immense-8) nsubj(is-7, potential-9) case(confusion-11, for-10) nmod:for(potential-9, confusion-11) cc(confusion-11, and-12) nmod:for(potential-9, arbitrariness-13) conj:and(confusion-11, arbitrariness-13)  ",crimes,5,"compound(crimes-5, hate-4) dobj(labeling-3, crimes-5) ",<p> In labeling hate crimes there is immense potential for,NNS,[],labeling,VBG,object,,,labeling,label,[],[],[],[],[],[],[],[],[],['hate'],[],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],countable,unknown
"In New York City , the police are instructed not to apply the hate crime label to an offense that started off as something else ( e.g.","In/IN New/NNP York/NNP City/NNP ,/, the/DT police/NN are/VBP instructed/VBN not/RB to/TO apply/VB the/DT hate/NN crime/NN label/NN to/TO an/DT offense/NN that/WDT started/VBD off/RP as/IN something/NN else/NNP -LRB-/-LRB- e.g./NNP"," case(City-4, In-1) compound(City-4, New-2) compound(City-4, York-3) nmod:in(instructed-9, City-4) det(police-7, the-6) nsubjpass(instructed-9, police-7) nsubj(apply-12, police-7) auxpass(instructed-9, are-8) root(ROOT-0, instructed-9) neg(apply-12, not-10) mark(apply-12, to-11) xcomp(instructed-9, apply-12) det(label-16, the-13) compound(label-16, hate-14) compound(label-16, crime-15) dobj(apply-12, label-16) case(offense-19, to-17) det(offense-19, an-18) nmod:to(apply-12, offense-19) nsubj(started-21, offense-19) ref(offense-19, that-20) acl:relcl(offense-19, started-21) compound:prt(started-21, off-22) case(something-24, as-23) nmod:as(started-21, something-24) compound(e.g.-27, else-25) dep(something-24, e.g.-27)  ",crime,15,"compound(label-16, crime-15) ",not to apply the hate crime label to an offense that,NN,[],apply,VB,object,,,apply,apply,['not'],[],[],[],[],[],[],[],[],['label'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,verdical
"Police commissioners and politicians obviously will not wish to have their cities labeled the "" hate crime capital . """,Police/NN commissioners/NNS and/CC politicians/NNS obviously/RB will/MD not/RB wish/VB to/TO have/VB their/PRP$ cities/NNS labeled/VBN the/DT ''/'' hate/VBP crime/NN capital/NN ./. ''/''," compound(commissioners-2, Police-1) nsubj(wish-8, commissioners-2) nsubj(have-10, commissioners-2) cc(commissioners-2, and-3) conj:and(commissioners-2, politicians-4) nsubj(wish-8, politicians-4) nsubj(have-10, politicians-4) advmod(wish-8, obviously-5) aux(wish-8, will-6) neg(wish-8, not-7) root(ROOT-0, wish-8) mark(have-10, to-9) xcomp(wish-8, have-10) nmod:poss(cities-12, their-11) dobj(have-10, cities-12) acl(cities-12, labeled-13) dobj(labeled-13, the-14) acl:relcl(the-14, hate-16) compound(capital-18, crime-17) dobj(hate-16, capital-18)  ",crime,17,"compound(capital-18, crime-17) ","cities labeled the "" hate crime capital . """,NN,[],hate,VBP,object,,,hate,hate,[],[],[],[],[],[],[],[],[],['capital'],[],[],[],[],[],[],[],[],[],[],[],,,singular,plural,['EX-PL'],countable,unknown
