sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"Senior citizens in retirement developments are enticed with a combination of carrots and sticks ; in one case , residents in a complex were told that if they did not vote for the mayor they would lose the traffic light that enables them to cross the street safely to a nearby shopping center .","Senior/JJ citizens/NNS in/IN retirement/NN developments/NNS are/VBP enticed/VBN with/IN a/DT combination/NN of/IN carrots/NNS and/CC sticks/VBZ ;/: in/IN one/CD case/NN ,/, residents/NNS in/IN a/DT complex/NN were/VBD told/VBN that/IN if/IN they/PRP did/VBD not/RB vote/VB for/IN the/DT mayor/NN they/PRP would/MD lose/VB the/DT traffic/NN light/NN that/WDT enables/VBZ them/PRP to/TO cross/VB the/DT street/NN safely/RB to/TO a/DT nearby/JJ shopping/NN center/NN ./."," amod(citizens-2, Senior-1) nsubjpass(enticed-7, citizens-2) nsubj(sticks-14, citizens-2) case(developments-5, in-3) compound(developments-5, retirement-4) nmod:in(citizens-2, developments-5) auxpass(enticed-7, are-6) root(ROOT-0, enticed-7) case(combination-10, with-8) det(combination-10, a-9) nmod:with(enticed-7, combination-10) case(carrots-12, of-11) nmod:of(combination-10, carrots-12) cc(enticed-7, and-13) conj:and(enticed-7, sticks-14) case(case-18, in-16) nummod(case-18, one-17) nmod:in(told-25, case-18) nsubjpass(told-25, residents-20) case(complex-23, in-21) det(complex-23, a-22) nmod:in(residents-20, complex-23) auxpass(told-25, were-24) parataxis(enticed-7, told-25) mark(lose-37, that-26) mark(vote-31, if-27) nsubj(vote-31, they-28) aux(vote-31, did-29) neg(vote-31, not-30) advcl(lose-37, vote-31) case(mayor-34, for-32) det(mayor-34, the-33) nmod:for(vote-31, mayor-34) nsubj(lose-37, they-35) aux(lose-37, would-36) ccomp(told-25, lose-37) det(light-40, the-38) compound(light-40, traffic-39) dobj(lose-37, light-40) nsubj(enables-42, light-40) ref(light-40, that-41) acl:relcl(light-40, enables-42) dobj(enables-42, them-43) nsubj(cross-45, them-43) mark(cross-45, to-44) xcomp(enables-42, cross-45) det(street-47, the-46) dobj(cross-45, street-47) advmod(cross-45, safely-48) case(center-53, to-49) det(center-53, a-50) amod(center-53, nearby-51) compound(center-53, shopping-52) nmod:to(cross-45, center-53)  ",carrots,12,"case(carrots-12, of-11) nmod:of(combination-10, carrots-12) ",enticed with a combination of carrots and sticks ; in one,NNS,[],,,,,,,,,"[('of', 'combination')]",['of'],['combination'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"The goal of a balanced budget , which had been enshrined in the Gramm -- Rudman law , is now replaced by a process analogous to a donkey chasing a carrot tied to the end of a stick .","The/DT goal/NN of/IN a/DT balanced/JJ budget/NN ,/, which/WDT had/VBD been/VBN enshrined/VBN in/IN the/DT Gramm/NNP --/: Rudman/NNP law/NN ,/, is/VBZ now/RB replaced/VBN by/IN a/DT process/NN analogous/JJ to/TO a/DT donkey/NN chasing/VBG a/DT carrot/NN tied/VBN to/TO the/DT end/NN of/IN a/DT stick/NN ./."," det(goal-2, The-1) nsubjpass(enshrined-11, goal-2) nsubjpass(replaced-21, goal-2) case(budget-6, of-3) det(budget-6, a-4) amod(budget-6, balanced-5) nmod:of(goal-2, budget-6) ref(goal-2, which-8) aux(enshrined-11, had-9) auxpass(enshrined-11, been-10) acl:relcl(goal-2, enshrined-11) case(Gramm-14, in-12) det(Gramm-14, the-13) nmod:in(enshrined-11, Gramm-14) compound(law-17, Rudman-16) dobj(enshrined-11, law-17) auxpass(replaced-21, is-19) advmod(replaced-21, now-20) root(ROOT-0, replaced-21) case(process-24, by-22) det(process-24, a-23) nmod:by(replaced-21, process-24) amod(process-24, analogous-25) case(donkey-28, to-26) det(donkey-28, a-27) nmod:to(analogous-25, donkey-28) acl(donkey-28, chasing-29) det(carrot-31, a-30) dobj(chasing-29, carrot-31) acl(carrot-31, tied-32) case(end-35, to-33) det(end-35, the-34) nmod:to(tied-32, end-35) case(stick-38, of-36) det(stick-38, a-37) nmod:of(end-35, stick-38)  ",carrot,31,"det(carrot-31, a-30) acl(carrot-31, tied-32) dobj(chasing-29, carrot-31) ",to a donkey chasing a carrot tied to the end of,NN,[],chasing,VBG,object,,,chasing,chase,[],[],[],[],[],['a'],indefinite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],a,unit,singular,linked,ambiguous,['A+N'],countable,unknown
"We 've got a carrot-and-stick policy , "" said Baker , "" and the carrot is , if he gets out , he does n't get the stick . ""","We/PRP 've/VBP got/VBN a/DT carrot-and-stick/JJ policy/NN ,/, ''/'' said/VBD Baker/NNP ,/, ''/'' and/CC the/DT carrot/NN is/VBZ ,/, if/IN he/PRP gets/VBZ out/RP ,/, he/PRP does/VBZ n't/RB get/VB the/DT stick/NN ./. ''/''"," nsubj(got-3, We-1) aux(got-3, 've-2) root(ROOT-0, got-3) det(policy-6, a-4) amod(policy-6, carrot-and-stick-5) dobj(got-3, policy-6) acl:relcl(policy-6, said-9) dobj(said-9, Baker-10) cc(got-3, and-13) det(carrot-15, the-14) nsubj(is-16, carrot-15) conj:and(got-3, is-16) mark(gets-20, if-18) nsubj(gets-20, he-19) advcl(get-26, gets-20) compound:prt(gets-20, out-21) nsubj(get-26, he-23) aux(get-26, does-24) neg(get-26, n't-25) ccomp(is-16, get-26) det(stick-28, the-27) dobj(get-26, stick-28)  ",carrot,15,"det(carrot-15, the-14) nsubj(is-16, carrot-15) ","Baker , "" and the carrot is , if he gets",NN,[],is,VBZ,subject,is,be,,,[],[],[],[],[],['the'],definite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,linked,singular,[],unknown,unknown
"Some good choices are carrots , sweet potatoes , cantaloupes , pumpkins , sweet red peppers , butternut or acorn squash and dark green leafy vegetables .","Some/DT good/JJ choices/NNS are/VBP carrots/NNS ,/, sweet/JJ potatoes/NNS ,/, cantaloupes/NNS ,/, pumpkins/NNS ,/, sweet/JJ red/JJ peppers/NNS ,/, butternut/NN or/CC acorn/NN squash/NN and/CC dark/JJ green/JJ leafy/JJ vegetables/NNS ./."," det(choices-3, Some-1) amod(choices-3, good-2) nsubj(carrots-5, choices-3) cop(carrots-5, are-4) root(ROOT-0, carrots-5) amod(potatoes-8, sweet-7) conj:and(carrots-5, potatoes-8) conj:and(carrots-5, cantaloupes-10) conj:and(carrots-5, pumpkins-12) amod(peppers-16, sweet-14) amod(peppers-16, red-15) conj:and(carrots-5, peppers-16) compound(squash-21, butternut-18) cc(butternut-18, or-19) conj:or(butternut-18, acorn-20) compound(squash-21, acorn-20) conj:and(carrots-5, squash-21) cc(carrots-5, and-22) amod(vegetables-26, dark-23) amod(vegetables-26, green-24) amod(vegetables-26, leafy-25) conj:and(carrots-5, vegetables-26)  ",carrots,5,"nsubj(carrots-5, choices-3) cop(carrots-5, are-4) conj:and(carrots-5, potatoes-8) conj:and(carrots-5, cantaloupes-10) conj:and(carrots-5, pumpkins-12) conj:and(carrots-5, peppers-16) conj:and(carrots-5, squash-21) cc(carrots-5, and-22) conj:and(carrots-5, vegetables-26) root(ROOT-0, carrots-5) ","Some good choices are carrots , sweet potatoes , cantaloupes",NNS,[],are,VBP,object,,,are,be,[],[],[],[],[],[],,"[('and', 'potatoes'), ('and', 'cantaloupes'), ('and', 'pumpkins'), ('and', 'peppers'), ('and', 'squash'), ('and', 'vegetables')]","['and', 'and', 'and', 'and', 'and', 'and']","['potatoes', 'cantaloupes', 'pumpkins', 'peppers', 'squash', 'vegetables']",[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,plural,[],unknown,unknown
"Other potassium-rich foods : apricots , avocados , potatoes , lima beans , spinach , yogurt , dates , orange and grapefruit juice , chicken , brussels sprouts , skim milk , carrots , tomatoes and prunes .","Other/JJ potassium-rich/JJ foods/NNS :/: apricots/NNS ,/, avocados/NNS ,/, potatoes/NNS ,/, lima/NN beans/NNS ,/, spinach/NN ,/, yogurt/NN ,/, dates/NNS ,/, orange/NN and/CC grapefruit/NN juice/NN ,/, chicken/NN ,/, brussels/JJ sprouts/NNS ,/, skim/NN milk/NN ,/, carrots/NNS ,/, tomatoes/NNS and/CC prunes/NNS ./."," amod(foods-3, Other-1) amod(foods-3, potassium-rich-2) root(ROOT-0, foods-3) dep(foods-3, apricots-5) dep(foods-3, avocados-7) conj:and(apricots-5, avocados-7) dep(foods-3, potatoes-9) conj:and(apricots-5, potatoes-9) compound(beans-12, lima-11) dep(foods-3, beans-12) conj:and(apricots-5, beans-12) compound(juice-23, spinach-14) conj:and(spinach-14, yogurt-16) compound(juice-23, yogurt-16) conj:and(spinach-14, dates-18) compound(juice-23, dates-18) conj:and(spinach-14, orange-20) compound(juice-23, orange-20) cc(spinach-14, and-21) conj:and(spinach-14, grapefruit-22) compound(juice-23, grapefruit-22) dep(foods-3, juice-23) conj:and(apricots-5, juice-23) dep(foods-3, chicken-25) conj:and(apricots-5, chicken-25) amod(sprouts-28, brussels-27) dep(foods-3, sprouts-28) conj:and(apricots-5, sprouts-28) compound(milk-31, skim-30) dep(foods-3, milk-31) conj:and(apricots-5, milk-31) dep(foods-3, carrots-33) conj:and(apricots-5, carrots-33) dep(foods-3, tomatoes-35) conj:and(apricots-5, tomatoes-35) cc(apricots-5, and-36) dep(foods-3, prunes-37) conj:and(apricots-5, prunes-37)  ",carrots,33,"dep(foods-3, carrots-33) conj:and(apricots-5, carrots-33) ","sprouts , skim milk , carrots , tomatoes and prunes .",NNS,[],,,,,,,,,[],[],[],[],[],,"[('and', 'apricots')]",['and'],['apricots'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"Add the onions , carrots , celery , leeks , shallots and saffron .","Add/VB the/DT onions/NNS ,/, carrots/NNS ,/, celery/NN ,/, leeks/NNS ,/, shallots/NNS and/CC saffron/NN ./."," root(ROOT-0, Add-1) det(onions-3, the-2) dobj(Add-1, onions-3) dobj(Add-1, carrots-5) conj:and(onions-3, carrots-5) dobj(Add-1, celery-7) conj:and(onions-3, celery-7) dobj(Add-1, leeks-9) conj:and(onions-3, leeks-9) dobj(Add-1, shallots-11) conj:and(onions-3, shallots-11) cc(onions-3, and-12) dobj(Add-1, saffron-13) conj:and(onions-3, saffron-13)  ",carrots,5,"dobj(Add-1, carrots-5) conj:and(onions-3, carrots-5) ","Add the onions , carrots , celery , leeks ,",NNS,[],Add,VB,object,,,Add,Add,[],[],[],[],[],[],,"[('and', 'onions')]",['and'],['onions'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,linked,ambiguous,[],unknown,unknown
"In a 6-quart pot , combine the stock , tomatoes , carrots and leeks .","In/IN a/DT 6-quart/JJ pot/NN ,/, combine/VB the/DT stock/NN ,/, tomatoes/NNS ,/, carrots/NNS and/CC leeks/NNS ./."," case(pot-4, In-1) det(pot-4, a-2) amod(pot-4, 6-quart-3) nmod:in(combine-6, pot-4) root(ROOT-0, combine-6) det(stock-8, the-7) dobj(combine-6, stock-8) dobj(combine-6, tomatoes-10) conj:and(stock-8, tomatoes-10) dobj(combine-6, carrots-12) conj:and(stock-8, carrots-12) cc(stock-8, and-13) dobj(combine-6, leeks-14) conj:and(stock-8, leeks-14)  ",carrots,12,"dobj(combine-6, carrots-12) conj:and(stock-8, carrots-12) ","the stock , tomatoes , carrots and leeks .",NNS,[],combine,VB,object,,,combine,combine,[],[],[],[],[],[],,"[('and', 'stock')]",['and'],['stock'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,linked,ambiguous,[],unknown,unknown
"<p> In the dessert department , serve fresh-fruit cocktails and an easy , low-fat sweet like the gingered carrot bars featured here .","<p>/RB In/IN the/DT dessert/NN department/NN ,/, serve/VBP fresh-fruit/JJ cocktails/NNS and/CC an/DT easy/JJ ,/, low-fat/JJ sweet/NN like/IN the/DT gingered/JJ carrot/NN bars/NNS featured/VBN here/RB ./."," advmod(serve-7, <p>-1) case(department-5, In-2) det(department-5, the-3) compound(department-5, dessert-4) nmod:in(serve-7, department-5) root(ROOT-0, serve-7) amod(cocktails-9, fresh-fruit-8) dobj(serve-7, cocktails-9) cc(cocktails-9, and-10) det(sweet-15, an-11) amod(sweet-15, easy-12) amod(sweet-15, low-fat-14) dobj(serve-7, sweet-15) conj:and(cocktails-9, sweet-15) case(bars-20, like-16) det(bars-20, the-17) amod(bars-20, gingered-18) compound(bars-20, carrot-19) nmod:like(serve-7, bars-20) acl(bars-20, featured-21) advmod(featured-21, here-22)  ",carrot,19,"compound(bars-20, carrot-19) ",low-fat sweet like the gingered carrot bars featured here .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['bars'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"With no cholesterol at all and ample fiber from oats and carrots , these delicious little gems are just the right finale for a healthy day outdoors .","With/IN no/DT cholesterol/NN at/IN all/DT and/CC ample/JJ fiber/NN from/IN oats/NNS and/CC carrots/NNS ,/, these/DT delicious/JJ little/JJ gems/NNS are/VBP just/RB the/DT right/JJ finale/NN for/IN a/DT healthy/JJ day/NN outdoors/NNS ./."," case(cholesterol-3, With-1) neg(cholesterol-3, no-2) nmod:with(finale-22, cholesterol-3) case(all-5, at-4) nmod:at(cholesterol-3, all-5) cc(cholesterol-3, and-6) amod(fiber-8, ample-7) conj:and(cholesterol-3, fiber-8) nmod:with(finale-22, fiber-8) case(oats-10, from-9) nmod:from(fiber-8, oats-10) cc(oats-10, and-11) nmod:from(fiber-8, carrots-12) conj:and(oats-10, carrots-12) det(gems-17, these-14) amod(little-16, delicious-15) amod(gems-17, little-16) nsubj(finale-22, gems-17) cop(finale-22, are-18) advmod(finale-22, just-19) det(finale-22, the-20) amod(finale-22, right-21) root(ROOT-0, finale-22) case(outdoors-27, for-23) det(outdoors-27, a-24) amod(outdoors-27, healthy-25) compound(outdoors-27, day-26) nmod:for(finale-22, outdoors-27)  ",carrots,12,"nmod:from(fiber-8, carrots-12) conj:and(oats-10, carrots-12) ","ample fiber from oats and carrots , these delicious little gems",NNS,[],,,,,,,,,"[('from', 'fiber')]",['from'],['fiber'],[],[],,"[('and', 'oats')]",['and'],['oats'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"In a medium bowl , combine the carrot , maple syrup , egg whites , oil , ginger and vanilla .","In/IN a/DT medium/NN bowl/NN ,/, combine/VB the/DT carrot/NN ,/, maple/JJ syrup/NN ,/, egg/NN whites/NNS ,/, oil/NN ,/, ginger/NN and/CC vanilla/NN ./."," case(bowl-4, In-1) det(bowl-4, a-2) compound(bowl-4, medium-3) nmod:in(combine-6, bowl-4) root(ROOT-0, combine-6) det(carrot-8, the-7) dobj(combine-6, carrot-8) amod(syrup-11, maple-10) dobj(combine-6, syrup-11) conj:and(carrot-8, syrup-11) compound(whites-14, egg-13) dobj(combine-6, whites-14) conj:and(carrot-8, whites-14) dobj(combine-6, oil-16) conj:and(carrot-8, oil-16) dobj(combine-6, ginger-18) conj:and(carrot-8, ginger-18) cc(carrot-8, and-19) dobj(combine-6, vanilla-20) conj:and(carrot-8, vanilla-20)  ",carrot,8,"det(carrot-8, the-7) conj:and(carrot-8, syrup-11) conj:and(carrot-8, whites-14) conj:and(carrot-8, oil-16) conj:and(carrot-8, ginger-18) cc(carrot-8, and-19) conj:and(carrot-8, vanilla-20) dobj(combine-6, carrot-8) ","medium bowl , combine the carrot , maple syrup , egg",NN,[],combine,VB,object,,,combine,combine,[],[],[],[],[],['the'],definite article,"[('and', 'syrup'), ('and', 'whites'), ('and', 'oil'), ('and', 'ginger'), ('and', 'vanilla')]","['and', 'and', 'and', 'and', 'and']","['syrup', 'whites', 'oil', 'ginger', 'vanilla']",[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
<p> PHOTO ( COLOR ) : Revised refreshments : Gingered carrot bars beat brownies by a fat mile ; sparkling fresh fruitade puts a taste twist on lemonade .,<p>/NNP PHOTO/NNP -LRB-/-LRB- COLOR/NNP -RRB-/-RRB- :/: Revised/JJ refreshments/NNS :/: Gingered/NNP carrot/NN bars/NNS beat/VBD brownies/NNS by/IN a/DT fat/JJ mile/NN ;/: sparkling/JJ fresh/JJ fruitade/NN puts/VBZ a/DT taste/NN twist/NN on/IN lemonade/NN ./.," compound(PHOTO-2, <p>-1) root(ROOT-0, PHOTO-2) appos(PHOTO-2, COLOR-4) amod(refreshments-8, Revised-7) dep(PHOTO-2, refreshments-8) compound(bars-12, Gingered-10) compound(bars-12, carrot-11) nsubj(beat-13, bars-12) dep(refreshments-8, beat-13) dobj(beat-13, brownies-14) case(mile-18, by-15) det(mile-18, a-16) amod(mile-18, fat-17) nmod:by(beat-13, mile-18) amod(fruitade-22, sparkling-20) amod(fruitade-22, fresh-21) nsubj(puts-23, fruitade-22) parataxis(beat-13, puts-23) det(twist-26, a-24) compound(twist-26, taste-25) dobj(puts-23, twist-26) case(lemonade-28, on-27) nmod:on(twist-26, lemonade-28)  ",carrot,11,"compound(bars-12, carrot-11) ",: Revised refreshments : Gingered carrot bars beat brownies by a,NN,[],beat,VBD,subject,beat,beat,,,[],[],[],[],[],[],,[],[],[],['bars'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"Add the onions , carrots , parsley , egg whites , tomato paste , mustard , brewer 's yeast , chili peppers , garlic and pepper .","Add/VB the/DT onions/NNS ,/, carrots/NNS ,/, parsley/NN ,/, egg/NN whites/NNS ,/, tomato/NNP paste/NNP ,/, mustard/NN ,/, brewer/NN 's/POS yeast/NN ,/, chili/JJ peppers/NNS ,/, garlic/NN and/CC pepper/NN ./."," root(ROOT-0, Add-1) det(onions-3, the-2) dobj(Add-1, onions-3) dobj(Add-1, carrots-5) conj:and(onions-3, carrots-5) dobj(Add-1, parsley-7) conj:and(onions-3, parsley-7) compound(whites-10, egg-9) dobj(Add-1, whites-10) conj:and(onions-3, whites-10) compound(paste-13, tomato-12) dobj(Add-1, paste-13) conj:and(onions-3, paste-13) dobj(Add-1, mustard-15) conj:and(onions-3, mustard-15) nmod:poss(yeast-19, brewer-17) case(brewer-17, 's-18) dobj(Add-1, yeast-19) conj:and(onions-3, yeast-19) amod(peppers-22, chili-21) dobj(Add-1, peppers-22) conj:and(onions-3, peppers-22) dobj(Add-1, garlic-24) conj:and(onions-3, garlic-24) cc(onions-3, and-25) dobj(Add-1, pepper-26) conj:and(onions-3, pepper-26)  ",carrots,5,"dobj(Add-1, carrots-5) conj:and(onions-3, carrots-5) ","Add the onions , carrots , parsley , egg whites",NNS,[],Add,VB,object,,,Add,Add,[],[],[],[],[],[],,"[('and', 'onions')]",['and'],['onions'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,linked,ambiguous,[],unknown,unknown
"<p> To make turkey broth : In large pan , over high heat , bring 4 cups water , turkey giblets , 1 sliced celery stalk , 1 sliced carrot , 1 sliced onion , 1 bay leaf , 3 parsley sprigs , and 4 peppercorns to boil .","<p>/RB To/TO make/VB turkey/NN broth/NN :/: In/IN large/JJ pan/NNS ,/, over/IN high/JJ heat/NN ,/, bring/VBP 4/CD cups/NNS water/NN ,/, turkey/NN giblets/NNS ,/, 1/CD sliced/JJ celery/NN stalk/NN ,/, 1/CD sliced/JJ carrot/NN ,/, 1/CD sliced/JJ onion/NN ,/, 1/CD bay/NN leaf/NN ,/, 3/CD parsley/JJ sprigs/NNS ,/, and/CC 4/CD peppercorns/NNS to/TO boil/NN ./."," advmod(make-3, <p>-1) mark(make-3, To-2) dep(bring-15, make-3) compound(broth-5, turkey-4) dobj(make-3, broth-5) case(pan-9, In-7) amod(pan-9, large-8) dep(make-3, pan-9) case(heat-13, over-11) amod(heat-13, high-12) nmod:over(bring-15, heat-13) root(ROOT-0, bring-15) nummod(cups-17, 4-16) dobj(bring-15, cups-17) nsubj(bring-15, water-18) compound(giblets-21, turkey-20) nsubj(bring-15, giblets-21) conj:and(water-18, giblets-21) nummod(stalk-26, 1-23) amod(stalk-26, sliced-24) compound(stalk-26, celery-25) nsubj(bring-15, stalk-26) conj:and(water-18, stalk-26) nummod(carrot-30, 1-28) amod(carrot-30, sliced-29) nsubj(bring-15, carrot-30) conj:and(water-18, carrot-30) nummod(onion-34, 1-32) amod(onion-34, sliced-33) nsubj(bring-15, onion-34) conj:and(water-18, onion-34) nummod(leaf-38, 1-36) compound(leaf-38, bay-37) nsubj(bring-15, leaf-38) conj:and(water-18, leaf-38) nummod(sprigs-42, 3-40) amod(sprigs-42, parsley-41) nsubj(bring-15, sprigs-42) conj:and(water-18, sprigs-42) cc(water-18, and-44) nummod(peppercorns-46, 4-45) nsubj(bring-15, peppercorns-46) conj:and(water-18, peppercorns-46) case(boil-48, to-47) nmod:to(peppercorns-46, boil-48)  ",carrot,30,"nummod(carrot-30, 1-28) amod(carrot-30, sliced-29) nsubj(bring-15, carrot-30) conj:and(water-18, carrot-30) ","celery stalk , 1 sliced carrot , 1 sliced onion ,",NN,[],bring,VBP,subject,bring,bring,,,[],[],[],[],[],[],,"[('and', 'water')]",['and'],['water'],[],['sliced'],[0.0875],[0.1729166666666667],[0.0275],[0.09458333333333332],[0.0725],[0.025],[0.0925],[0.03875],[0.25625],[0.0225],[0.0325],[0.025],[0.0525],[],[],['1'],[],[],[],[],[],[],[],1,unit,singular,linked,plural,"['A+N', 'EX-PL']",countable,unknown
"Wash and scrape carrots , then wash again .","Wash/NNP and/CC scrape/NN carrots/NNS ,/, then/RB wash/VBP again/RB ./."," compound(carrots-4, Wash-1) cc(Wash-1, and-2) conj:and(Wash-1, scrape-3) compound(carrots-4, scrape-3) nsubj(wash-7, carrots-4) advmod(wash-7, then-6) root(ROOT-0, wash-7) advmod(wash-7, again-8)  ",carrots,4,"compound(carrots-4, Wash-1) compound(carrots-4, scrape-3) nsubj(wash-7, carrots-4) ","Wash and scrape carrots , then wash again .",NNS,[],wash,VBP,subject,wash,wash,,,[],[],[],[],[],[],,[],[],[],"['Wash', 'scrape']",[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,plural,[],unknown,unknown
"Combine peas and carrots in saucepan , cover with boiling water , and boil 5 minutes .","Combine/VB peas/NNS and/CC carrots/NNS in/IN saucepan/NN ,/, cover/VB with/IN boiling/JJ water/NN ,/, and/CC boil/VBP 5/CD minutes/NNS ./."," root(ROOT-0, Combine-1) dobj(Combine-1, peas-2) cc(peas-2, and-3) dobj(Combine-1, carrots-4) conj:and(peas-2, carrots-4) case(saucepan-6, in-5) nmod:in(Combine-1, saucepan-6) conj:and(Combine-1, cover-8) case(water-11, with-9) amod(water-11, boiling-10) nmod:with(cover-8, water-11) cc(Combine-1, and-13) conj:and(Combine-1, boil-14) nummod(minutes-16, 5-15) dobj(boil-14, minutes-16)  ",carrots,4,"dobj(Combine-1, carrots-4) conj:and(peas-2, carrots-4) ","Combine peas and carrots in saucepan , cover with",NNS,[],Combine,VB,object,,,Combine,Combine,[],[],[],[],[],[],,"[('and', 'peas')]",['and'],['peas'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,ambiguous,[],unknown,unknown
"Pour hot syrup over carrots ; leave 1 "" head space .",Pour/JJ hot/JJ syrup/NN over/IN carrots/NNS ;/: leave/NN 1/CD ''/'' head/VBP space/NN ./.," amod(syrup-3, Pour-1) amod(syrup-3, hot-2) nsubj(head-10, syrup-3) case(carrots-5, over-4) nmod:over(syrup-3, carrots-5) dep(carrots-5, leave-7) nummod(leave-7, 1-8) root(ROOT-0, head-10) dobj(head-10, space-11)  ",carrots,5,"case(carrots-5, over-4) dep(carrots-5, leave-7) nmod:over(syrup-3, carrots-5) ","Pour hot syrup over carrots ; leave 1 "" head",NNS,[],,,,,,,,,"[('over', 'syrup')]",['over'],['syrup'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['over'],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"Nutrient Analysis TABLE Healthful Low-Fat Dishes Split Pea Soup ( Makes 10 servings ) TABLE <p> In large saucepan or Dutch oven , bring peas , water , carrots , onions , garlic , celery , and ham to rapid boil over medium-high heat .","Nutrient/NNP Analysis/NNP TABLE/NNP Healthful/NNP Low-Fat/NNP Dishes/NNP Split/NNP Pea/NNP Soup/NNP -LRB-/-LRB- Makes/NNP 10/CD servings/NNS -RRB-/-RRB- TABLE/VBP <p>/NN In/IN large/JJ saucepan/NN or/CC Dutch/JJ oven/NN ,/, bring/VBP peas/NNS ,/, water/NN ,/, carrots/NN ,/, onions/NN ,/, garlic/NN ,/, celery/NN ,/, and/CC ham/NN to/TO rapid/JJ boil/NN over/IN medium-high/JJ heat/NN ./."," compound(Soup-9, Nutrient-1) compound(Soup-9, Analysis-2) compound(Soup-9, TABLE-3) compound(Soup-9, Healthful-4) compound(Soup-9, Low-Fat-5) compound(Soup-9, Dishes-6) compound(Soup-9, Split-7) compound(Soup-9, Pea-8) nsubj(TABLE-15, Soup-9) dep(TABLE-15, Makes-11) nummod(servings-13, 10-12) dep(Makes-11, servings-13) ccomp(bring-24, TABLE-15) xcomp(TABLE-15, <p>-16) case(saucepan-19, In-17) amod(saucepan-19, large-18) dep(<p>-16, saucepan-19) cc(saucepan-19, or-20) amod(oven-22, Dutch-21) dep(<p>-16, oven-22) conj:or(saucepan-19, oven-22) root(ROOT-0, bring-24) nsubj(bring-24, peas-25) appos(peas-25, water-27) appos(peas-25, carrots-29) conj:and(water-27, carrots-29) appos(peas-25, onions-31) conj:and(water-27, onions-31) appos(peas-25, garlic-33) conj:and(water-27, garlic-33) appos(peas-25, celery-35) conj:and(water-27, celery-35) cc(water-27, and-37) appos(peas-25, ham-38) conj:and(water-27, ham-38) case(boil-41, to-39) amod(boil-41, rapid-40) nmod:to(water-27, boil-41) case(heat-44, over-42) amod(heat-44, medium-high-43) nmod:over(boil-41, heat-44)  ",carrots,29,"appos(peas-25, carrots-29) conj:and(water-27, carrots-29) ","bring peas , water , carrots , onions , garlic ,",NN,[],,,,,,,,,[],[],[],[],[],,"[('and', 'water')]",['and'],['water'],[],[],,,,,,,,,,,,,,[],[],[],[],[],"['modifier', 'peas']",['peas'],[],[],[],,,ambiguous,linked,,[],unknown,unknown
