sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Adjective Types,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"The Sandinista occupation force confiscated or destroyed cattle , pigs , rice mills , shrimp-drying plants , boats , sea and river canoes , and tools .","The/DT Sandinista/JJ occupation/NN force/NN confiscated/VBD or/CC destroyed/VBD cattle/NNS ,/, pigs/NNS ,/, rice/NN mills/NNS ,/, shrimp-drying/JJ plants/NNS ,/, boats/NNS ,/, sea/NN and/CC river/NN canoes/NNS ,/, and/CC tools/NNS ./.","det(force-4, The-1) amod(force-4, Sandinista-2) compound(force-4, occupation-3) nsubj(confiscated-5, force-4) nsubj(destroyed-7, force-4) root(ROOT-0, confiscated-5) cc(confiscated-5, or-6) conj:or(confiscated-5, destroyed-7) dobj(destroyed-7, cattle-8) dobj(destroyed-7, pigs-10) conj:and(cattle-8, pigs-10) compound(mills-13, rice-12) dobj(destroyed-7, mills-13) conj:and(cattle-8, mills-13) amod(plants-16, shrimp-drying-15) dobj(destroyed-7, plants-16) conj:and(cattle-8, plants-16) dobj(destroyed-7, boats-18) conj:and(cattle-8, boats-18) compound(canoes-23, sea-20) cc(sea-20, and-21) conj:and(sea-20, river-22) compound(canoes-23, river-22) dobj(destroyed-7, canoes-23) conj:and(cattle-8, canoes-23) cc(cattle-8, and-25) dobj(destroyed-7, tools-26) conj:and(cattle-8, tools-26)  ",cattle,8,"conj:and(cattle-8, pigs-10) conj:and(cattle-8, mills-13) conj:and(cattle-8, plants-16) conj:and(cattle-8, boats-18) conj:and(cattle-8, canoes-23) cc(cattle-8, and-25) conj:and(cattle-8, tools-26) dobj(destroyed-7, cattle-8) ","occupation force confiscated or destroyed cattle , pigs , rice mills",NNS,[],destroyed,VBD,object,,,destroyed,destroy,[],[],[],[],[],[],,"[('and', 'pigs'), ('and', 'mills'), ('and', 'plants'), ('and', 'boats'), ('and', 'canoes'), ('and', 'tools')]","['and', 'and', 'and', 'and', 'and', 'and']","['pigs', 'mills', 'plants', 'boats', 'canoes', 'tools']",[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
"Some of the I-131 ingested by dairy cattle on pasture ended up in their thyroid glands , but a large portion was excreted in their milk .","Some/DT of/IN the/DT I-131/NN ingested/VBN by/IN dairy/NN cattle/NNS on/IN pasture/NN ended/VBD up/RP in/IN their/PRP$ thyroid/NN glands/NNS ,/, but/CC a/DT large/JJ portion/NN was/VBD excreted/VBN in/IN their/PRP$ milk/NN ./.","nsubj(ended-11, Some-1) case(I-131-4, of-2) det(I-131-4, the-3) nmod:of(Some-1, I-131-4) acl(I-131-4, ingested-5) case(cattle-8, by-6) compound(cattle-8, dairy-7) nmod:by(ingested-5, cattle-8) case(pasture-10, on-9) nmod:on(cattle-8, pasture-10) root(ROOT-0, ended-11) compound:prt(ended-11, up-12) case(glands-16, in-13) nmod:poss(glands-16, their-14) compound(glands-16, thyroid-15) nmod:in(ended-11, glands-16) cc(ended-11, but-18) det(portion-21, a-19) amod(portion-21, large-20) nsubjpass(excreted-23, portion-21) auxpass(excreted-23, was-22) conj:but(ended-11, excreted-23) case(milk-26, in-24) nmod:poss(milk-26, their-25) nmod:in(excreted-23, milk-26)  ",cattle,8,"case(cattle-8, by-6) compound(cattle-8, dairy-7) nmod:on(cattle-8, pasture-10) nmod:by(ingested-5, cattle-8) ",the I-131 ingested by dairy cattle on pasture ended up in,NNS,[],,,,,,,,,"[('on', 'pasture'), ('by', 'ingested')]","['on', 'by']",['ingested'],['pasture'],[],,[],[],[],['dairy'],[],[],[],[],[],['by'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"<p> Finally , vervet monkeys flee from Masai herdsmen and their cattle , and they also respond to the mooing of cows and the ringing of cowbells with vigilance and flight .","<p>/RB Finally/RB ,/, vervet/NN monkeys/NNS flee/VB from/IN Masai/NNP herdsmen/NNP and/CC their/PRP$ cattle/NNS ,/, and/CC they/PRP also/RB respond/VB to/TO the/DT mooing/NN of/IN cows/NNS and/CC the/DT ringing/VBG of/IN cowbells/NNS with/IN vigilance/NN and/CC flight/NN ./.","advmod(flee-6, <p>-1) advmod(flee-6, Finally-2) compound(monkeys-5, vervet-4) nsubj(flee-6, monkeys-5) root(ROOT-0, flee-6) case(herdsmen-9, from-7) compound(herdsmen-9, Masai-8) nmod:from(flee-6, herdsmen-9) cc(herdsmen-9, and-10) nmod:poss(cattle-12, their-11) nmod:from(flee-6, cattle-12) conj:and(herdsmen-9, cattle-12) cc(flee-6, and-14) nsubj(respond-17, they-15) advmod(respond-17, also-16) conj:and(flee-6, respond-17) case(mooing-20, to-18) det(mooing-20, the-19) nmod:to(respond-17, mooing-20) case(cows-22, of-21) nmod:of(mooing-20, cows-22) cc(mooing-20, and-23) nmod:to(respond-17, the-24) conj:and(mooing-20, the-24) amod(the-24, ringing-25) case(cowbells-27, of-26) nmod:of(the-24, cowbells-27) case(vigilance-29, with-28) nmod:with(cowbells-27, vigilance-29) cc(vigilance-29, and-30) nmod:with(cowbells-27, flight-31) conj:and(vigilance-29, flight-31)  ",cattle,12,"nmod:poss(cattle-12, their-11) nmod:from(flee-6, cattle-12) conj:and(herdsmen-9, cattle-12) ","from Masai herdsmen and their cattle , and they also respond",NNS,[],,,,,,,,,"[('from', 'flee')]",['from'],['flee'],[],[],,"[('and', 'herdsmen')]",['and'],['herdsmen'],[],[],[],[],['their'],[],[],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"Nevertheless , they do n't seem to recognize the distinctive clouds of dust that herald the approach of cattle and Masai .","Nevertheless/RB ,/, they/PRP do/VBP n't/RB seem/VB to/TO recognize/VB the/DT distinctive/JJ clouds/NNS of/IN dust/NN that/WDT herald/VB the/DT approach/NN of/IN cattle/NNS and/CC Masai/NNP ./.","advmod(seem-6, Nevertheless-1) nsubj(seem-6, they-3) nsubj(recognize-8, they-3) aux(seem-6, do-4) neg(seem-6, n't-5) root(ROOT-0, seem-6) mark(recognize-8, to-7) xcomp(seem-6, recognize-8) det(clouds-11, the-9) amod(clouds-11, distinctive-10) dobj(recognize-8, clouds-11) nsubj(herald-15, clouds-11) case(dust-13, of-12) nmod:of(clouds-11, dust-13) ref(clouds-11, that-14) acl:relcl(clouds-11, herald-15) det(approach-17, the-16) dobj(herald-15, approach-17) case(cattle-19, of-18) nmod:of(approach-17, cattle-19) cc(cattle-19, and-20) nmod:of(approach-17, Masai-21) conj:and(cattle-19, Masai-21)  ",cattle,19,"case(cattle-19, of-18) cc(cattle-19, and-20) conj:and(cattle-19, Masai-21) nmod:of(approach-17, cattle-19) ",that herald the approach of cattle and Masai .,NNS,[],,,,,,,,,"[('of', 'approach')]",['of'],['approach'],[],[],,"[('and', 'Masai')]",['and'],['Masai'],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"Many of these young , educated men began to question the wisdom of the strategies advocated by the ELF leadership then based in Cairo -- and tactics , such as the rustling of cattle and confiscation of crops , that alienated the traditional highland peasant Eritreans .","Many/JJ of/IN these/DT young/JJ ,/, educated/VBN men/NNS began/VBD to/TO question/VB the/DT wisdom/NN of/IN the/DT strategies/NNS advocated/VBN by/IN the/DT ELF/NNP leadership/NN then/RB based/VBN in/IN Cairo/NNP --/: and/CC tactics/NNS ,/, such/JJ as/IN the/DT rustling/NN of/IN cattle/NNS and/CC confiscation/NN of/IN crops/NNS ,/, that/WDT alienated/VBD the/DT traditional/JJ highland/JJ peasant/NN Eritreans/NN ./.","nsubj(began-8, Many-1) nsubj(question-10, Many-1) case(men-7, of-2) det(men-7, these-3) dep(educated-6, young-4) amod(men-7, educated-6) nmod:of(Many-1, men-7) root(ROOT-0, began-8) mark(question-10, to-9) xcomp(began-8, question-10) det(wisdom-12, the-11) dobj(question-10, wisdom-12) case(strategies-15, of-13) det(strategies-15, the-14) nmod:of(wisdom-12, strategies-15) acl(strategies-15, advocated-16) case(leadership-20, by-17) det(leadership-20, the-18) compound(leadership-20, ELF-19) nmod:by(advocated-16, leadership-20) advmod(based-22, then-21) acl(leadership-20, based-22) case(Cairo-24, in-23) nmod:in(based-22, Cairo-24) cc(leadership-20, and-26) nmod:by(advocated-16, tactics-27) conj:and(leadership-20, tactics-27) case(rustling-32, such-29) mwe(such-29, as-30) det(rustling-32, the-31) nmod:such_as(tactics-27, rustling-32) case(cattle-34, of-33) nmod:of(rustling-32, cattle-34) cc(cattle-34, and-35) nmod:of(rustling-32, confiscation-36) conj:and(cattle-34, confiscation-36) case(crops-38, of-37) nmod:of(rustling-32, crops-38) nsubj(alienated-41, crops-38) ref(crops-38, that-40) acl:relcl(crops-38, alienated-41) det(Eritreans-46, the-42) amod(Eritreans-46, traditional-43) amod(Eritreans-46, highland-44) compound(Eritreans-46, peasant-45) dobj(alienated-41, Eritreans-46)  ",cattle,34,"case(cattle-34, of-33) cc(cattle-34, and-35) conj:and(cattle-34, confiscation-36) nmod:of(rustling-32, cattle-34) ","such as the rustling of cattle and confiscation of crops ,",NNS,[],,,,,,,,,"[('of', 'rustling')]",['of'],['rustling'],[],[],,"[('and', 'confiscation')]",['and'],['confiscation'],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"<p> Although economists argue about the exact mix of factors contributing to economic and environmental crises in developing countries , almost all agree on two points : First , the hard currencies raised to repay debt are derived in large part by exporting natural resources such as crops , cattle , forest products , minerals , and petroleum .","<p>/RB Although/IN economists/NNS argue/VBP about/IN the/DT exact/JJ mix/NN of/IN factors/NNS contributing/VBG to/TO economic/JJ and/CC environmental/JJ crises/NNS in/IN developing/VBG countries/NNS ,/, almost/RB all/DT agree/VB on/IN two/CD points/NNS :/: First/RB ,/, the/DT hard/JJ currencies/NNS raised/VBN to/TO repay/VB debt/NN are/VBP derived/VBN in/IN large/JJ part/NN by/IN exporting/VBG natural/JJ resources/NNS such/JJ as/IN crops/NNS ,/, cattle/NNS ,/, forest/NN products/NNS ,/, minerals/NNS ,/, and/CC petroleum/NN ./.","advmod(argue-4, <p>-1) mark(argue-4, Although-2) nsubj(argue-4, economists-3) advcl(agree-23, argue-4) case(mix-8, about-5) det(mix-8, the-6) amod(mix-8, exact-7) nmod:about(argue-4, mix-8) case(factors-10, of-9) nmod:of(mix-8, factors-10) acl(factors-10, contributing-11) case(crises-16, to-12) amod(crises-16, economic-13) cc(economic-13, and-14) conj:and(economic-13, environmental-15) amod(crises-16, environmental-15) nmod:to(contributing-11, crises-16) case(countries-19, in-17) amod(countries-19, developing-18) nmod:in(contributing-11, countries-19) advmod(all-22, almost-21) nsubj(agree-23, all-22) root(ROOT-0, agree-23) case(points-26, on-24) nummod(points-26, two-25) nmod:on(agree-23, points-26) advmod(derived-38, First-28) det(currencies-32, the-30) amod(currencies-32, hard-31) nsubjpass(derived-38, currencies-32) acl(currencies-32, raised-33) mark(repay-35, to-34) xcomp(raised-33, repay-35) dobj(repay-35, debt-36) auxpass(derived-38, are-37) parataxis(agree-23, derived-38) case(part-41, in-39) amod(part-41, large-40) nmod:in(derived-38, part-41) mark(exporting-43, by-42) advcl(derived-38, exporting-43) amod(resources-45, natural-44) dobj(exporting-43, resources-45) case(crops-48, such-46) mwe(such-46, as-47) nmod:such_as(resources-45, crops-48) nmod:such_as(resources-45, cattle-50) conj:and(crops-48, cattle-50) compound(products-53, forest-52) nmod:such_as(resources-45, products-53) conj:and(crops-48, products-53) nmod:such_as(resources-45, minerals-55) conj:and(crops-48, minerals-55) cc(crops-48, and-57) nmod:such_as(resources-45, petroleum-58) conj:and(crops-48, petroleum-58)  ",cattle,50,"nmod:such_as(resources-45, cattle-50) conj:and(crops-48, cattle-50) ","resources such as crops , cattle , forest products , minerals",NNS,[],,,,,,,,,"[('such_as', 'resources')]",['such_as'],['resources'],[],[],,"[('and', 'crops')]",['and'],['crops'],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"Because sheep , cattle , and goats grazed on the young trees and shrubs that sprang up after clearing , the forests did not regenerate .","Because/IN sheep/NN ,/, cattle/NNS ,/, and/CC goats/NNS grazed/VBD on/IN the/DT young/JJ trees/NNS and/CC shrubs/NNS that/WDT sprang/VBD up/RP after/IN clearing/NN ,/, the/DT forests/NNS did/VBD not/RB regenerate/VB ./.","mark(grazed-8, Because-1) nsubj(grazed-8, sheep-2) conj:and(sheep-2, cattle-4) nsubj(grazed-8, cattle-4) cc(sheep-2, and-6) conj:and(sheep-2, goats-7) nsubj(grazed-8, goats-7) advcl(regenerate-25, grazed-8) case(trees-12, on-9) det(trees-12, the-10) amod(trees-12, young-11) nmod:on(grazed-8, trees-12) nsubj(sprang-16, trees-12) cc(trees-12, and-13) nmod:on(grazed-8, shrubs-14) conj:and(trees-12, shrubs-14) nsubj(sprang-16, shrubs-14) ref(trees-12, that-15) acl:relcl(trees-12, sprang-16) compound:prt(sprang-16, up-17) case(clearing-19, after-18) nmod:after(sprang-16, clearing-19) det(forests-22, the-21) nsubj(regenerate-25, forests-22) aux(regenerate-25, did-23) neg(regenerate-25, not-24) root(ROOT-0, regenerate-25)  ",cattle,4,"conj:and(sheep-2, cattle-4) nsubj(grazed-8, cattle-4) ","Because sheep , cattle , and goats grazed on",NNS,[],grazed,VBD,subject,grazed,graze,,,[],[],[],[],[],[],,"[('and', 'sheep')]",['and'],['sheep'],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
"( B 25 ) ; <p> "" For the best choose one thing in place of all things : ever-flowing glory in place of mortal things ; but the many are glutted like cattle . """,-LRB-/-LRB- B/NNP 25/CD -RRB-/-RRB- ;/: <p>/VBG ''/'' For/IN the/DT best/JJS choose/VB one/CD thing/NN in/IN place/NN of/IN all/DT things/NNS :/: ever-flowing/JJ glory/NN in/IN place/NN of/IN mortal/JJ things/NNS ;/: but/CC the/DT many/JJ are/VBP glutted/VBN like/IN cattle/NNS ./. ''/'',"dep(glutted-32, B-2) nummod(B-2, 25-3) csubjpass(glutted-32, <p>-6) case(best-10, For-8) det(best-10, the-9) nmod:for(<p>-6, best-10) ccomp(<p>-6, choose-11) nummod(thing-13, one-12) dobj(choose-11, thing-13) case(things-18, in-14) mwe(in-14, place-15) mwe(in-14, of-16) det(things-18, all-17) nmod:in_place_of(thing-13, things-18) amod(glory-21, ever-flowing-20) dep(thing-13, glory-21) case(things-26, in-22) mwe(in-22, place-23) mwe(in-22, of-24) amod(things-26, mortal-25) nmod:in_place_of(glory-21, things-26) cc(thing-13, but-28) det(many-30, the-29) dobj(choose-11, many-30) conj:but(thing-13, many-30) auxpass(glutted-32, are-31) root(ROOT-0, glutted-32) case(cattle-34, like-33) nmod:like(glutted-32, cattle-34)  ",cattle,34,"case(cattle-34, like-33) nmod:like(glutted-32, cattle-34) ","the many are glutted like cattle . """,NNS,[],,,,,,,,,"[('like', 'glutted')]",['like'],['glutted'],[],[],,[],[],[],[],[],[],[],[],[],['like'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"It shows further that the mere animal ' living ' of the ' many ' includes the pursuit of animal satisfactions ( "" glutted like cattle "" ) .",It/PRP shows/VBZ further/RBR that/IN the/DT mere/JJ animal/NN '/POS living/NN '/'' of/IN the/VBP '/POS many/JJ '/NNS includes/VBZ the/DT pursuit/NN of/IN animal/NN satisfactions/NNS -LRB-/-LRB- ''/JJR glutted/JJ like/JJ cattle/NNS ''/'' -RRB-/-RRB- ./.,"nsubj(shows-2, It-1) root(ROOT-0, shows-2) advmod(shows-2, further-3) mark(includes-16, that-4) det(living-9, the-5) amod(living-9, mere-6) nmod:poss(living-9, animal-7) case(animal-7, '-8) nsubj(includes-16, living-9) case('-15, of-11) dep('-13, the-12) nmod:poss('-15, '-13) amod('-15, many-14) nmod:of(living-9, '-15) advcl(further-3, includes-16) det(pursuit-18, the-17) dobj(includes-16, pursuit-18) case(satisfactions-21, of-19) compound(satisfactions-21, animal-20) nmod:of(pursuit-18, satisfactions-21) amod(cattle-26, ''-23) amod(cattle-26, glutted-24) amod(cattle-26, like-25) dep(satisfactions-21, cattle-26)  ",cattle,26,"amod(cattle-26, ''-23) amod(cattle-26, glutted-24) amod(cattle-26, like-25) dep(satisfactions-21, cattle-26) ","satisfactions ( "" glutted like cattle "" ) .",NNS,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],"['glutted', 'like']","['SUBSTANCE', 'MISCELLANEOUS']",[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"Hundreds of men who had come long distances and could not afford accommodation slept outside the centers , awaiting inspection and the final "" cattle calls . ""","Hundreds/NNS of/IN men/NNS who/WP had/VBD come/VBN long/JJ distances/NNS and/CC could/MD not/RB afford/VB accommodation/NN slept/VBD outside/IN the/DT centers/NNS ,/, awaiting/VBG inspection/NN and/CC the/DT final/JJ ''/'' cattle/NNS calls/VBZ ./. ''/''","nsubj(slept-14, Hundreds-1) case(men-3, of-2) nmod:of(Hundreds-1, men-3) nsubj(come-6, men-3) nsubj(afford-12, men-3) ref(men-3, who-4) aux(come-6, had-5) acl:relcl(men-3, come-6) amod(distances-8, long-7) dobj(come-6, distances-8) cc(come-6, and-9) aux(afford-12, could-10) neg(afford-12, not-11) acl:relcl(men-3, afford-12) conj:and(come-6, afford-12) dobj(afford-12, accommodation-13) root(ROOT-0, slept-14) case(centers-17, outside-15) det(centers-17, the-16) nmod:outside(slept-14, centers-17) xcomp(slept-14, awaiting-19) dobj(awaiting-19, inspection-20) cc(slept-14, and-21) det(cattle-25, the-22) amod(cattle-25, final-23) nsubj(calls-26, cattle-25) conj:and(slept-14, calls-26)  ",cattle,25,"det(cattle-25, the-22) amod(cattle-25, final-23) nsubj(calls-26, cattle-25) ","inspection and the final "" cattle calls . """,NNS,[],calls,VBZ,subject,calls,call,,,[],[],[],[],[],['the'],definite article,[],[],[],[],['final'],['QUANTITY'],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,singular,[],unknown,unknown
"Aided by Italian officials or priests who understood the men 's desire to escape and were pleased to have them go , many southerners had taken advantage of the overcrowding and confusion prevailing at the final cattle calls and slipped through the net .","Aided/VBN by/IN Italian/JJ officials/NNS or/CC priests/NNS who/WP understood/VBD the/DT men/NNS 's/POS desire/NN to/TO escape/VB and/CC were/VBD pleased/JJ to/TO have/VB them/PRP go/VB ,/, many/JJ southerners/NNS had/VBD taken/VBN advantage/NN of/IN the/DT overcrowding/NN and/CC confusion/NN prevailing/VBG at/IN the/DT final/JJ cattle/NNS calls/VBZ and/CC slipped/VBD through/IN the/DT net/NN ./.","advcl(taken-26, Aided-1) case(officials-4, by-2) amod(officials-4, Italian-3) nmod:by(Aided-1, officials-4) nsubj(understood-8, officials-4) nsubj(pleased-17, officials-4) nsubj(have-19, officials-4) cc(officials-4, or-5) nmod:by(Aided-1, priests-6) conj:or(officials-4, priests-6) nsubj(understood-8, priests-6) ref(officials-4, who-7) acl:relcl(officials-4, understood-8) det(men-10, the-9) nmod:poss(desire-12, men-10) case(men-10, 's-11) dobj(understood-8, desire-12) mark(escape-14, to-13) acl(desire-12, escape-14) cc(understood-8, and-15) cop(pleased-17, were-16) acl:relcl(officials-4, pleased-17) conj:and(understood-8, pleased-17) mark(have-19, to-18) xcomp(pleased-17, have-19) nsubj(go-21, them-20) ccomp(have-19, go-21) amod(southerners-24, many-23) nsubj(taken-26, southerners-24) aux(taken-26, had-25) root(ROOT-0, taken-26) nsubj(calls-38, advantage-27) nsubj(slipped-40, advantage-27) case(overcrowding-30, of-28) det(overcrowding-30, the-29) nmod:of(advantage-27, overcrowding-30) cc(overcrowding-30, and-31) nmod:of(advantage-27, confusion-32) conj:and(overcrowding-30, confusion-32) acl(overcrowding-30, prevailing-33) case(cattle-37, at-34) det(cattle-37, the-35) amod(cattle-37, final-36) nmod:at(prevailing-33, cattle-37) ccomp(taken-26, calls-38) cc(calls-38, and-39) ccomp(taken-26, slipped-40) conj:and(calls-38, slipped-40) case(net-43, through-41) det(net-43, the-42) nmod:through(slipped-40, net-43)  ",cattle,37,"case(cattle-37, at-34) det(cattle-37, the-35) amod(cattle-37, final-36) nmod:at(prevailing-33, cattle-37) ",confusion prevailing at the final cattle calls and slipped through the,NNS,[],,,,,,,,,"[('at', 'prevailing')]",['at'],['prevailing'],[],['the'],definite article,[],[],[],[],['final'],['QUANTITY'],[],[],[],['at'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
