sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"Their proposal was a legally impermissible set-aside plan that became a lightning rod for opposition to faculty hiring preferences based on race , gender , or ethnicity .","Their/PRP$ proposal/NN was/VBD a/DT legally/RB impermissible/JJ set-aside/JJ plan/NN that/WDT became/VBD a/DT lightning/NN rod/NN for/IN opposition/NN to/TO faculty/NN hiring/NN preferences/NNS based/VBN on/IN race/NN ,/, gender/NN ,/, or/CC ethnicity/NN ./."," nmod:poss(proposal-2, Their-1) nsubj(plan-8, proposal-2) cop(plan-8, was-3) det(plan-8, a-4) advmod(impermissible-6, legally-5) amod(plan-8, impermissible-6) amod(plan-8, set-aside-7) root(ROOT-0, plan-8) nsubj(became-10, plan-8) ref(plan-8, that-9) acl:relcl(plan-8, became-10) det(rod-13, a-11) compound(rod-13, lightning-12) xcomp(became-10, rod-13) case(opposition-15, for-14) nmod:for(became-10, opposition-15) case(preferences-19, to-16) compound(preferences-19, faculty-17) compound(preferences-19, hiring-18) nmod:to(became-10, preferences-19) case(race-22, based-20) mwe(based-20, on-21) advcl:based_on(became-10, race-22) advcl:based_on(became-10, gender-24) conj:or(race-22, gender-24) cc(race-22, or-26) advcl:based_on(became-10, ethnicity-27) conj:or(race-22, ethnicity-27)  ",lightning,12,"compound(rod-13, lightning-12) ",set-aside plan that became a lightning rod for opposition to faculty,NN,[],became,VBD,object,,,became,become,[],[],[],[],[],[],,[],[],[],['rod'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"We are reminded here of how history has been repeated , although the situation is somewhat different as the 14 July 1958 revolution , which ended monarchist rule , brought unprecedented hope to the Iraqi people , whereas the 1991 uprising was a lightning flash of last resort which failed , reminding the people that even monarchist rule had not brought suffering , deprivation , fear , and misery on the scale of the 1980s and 1990s .","We/PRP are/VBP reminded/VBN here/RB of/IN how/WRB history/NN has/VBZ been/VBN repeated/VBN ,/, although/IN the/DT situation/NN is/VBZ somewhat/RB different/JJ as/IN the/DT 14/CD July/NNP 1958/NNP revolution/NN ,/, which/WDT ended/VBD monarchist/JJ rule/NN ,/, brought/VBD unprecedented/JJ hope/NN to/TO the/DT Iraqi/JJ people/NNS ,/, whereas/IN the/DT 1991/CD uprising/NN was/VBD a/DT lightning/NN flash/NN of/IN last/JJ resort/NN which/WDT failed/VBD ,/, reminding/VBG the/DT people/NNS that/IN even/RB monarchist/JJ rule/NN had/VBD not/RB brought/VBN suffering/NN ,/, deprivation/NN ,/, fear/NN ,/, and/CC misery/NN on/IN the/DT scale/NN of/IN the/DT 1980s/CD and/CC 1990s/CD ./."," nsubjpass(reminded-3, We-1) auxpass(reminded-3, are-2) root(ROOT-0, reminded-3) advmod(reminded-3, here-4) mark(repeated-10, of-5) advmod(repeated-10, how-6) nsubjpass(repeated-10, history-7) aux(repeated-10, has-8) auxpass(repeated-10, been-9) advcl(reminded-3, repeated-10) mark(different-17, although-12) det(situation-14, the-13) nsubj(different-17, situation-14) cop(different-17, is-15) advmod(different-17, somewhat-16) advcl(reminded-3, different-17) mark(brought-30, as-18) det(revolution-23, the-19) nummod(revolution-23, 14-20) compound(revolution-23, July-21) compound(revolution-23, 1958-22) nsubj(ended-26, revolution-23) nsubj(brought-30, revolution-23) ref(revolution-23, which-25) acl:relcl(revolution-23, ended-26) amod(rule-28, monarchist-27) dobj(ended-26, rule-28) advcl(different-17, brought-30) amod(hope-32, unprecedented-31) dobj(brought-30, hope-32) case(people-36, to-33) det(people-36, the-34) amod(people-36, Iraqi-35) nmod:to(brought-30, people-36) mark(flash-45, whereas-38) det(uprising-41, the-39) nummod(uprising-41, 1991-40) nsubj(flash-45, uprising-41) cop(flash-45, was-42) det(flash-45, a-43) compound(flash-45, lightning-44) advcl(brought-30, flash-45) nsubj(failed-50, flash-45) case(resort-48, of-46) amod(resort-48, last-47) nmod:of(flash-45, resort-48) ref(flash-45, which-49) acl:relcl(flash-45, failed-50) xcomp(failed-50, reminding-52) det(people-54, the-53) dobj(reminding-52, people-54) mark(brought-61, that-55) advmod(rule-58, even-56) amod(rule-58, monarchist-57) nsubj(brought-61, rule-58) aux(brought-61, had-59) neg(brought-61, not-60) ccomp(reminding-52, brought-61) dobj(brought-61, suffering-62) dobj(brought-61, deprivation-64) conj:and(suffering-62, deprivation-64) dobj(brought-61, fear-66) conj:and(suffering-62, fear-66) cc(suffering-62, and-68) dobj(brought-61, misery-69) conj:and(suffering-62, misery-69) case(scale-72, on-70) det(scale-72, the-71) nmod:on(suffering-62, scale-72) case(1980s-75, of-73) dep(1980s-75, the-74) nmod:of(scale-72, 1980s-75) cc(1980s-75, and-76) nmod:of(scale-72, 1990s-77) conj:and(1980s-75, 1990s-77)  ",lightning,44,"compound(flash-45, lightning-44) ",the 1991 uprising was a lightning flash of last resort which,NN,[],failed,VBD,subject,failed,fail,,,[],[],[],[],[],[],,[],[],[],['flash'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"<p> But lightning struck in the same place in October 1996 when U.S. District Judge Emmet G. Sullivan declared the latest attempt unconstitutional , in violation of children 's equal protection and due process rights and of parents ' Fifth Amendment rights to direct the upbringing of their children .","<p>/JJ But/CC lightning/NN struck/VBD in/IN the/DT same/JJ place/NN in/IN October/NNP 1996/CD when/WRB U.S./NNP District/NNP Judge/NNP Emmet/NNP G./NNP Sullivan/NNP declared/VBD the/DT latest/JJS attempt/NN unconstitutional/JJ ,/, in/IN violation/NN of/IN children/NNS 's/POS equal/JJ protection/NN and/CC due/JJ process/NN rights/NNS and/CC of/IN parents/NNS '/POS Fifth/NNP Amendment/NNP rights/NNS to/TO direct/VB the/DT upbringing/NN of/IN their/PRP$ children/NNS ./."," root(ROOT-0, <p>-1) cc(struck-4, But-2) nsubj(struck-4, lightning-3) dep(<p>-1, struck-4) case(place-8, in-5) det(place-8, the-6) amod(place-8, same-7) nmod:in(struck-4, place-8) case(October-10, in-9) nmod:in(place-8, October-10) nummod(October-10, 1996-11) advmod(declared-19, when-12) compound(Sullivan-18, U.S.-13) compound(Sullivan-18, District-14) compound(Sullivan-18, Judge-15) compound(Sullivan-18, Emmet-16) compound(Sullivan-18, G.-17) nsubj(declared-19, Sullivan-18) nsubj(declared-19', Sullivan-18) nsubj(direct-44, Sullivan-18) advcl(struck-4, declared-19) advcl(struck-4, declared-19') conj:and(declared-19, declared-19') det(attempt-22, the-20) amod(attempt-22, latest-21) nsubj(unconstitutional-23, attempt-22) xcomp(declared-19, unconstitutional-23) case(violation-26, in-25) nmod:in(declared-19, violation-26) case(protection-31, of-27) nmod:poss(protection-31, children-28) case(children-28, 's-29) amod(protection-31, equal-30) nmod:of(violation-26, protection-31) cc(protection-31, and-32) amod(rights-35, due-33) compound(rights-35, process-34) nmod:of(violation-26, rights-35) conj:and(protection-31, rights-35) cc(declared-19, and-36) case(rights-42, of-37) nmod:poss(rights-42, parents-38) case(parents-38, '-39) compound(rights-42, Fifth-40) compound(rights-42, Amendment-41) nmod:of(declared-19', rights-42) mark(direct-44, to-43) xcomp(declared-19, direct-44) det(upbringing-46, the-45) dobj(direct-44, upbringing-46) case(children-49, of-47) nmod:poss(children-49, their-48) nmod:of(upbringing-46, children-49)  ",lightning,3,"nsubj(struck-4, lightning-3) ",<p> But lightning struck in the same place,NN,[],struck,VBD,subject,struck,strike,,,[],[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"<p> Not wanting to put all the district 's eggs in the appellate court 's basket , Brazil is searching for adequate statistical evidence of crimes by teenagers during proscribed hours to back another curfew ordinance in case lightning strikes a third time .","<p>/NN Not/RB wanting/VBG to/TO put/VB all/PDT the/DT district/NN 's/VBZ eggs/NNS in/IN the/DT appellate/JJ court/NN 's/POS basket/NN ,/, Brazil/NNP is/VBZ searching/VBG for/IN adequate/JJ statistical/JJ evidence/NN of/IN crimes/NNS by/IN teenagers/NNS during/IN proscribed/JJ hours/NNS to/TO back/VB another/DT curfew/NN ordinance/NN in/IN case/NN lightning/NN strikes/NNS a/DT third/JJ time/NN ./."," nsubj(eggs-10, <p>-1) neg(<p>-1, Not-2) acl(<p>-1, wanting-3) mark(put-5, to-4) xcomp(wanting-3, put-5) det:predet(district-8, all-6) det(district-8, the-7) dobj(put-5, district-8) cop(eggs-10, 's-9) ccomp(searching-20, eggs-10) case(basket-16, in-11) det(court-14, the-12) amod(court-14, appellate-13) nmod:poss(basket-16, court-14) case(court-14, 's-15) nmod:in(eggs-10, basket-16) nsubj(searching-20, Brazil-18) nsubj(back-33, Brazil-18) aux(searching-20, is-19) root(ROOT-0, searching-20) case(evidence-24, for-21) amod(evidence-24, adequate-22) amod(evidence-24, statistical-23) nmod:for(searching-20, evidence-24) case(crimes-26, of-25) nmod:of(evidence-24, crimes-26) case(teenagers-28, by-27) nmod:by(crimes-26, teenagers-28) case(hours-31, during-29) amod(hours-31, proscribed-30) nmod:during(teenagers-28, hours-31) mark(back-33, to-32) xcomp(searching-20, back-33) det(ordinance-36, another-34) compound(ordinance-36, curfew-35) dobj(back-33, ordinance-36) case(strikes-40, in-37) compound(strikes-40, case-38) compound(strikes-40, lightning-39) nmod:in(back-33, strikes-40) det(time-43, a-41) amod(time-43, third-42) nmod:tmod(back-33, time-43)  ",lightning,39,"compound(strikes-40, lightning-39) ",another curfew ordinance in case lightning strikes a third time .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['strikes'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
The sculpture was to replace the Emotan tree felled by lightning In the early 1950s .,The/DT sculpture/NN was/VBD to/TO replace/VB the/DT Emotan/JJ tree/NN felled/VBN by/IN lightning/NN In/IN the/DT early/JJ 1950s/NNS ./.," det(sculpture-2, The-1) nsubj(was-3, sculpture-2) nsubj(replace-5, sculpture-2) root(ROOT-0, was-3) mark(replace-5, to-4) xcomp(was-3, replace-5) det(tree-8, the-6) amod(tree-8, Emotan-7) dobj(replace-5, tree-8) acl(tree-8, felled-9) case(lightning-11, by-10) nmod:by(felled-9, lightning-11) case(1950s-15, In-12) det(1950s-15, the-13) amod(1950s-15, early-14) nmod:in(felled-9, 1950s-15)  ",lightning,11,"case(lightning-11, by-10) nmod:by(felled-9, lightning-11) ",the Emotan tree felled by lightning In the early 1950s .,NN,[],,,,,,,,,"[('by', 'felled')]",['by'],['felled'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['by'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"In compressing many currents of signification , metalepsis is the eye of sublime thunderstorms , charging readers with lightning .","In/IN compressing/VBG many/JJ currents/NNS of/IN signification/NN ,/, metalepsis/NNS is/VBZ the/DT eye/NN of/IN sublime/JJ thunderstorms/NNS ,/, charging/VBG readers/NNS with/IN lightning/NN ./."," mark(compressing-2, In-1) advcl(eye-11, compressing-2) amod(currents-4, many-3) dobj(compressing-2, currents-4) case(signification-6, of-5) nmod:of(currents-4, signification-6) nsubj(eye-11, metalepsis-8) cop(eye-11, is-9) det(eye-11, the-10) root(ROOT-0, eye-11) case(thunderstorms-14, of-12) amod(thunderstorms-14, sublime-13) nmod:of(eye-11, thunderstorms-14) advcl(eye-11, charging-16) dobj(charging-16, readers-17) case(lightning-19, with-18) nmod:with(charging-16, lightning-19)  ",lightning,19,"case(lightning-19, with-18) nmod:with(charging-16, lightning-19) ","thunderstorms , charging readers with lightning .",NN,[],,,,,,,,,"[('with', 'charging')]",['with'],['charging'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['with'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"As Michael Faraday taught Emerson , "" ' A grain of water is known to have electric relations equivalent to a very powerful flash of lightning ' "" ( W 10:60 ) .","As/IN Michael/NNP Faraday/NNP taught/VBD Emerson/NNP ,/, ''/'' '/'' A/DT grain/NN of/IN water/NN is/VBZ known/VBN to/TO have/VB electric/JJ relations/NNS equivalent/JJ to/TO a/DT very/RB powerful/JJ flash/NN of/IN lightning/NN '/'' ''/'' -LRB-/-LRB- W/NNP 10:60/CD -RRB-/-RRB- ./."," mark(taught-4, As-1) compound(Faraday-3, Michael-2) nsubj(taught-4, Faraday-3) advcl(known-14, taught-4) dobj(taught-4, Emerson-5) det(grain-10, A-9) nsubjpass(known-14, grain-10) nsubj(have-16, grain-10) case(water-12, of-11) nmod:of(grain-10, water-12) auxpass(known-14, is-13) root(ROOT-0, known-14) mark(have-16, to-15) xcomp(known-14, have-16) amod(relations-18, electric-17) dobj(have-16, relations-18) amod(relations-18, equivalent-19) case(flash-24, to-20) det(flash-24, a-21) advmod(powerful-23, very-22) amod(flash-24, powerful-23) nmod:to(equivalent-19, flash-24) case(lightning-26, of-25) nmod:of(flash-24, lightning-26) appos(relations-18, W-30) nummod(W-30, 10:60-31)  ",lightning,26,"case(lightning-26, of-25) nmod:of(flash-24, lightning-26) ","a very powerful flash of lightning ' "" ( W 10:60",NN,[],,,,,,,,,"[('of', 'flash')]",['of'],['flash'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
<p> The Visionary has been troped into something like Faraday 's grain of water containing electrical relations equivalent to a flash of lightning ( W 10:60 ) .,<p>/RB The/DT Visionary/NNP has/VBZ been/VBN troped/VBN into/IN something/NN like/IN Faraday/NNP 's/POS grain/NN of/IN water/NN containing/VBG electrical/JJ relations/NNS equivalent/JJ to/TO a/DT flash/NN of/IN lightning/NN -LRB-/-LRB- W/NNP 10:60/CD -RRB-/-RRB- ./.," advmod(troped-6, <p>-1) det(Visionary-3, The-2) nsubjpass(troped-6, Visionary-3) aux(troped-6, has-4) auxpass(troped-6, been-5) root(ROOT-0, troped-6) case(something-8, into-7) nmod:into(troped-6, something-8) mark(containing-15, like-9) nmod:poss(grain-12, Faraday-10) case(Faraday-10, 's-11) nsubj(containing-15, grain-12) case(water-14, of-13) nmod:of(grain-12, water-14) advcl(troped-6, containing-15) amod(relations-17, electrical-16) dobj(containing-15, relations-17) amod(relations-17, equivalent-18) case(flash-21, to-19) det(flash-21, a-20) nmod:to(equivalent-18, flash-21) case(lightning-23, of-22) nmod:of(flash-21, lightning-23) appos(relations-17, W-25) nummod(W-25, 10:60-26)  ",lightning,23,"case(lightning-23, of-22) nmod:of(flash-21, lightning-23) ",equivalent to a flash of lightning ( W 10:60 ) .,NN,[],,,,,,,,,"[('of', 'flash')]",['of'],['flash'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
Cable support and lightning protectors are available .,Cable/NNP support/NN and/CC lightning/NN protectors/NNS are/VBP available/JJ ./.," compound(support-2, Cable-1) nsubj(available-7, support-2) cc(support-2, and-3) compound(protectors-5, lightning-4) conj:and(support-2, protectors-5) nsubj(available-7, protectors-5) cop(available-7, are-6) root(ROOT-0, available-7)  ",lightning,4,"compound(protectors-5, lightning-4) ",Cable support and lightning protectors are available .,NN,[],are,VBP,subject,are,be,,,[],[],[],[],[],[],,[],[],[],['protectors'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,plural,['EX-PL'],countable,unknown
"We find them everywhere : plants , leaves , roots , lungs , vascular tissues , neural dendrites , river drainage basins , lightning , and dendritic crystals .","We/PRP find/VBP them/PRP everywhere/RB :/: plants/NNS ,/, leaves/NNS ,/, roots/NNS ,/, lungs/NNS ,/, vascular/NN tissues/NNS ,/, neural/JJ dendrites/NNS ,/, river/NN drainage/NN basins/NNS ,/, lightning/NN ,/, and/CC dendritic/JJ crystals/NNS ./."," nsubj(find-2, We-1) root(ROOT-0, find-2) dobj(find-2, them-3) advmod(find-2, everywhere-4) dobj(find-2, plants-6) dobj(find-2, leaves-8) conj:and(plants-6, leaves-8) dobj(find-2, roots-10) conj:and(plants-6, roots-10) dobj(find-2, lungs-12) conj:and(plants-6, lungs-12) compound(tissues-15, vascular-14) dobj(find-2, tissues-15) conj:and(plants-6, tissues-15) amod(dendrites-18, neural-17) dobj(find-2, dendrites-18) conj:and(plants-6, dendrites-18) compound(basins-22, river-20) compound(basins-22, drainage-21) dobj(find-2, basins-22) conj:and(plants-6, basins-22) dobj(find-2, lightning-24) conj:and(plants-6, lightning-24) cc(plants-6, and-26) amod(crystals-28, dendritic-27) dobj(find-2, crystals-28) conj:and(plants-6, crystals-28)  ",lightning,24,"dobj(find-2, lightning-24) conj:and(plants-6, lightning-24) ",", river drainage basins , lightning , and dendritic crystals .",NN,[],find,VBP,object,,,find,find,[],[],[],[],[],[],,"[('and', 'plants')]",['and'],['plants'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,plural,['EX-PL'],countable,unknown
Protechline lightning and overvoltage arresters have been designed to guard against equipment damage in industrial and process-control operations .,Protechline/JJ lightning/NN and/CC overvoltage/NN arresters/NNS have/VBP been/VBN designed/VBN to/TO guard/VB against/IN equipment/NN damage/NN in/IN industrial/JJ and/CC process-control/JJ operations/NNS ./.," amod(lightning-2, Protechline-1) nsubjpass(designed-8, lightning-2) nsubj(guard-10, lightning-2) cc(lightning-2, and-3) compound(arresters-5, overvoltage-4) conj:and(lightning-2, arresters-5) nsubjpass(designed-8, arresters-5) nsubj(guard-10, arresters-5) aux(designed-8, have-6) auxpass(designed-8, been-7) root(ROOT-0, designed-8) mark(guard-10, to-9) xcomp(designed-8, guard-10) case(damage-13, against-11) compound(damage-13, equipment-12) nmod:against(guard-10, damage-13) case(operations-18, in-14) amod(operations-18, industrial-15) cc(industrial-15, and-16) conj:and(industrial-15, process-control-17) amod(operations-18, process-control-17) nmod:in(damage-13, operations-18)  ",lightning,2,"amod(lightning-2, Protechline-1) cc(lightning-2, and-3) conj:and(lightning-2, arresters-5) nsubjpass(designed-8, lightning-2) nsubj(guard-10, lightning-2) ",Protechline lightning and overvoltage arresters have been,NN,[],guard,VB,subject,guard,guard,,,[],[],[],[],[],[],,"[('and', 'arresters')]",['and'],['arresters'],[],['Protechline'],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
"A zone concept is used to reduce the effect of direct and nearby lightning as well as surges , electrostatic discharges , and other types of transient voltages .","A/DT zone/NN concept/NN is/VBZ used/VBN to/TO reduce/VB the/DT effect/NN of/IN direct/JJ and/CC nearby/JJ lightning/NN as/RB well/RB as/IN surges/NNP ,/, electrostatic/JJ discharges/NNS ,/, and/CC other/JJ types/NNS of/IN transient/JJ voltages/NNS ./."," det(concept-3, A-1) compound(concept-3, zone-2) nsubjpass(used-5, concept-3) nsubj(reduce-7, concept-3) auxpass(used-5, is-4) root(ROOT-0, used-5) mark(reduce-7, to-6) xcomp(used-5, reduce-7) det(effect-9, the-8) dobj(reduce-7, effect-9) case(lightning-14, of-10) amod(lightning-14, direct-11) cc(direct-11, and-12) conj:and(direct-11, nearby-13) amod(lightning-14, nearby-13) nmod:of(effect-9, lightning-14) cc(effect-9, as-15) mwe(as-15, well-16) mwe(as-15, as-17) dobj(reduce-7, surges-18) conj:and(effect-9, surges-18) amod(discharges-21, electrostatic-20) appos(surges-18, discharges-21) cc(surges-18, and-23) amod(types-25, other-24) conj:and(effect-9, types-25) conj:and(surges-18, types-25) case(voltages-28, of-26) amod(voltages-28, transient-27) nmod:of(types-25, voltages-28)  ",lightning,14,"case(lightning-14, of-10) amod(lightning-14, direct-11) amod(lightning-14, nearby-13) nmod:of(effect-9, lightning-14) ","effect of direct and nearby lightning as well as surges ,",NN,[],,,,,,,,,"[('of', 'effect')]",['of'],['effect'],[],[],,[],[],[],[],"['direct', 'nearby']","[0.0525, 0.104375]","[0.069375, 0.03958333333333333]","[0.02375, 0.025]","[0.10558333333333332, 0.09166666666666666]","[0.0525, 0.135]","[0.04229166666666666, 0.04]","[0.1902083333333333, 0.0575]","[0.019583333333333335, 0.105]","[0.09170833333333334, 0.163125]","[0.07, 0.055]","[0.025, 0.075]","[0.205, 0.04375]","[0.0525, 0.065]",[],[],[],['of'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
