Noun,Noun Count,NN Count,NN Percentage,NNS Count,NNS Percentage,NNP Count,NNP Percentage,NNPS Count,NNPS Percentage,Plural Noun Count,Plural Noun Percentage,Singular Noun Count,Singular Noun Percentage,Bare Plural Noun Count,Bare Plural Noun Percentage,Bare Singular Noun Count,Bare Singular Noun Percentage,Linked Noun Count,Linked Noun Percentage,Noun Negation Count,Noun Negation Percentage,Verb Construction Count,Verb Construction Percentage,VB Count,VB Percentage,VBD Count,VBD Percentage,VBG Count,VBG Percentage,VBN Count,VBN Percentage,VBP Count,VBP Percentage,VBZ Count,VBZ Percentage,Plural Verb Count,Plural Verb Percentage,Singular Verb Count,Singular Verb Percentage,Verb Subject Count,Verb Subject Percentage,Unique Verb Subject Count,Significant Verb Subjects,Significant Verb Subject Count,Verb Object Count,Verb Object Percentage,Unique Verb Object Count,Significant Verb Objects,Significant Verb Object Count,Verb Negation Count,Verb Negation Percentage,Prepositional Phrase Count,Prepositional Phrase Percentage,Prepositional Subject Count,Prepositional Subject Percentage,Unique Prepositional Subject Count,Significant Prepositional Subjects,Prepositional Object Count,Prepositional Object Percentage,Unique Prepositional Object Count,Significant Prepositional Objects,Determiner Count,Determiner Percentage,Unique Determiner Count,Significant Determiners,Indefinite Article Count,Indefinite Article Percentage,Definite Article Count,Definite Article Percentage,Demonstrative Pronoun Count,Demonstrative Pronoun Percentage,Quantifier Count,Quantifier Percentage,Other Determiner Count,Other Determiner Percentage,Conjoined Count,Conjoined Percentage,Unique Conjoined Count,Significant Conjoined,Compound Count,Compound Percentage,Unique Compound Count,Significant Compounds,Adjective Count,Adjective Percentage,Unique Adjective Count,Significant Adjectives,Possesed Count,Possesed Percentage,Unique Possesed Count,Significant Possesed,Possesive Count,Possesive Percentage,Numeric Count,Numeric Percentage,Adverb Count,Adverb Percentage,Appositive Count,Appositive Percentage,Appositional Modifier Count,Appositional Modifier Percentage,Unique Appositional Modifier Count,Significant Appositional Modifiers,Modified Appositive Count,Modified Appositive Percentage,Unique Modified Appositive Count,Significant Modified Appositives,Modal Count,Modal Percentage,Conditional Count,Conditional Percentage,Denumerator Count,Denumerator Percentage,Unit Denumerator Count,Unit Denumerator Percentage,Fuzzy Denumerator Count,Fuzzy Denumerator Percentage,Other Denumerator Count,Other Denumerator Percentage,Allan Count,Allan Percentage,A N Count,A N Percentage,F Ns Count,F Ns Percentage,Ex Pl Count,Ex Pl Percentage,O Den Count,O Den Percentage,All N Count,All N Percentage,Countable Count,Countable Percentage,Uncountable Count,Uncountable Percentage,Verdical Count,Verdical Percentage,NonVerdical Count,NonVerdical Percentage
anxiety,2822,2490,0.88,325,0.12,7,0.00,0,0,318,0.11,2496,0.88,162,0.06,2037,0.72,623,0.22,11,0.00,1193,0.42,368,0.31,224,0.19,137,0.11,116,0.10,116,0.10,224,0.19,116,0.10,224,0.19,388,0.33,169,{'be': 114},1,805,0.67,262,"{'cause': 27, 'reduce': 62, 'have': 38, 'experience': 33}",4,12,0.01,1526,0.54,1191,0.78,642,{},335,0.22,263,{},373,0.13,13,"{'a': 34, 'both': 3, 'all': 12, 'that': 15, 'these': 18, 'some': 10, 'an': 12, 'this': 32, 'the': 224, 'any': 8, 'those': 3}",54,0.14,202,0.54,56,0.15,14,0.04,39,0.10,1072,0.38,443,"{'stress': 56, 'depression': 137}",765,0.27,225,"{'disorders': 31, 'trait': 51, 'state': 116, 'levels': 23, 'separation': 49, 'mathematics': 54, 'disorder': 27}",640,0.23,271,{},1,0.00,1,{'expression': 1},250,0.09,7,0.00,32,0.01,316,0.11,57,0.18,48,{'depression': 5},101,0.32,87,{},1,0.00,6,0.00,55,0.02,44,0.80,2,0.04,9,0.16,152,0.05,44,0.29,2,0.01,93,0.61,9,0.06,4,0.03,144,0.05,4,0.00,23,0.01,6,0.00
analysis,12356,10190,0.82,2143,0.17,23,0.00,0,0,2140,0.17,10205,0.83,1399,0.11,4738,0.38,6219,0.50,46,0.00,5856,0.47,1268,0.22,1338,0.23,419,0.07,926,0.16,464,0.08,1200,0.20,464,0.08,1200,0.20,3734,0.64,509,"{'reveal': 235, 'use': 52, 'perform': 98, 'show': 235, 'provide': 85, 'suggest': 132, 'yield': 70, 'indicate': 187, 'determine': 71, 'conduct': 98, 'be': 431, 'find': 69}",12,2122,0.36,470,"{'do': 75, 'use': 173, 'be': 122, 'provide': 102, 'require': 64, 'perform': 109, 'conduct': 89, 'include': 53}",8,135,0.02,9711,0.79,5477,0.56,1971,{'results': 206},4234,0.44,1812,"{'variance': 223, 'data': 192}",5091,0.41,17,"{'a': 1154, 'both': 16, 'all': 52, 'that': 33, 'this': 486, 'some': 21, 'an': 794, 'these': 106, 'every': 2, 'another': 8, 'each': 12, 'such': 48, 'the': 2303, 'any': 51, 'those': 3}",1530,0.30,1856,0.36,443,0.09,92,0.02,1113,0.22,1599,0.13,821,{},3608,0.29,970,"{'data': 155, 'regression': 295, 'factor': 233}",5329,0.43,1048,"{'detailed': 120, 'further': 117, 'economic': 106, 'final': 161, 'statistical': 186}",1,0.00,1,{'behavior': 1},1079,0.09,165,0.01,154,0.01,692,0.06,118,0.17,102,{},228,0.33,186,{},11,0.00,12,0.00,1691,0.14,1516,0.90,10,0.01,165,0.10,1938,0.16,1515,0.78,10,0.01,243,0.13,165,0.09,5,0.00,1889,0.15,5,0.00,180,0.01,18,0.00
ally,2196,539,0.25,1652,0.75,5,0.00,0,0,1651,0.75,535,0.24,670,0.31,72,0.03,1454,0.66,27,0.01,1124,0.51,311,0.28,311,0.28,72,0.06,141,0.13,179,0.16,96,0.09,179,0.16,96,0.09,558,0.50,259,"{'be': 102, 'have': 28}",2,566,0.50,174,"{'become': 26, 'find': 27, 'have': 48, 'be': 131}",4,26,0.02,1211,0.55,823,0.68,585,{},388,0.32,273,{},560,0.26,12,"{'a': 138, 'both': 5, 'all': 6, 'that': 3, 'these': 8, 'some': 20, 'an': 142, 'another': 9, 'the': 219, 'any': 5, 'those': 4}",291,0.52,186,0.33,14,0.03,9,0.02,57,0.10,642,0.29,356,{'states': 61},237,0.11,130,{'nato': 40},990,0.45,300,"{'political': 38, 'european': 52}",27,0.01,24,{},892,0.41,19,0.01,76,0.03,252,0.11,60,0.24,57,{},66,0.26,61,{},22,0.01,34,0.02,317,0.14,276,0.87,21,0.07,20,0.06,334,0.15,273,0.82,21,0.06,20,0.06,20,0.06,0,0,327,0.15,0,0,53,0.02,42,0.02
agency,9967,5141,0.52,4821,0.48,5,0.00,0,0,4821,0.48,5141,0.52,3689,0.37,1212,0.12,5066,0.51,68,0.01,4528,0.45,1168,0.26,996,0.22,219,0.05,632,0.14,716,0.16,754,0.17,716,0.16,754,0.17,3338,0.74,710,"{'be': 456, 'have': 207}",2,1190,0.26,427,{'be': 119},1,133,0.03,4890,0.49,3906,0.80,1841,{},984,0.20,565,{},4494,0.45,18,"{'a': 636, 'both': 30, 'all': 84, 'any': 63, 'another': 33, 'that': 32, 'these': 87, 'some': 58, 'an': 392, 'this': 50, 'every': 41, 'which': 3, 'each': 28, 'such': 6, 'neither': 2, 'the': 2919, 'those': 29}",1023,0.23,2539,0.56,166,0.04,185,0.04,555,0.12,2098,0.21,802,{},4570,0.46,822,"{'enforcement': 88, 'service': 88, 'government': 624, 'intelligence': 107, 'state': 366, 'health': 109}",4124,0.41,558,"{'federal': 613, 'many': 72, 'governmental': 73, 'free': 66, 'environmental': 63, 'state': 60, 'other': 366, 'various': 75, 'private': 62, 'social': 99, 'regulatory': 189, 'international': 65, 'local': 134, 'public': 138}",536,0.05,317,{},391,0.04,282,0.03,158,0.02,920,0.09,273,0.30,204,{},187,0.20,158,{},14,0.00,20,0.00,1438,0.14,1034,0.72,102,0.07,302,0.21,1546,0.16,1025,0.66,102,0.07,115,0.07,302,0.20,2,0.00,1528,0.15,2,0.00,200,0.02,30,0.00
activity,20170,9021,0.45,11120,0.55,29,0.00,0,0,11120,0.55,9016,0.45,7525,0.37,5267,0.26,7378,0.37,101,0.01,8634,0.43,2535,0.29,1210,0.14,985,0.11,1103,0.13,1317,0.15,1378,0.16,1317,0.15,1378,0.16,4159,0.48,725,"{'be': 943, 'include': 117, 'have': 84}",3,4475,0.52,896,"{'be': 361, 'include': 120, 'have': 99}",3,199,0.02,13876,0.69,10471,0.75,3232,{},3405,0.25,1743,{},5498,0.27,22,"{'a': 638, 'both': 28, 'all': 302, 'which': 6, 'that': 79, 'these': 455, 'some': 130, 'what': 17, 'whatever': 3, 'an': 519, 'this': 344, 'every': 28, 'either': 4, 'another': 44, 'each': 49, 'such': 14, 'the': 2537, 'any': 199, 'those': 99}",1238,0.23,2307,0.42,795,0.14,448,0.08,606,0.11,3478,0.17,1610,{},5394,0.27,1557,{},11151,0.55,1886,"{'political': 193, 'economic': 382, 'human': 349, 'such': 247, 'sexual': 395, 'other': 463, 'physical': 519}",17,0.00,15,"{'importance': 2, 'salience': 2}",1771,0.09,267,0.01,365,0.02,1016,0.05,201,0.20,183,{},307,0.30,264,{},36,0.00,108,0.01,1594,0.08,1187,0.74,133,0.08,274,0.17,1847,0.09,1169,0.63,132,0.07,209,0.11,274,0.15,63,0.03,1763,0.09,63,0.00,298,0.01,113,0.01
ability,12161,10526,0.87,1628,0.13,7,0.00,0,0,1626,0.13,10525,0.87,767,0.06,2040,0.17,9354,0.77,44,0.00,6453,0.53,1915,0.30,763,0.12,569,0.09,728,0.11,713,0.11,1672,0.26,713,0.11,1672,0.26,2002,0.31,558,"{'be': 495, 'make': 58}",2,4451,0.69,626,"{'be': 448, 'develop': 124, 'give': 112, 'lose': 114, 'demonstrate': 117, 'increase': 68, 'limit': 108, 'have': 657, 'enhance': 111, 'affect': 97, 'improve': 106}",11,137,0.02,5987,0.49,4416,0.74,1818,{},1571,0.26,944,{},4410,0.36,19,"{'a': 134, 'both': 4, 'all': 19, 'that': 35, 'this': 117, 'some': 19, 'an': 268, 'these': 26, 'every': 2, 'either': 3, 'such': 3, 'the': 3754, 'any': 12, 'those': 9}",412,0.09,3366,0.76,146,0.03,30,0.01,447,0.10,2274,0.19,1037,{},999,0.08,368,"{'leadership': 39, 'reading': 40, 'levels': 56}",2714,0.22,647,"{'athletic': 95, 'academic': 68, 'own': 92, 'intellectual': 67}",2,0.00,2,"{'services': 1, 'value': 1}",4951,0.41,24,0.00,199,0.02,626,0.05,217,0.35,187,{},96,0.15,80,{},20,0.00,39,0.00,433,0.04,398,0.92,4,0.01,31,0.07,1016,0.08,398,0.39,4,0.00,578,0.57,31,0.03,5,0.00,957,0.08,5,0.00,179,0.01,57,0.00
abortion,3112,2604,0.84,507,0.16,1,0.00,0,0,507,0.16,2603,0.84,435,0.14,2223,0.71,454,0.15,11,0.00,1390,0.45,433,0.31,224,0.16,209,0.15,156,0.11,141,0.10,222,0.16,141,0.10,222,0.16,413,0.30,149,"{'perform': 19, 'be': 178}",2,977,0.70,238,"{'be': 30, 'perform': 59, 'restrict': 25, 'oppose': 29, 'have': 166, 'ban': 24}",6,52,0.04,1258,0.40,1089,0.87,652,{},169,0.13,118,{'demand': 14},398,0.13,15,"{'a': 37, 'both': 2, 'all': 19, 'that': 5, 'these': 5, 'an': 238, 'every': 4, 'either': 2, 'another': 2, 'the': 76, 'any': 3, 'those': 2}",269,0.68,74,0.19,13,0.03,26,0.07,15,0.04,405,0.13,218,{},923,0.30,237,"{'providers': 25, 'clinics': 68, 'rights': 133, 'clinic': 29, 'issue': 64, 'debate': 35}",340,0.11,117,"{'late': 18, 'illegal': 18, 'legal': 47, 'most': 14}",3,0.00,3,"{'status': 1, 'position': 1, 'existence': 1}",29,0.01,46,0.01,36,0.01,142,0.05,23,0.16,20,{},48,0.34,42,{},0,0.00,4,0.00,313,0.10,268,0.86,3,0.01,42,0.13,409,0.13,268,0.66,3,0.01,92,0.22,42,0.10,4,0.01,395,0.13,4,0.00,63,0.02,3,0.00
absence,3334,3227,0.97,106,0.03,1,0.00,0,0,97,0.03,3228,0.97,64,0.02,457,0.14,2813,0.84,20,0.01,1133,0.34,245,0.22,211,0.19,41,0.04,122,0.11,74,0.07,422,0.37,74,0.07,422,0.37,682,0.60,227,"{'be': 177, 'make': 41, 'mean': 25}",3,451,0.40,178,{'be': 120},1,43,0.04,4491,1.35,1838,0.41,1131,{},2653,0.59,1535,{},2407,0.72,10,"{'a': 94, 'both': 5, 'all': 2, 'that': 8, 'this': 42, 'an': 148, 'these': 6, 'the': 2100}",234,0.10,1896,0.79,37,0.02,1,0.00,232,0.10,525,0.16,340,{'presence': 129},73,0.02,39,"{'the': 5, 'father': 5, 'teacher': 17}",364,0.11,151,"{'relative': 21, 'total': 31, 'complete': 29}",5,0.00,5,"{'performance': 1, 'presence': 1, 'daughter': 1, 'kinds': 1, 'feature': 1}",407,0.12,7,0.00,136,0.04,192,0.06,56,0.29,48,{},40,0.21,36,{'absence': 4},13,0.00,18,0.01,244,0.07,232,0.95,2,0.01,10,0.04,306,0.09,232,0.76,1,0.00,63,0.21,10,0.03,0,0,297,0.09,0,0,63,0.02,26,0.01
accent,746,490,0.66,252,0.34,4,0.01,0,0,251,0.34,491,0.66,189,0.25,109,0.15,448,0.60,4,0.01,290,0.39,70,0.24,46,0.16,32,0.11,19,0.07,53,0.18,69,0.24,53,0.18,69,0.24,108,0.37,57,"{'be': 29, 'make': 7}",2,182,0.63,86,"{'provide': 14, 'be': 10, 'add': 23, 'have': 14}",4,7,0.02,490,0.66,374,0.76,271,{},116,0.24,109,{},326,0.44,12,"{'a': 156, 'all': 2, 'that': 2, 'this': 3, 'some': 2, 'an': 59, 'these': 3, 'such': 2, 'the': 94}",214,0.66,85,0.26,8,0.02,0,0,14,0.04,148,0.20,133,{},210,0.28,133,{'pillows': 14},465,0.62,235,{},0,0.00,0,{},122,0.16,3,0.00,14,0.02,70,0.09,17,0.24,17,{},18,0.26,18,{},1,0.00,1,0.00,216,0.29,212,0.98,1,0.00,3,0.01,239,0.32,212,0.89,1,0.00,23,0.10,3,0.01,0,0,231,0.31,0,0,11,0.01,2,0.00
acceptance,2077,1987,0.96,86,0.04,4,0.00,0,0,85,0.04,1991,0.96,38,0.02,1205,0.58,834,0.40,7,0.00,1008,0.49,272,0.27,189,0.19,118,0.12,144,0.14,57,0.06,214,0.21,57,0.06,214,0.21,322,0.32,134,{'be': 117},1,686,0.68,220,"{'be': 47, 'find': 24, 'have': 34, 'gain': 119}",4,38,0.04,1905,0.92,830,0.44,552,{},1075,0.56,692,{},500,0.24,11,"{'a': 58, 'both': 2, 'that': 9, 'this': 22, 'some': 3, 'an': 80, 'either': 2, 'such': 3, 'the': 317, 'any': 3}",139,0.28,286,0.57,17,0.03,4,0.01,49,0.10,500,0.24,320,{},267,0.13,129,{'speech': 60},692,0.33,261,"{'wide': 27, 'widespread': 42, 'public': 27, 'social': 42}",0,0.00,0,{},289,0.14,59,0.03,44,0.02,102,0.05,32,0.31,32,{},19,0.19,18,{'love': 2},2,0.00,3,0.00,189,0.09,144,0.76,0,0,45,0.24,241,0.12,141,0.59,0,0,54,0.22,45,0.19,1,0.00,236,0.11,1,0.00,45,0.02,4,0.00
access,7589,7541,0.99,45,0.01,3,0.00,0,0,43,0.01,7544,0.99,29,0.00,6867,0.90,693,0.09,86,0.01,5123,0.68,1688,0.33,609,0.12,624,0.12,531,0.10,800,0.16,847,0.17,800,0.16,847,0.17,819,0.16,244,{'be': 278},1,4304,0.84,392,"{'control': 47, 'be': 69, 'deny': 123, 'want': 43, 'give': 262, 'provide': 314, 'get': 92, 'grant': 40, 'restrict': 97, 'have': 1234, 'limit': 71, 'gain': 259, 'allow': 143, 'need': 45, 'offer': 108, 'block': 50, 'improve': 60}",17,178,0.03,3800,0.50,1768,0.47,1076,{},2032,0.53,968,{},367,0.05,13,"{'a': 34, 'both': 4, 'all': 21, 'that': 17, 'this': 16, 'some': 14, 'an': 13, 'these': 3, 'every': 2, 'either': 2, 'the': 234, 'any': 6}",60,0.16,220,0.60,30,0.08,25,0.07,27,0.07,960,0.13,632,{},1567,0.21,597,{'internet': 213},2362,0.31,500,"{'limited': 60, 'greater': 58, 'direct': 75, 'free': 70, 'equal': 97, 'easy': 226, 'ready': 59, 'open': 74, 'public': 89}",1,0.00,1,{'industry': 1},316,0.04,20,0.00,73,0.01,254,0.03,83,0.33,78,{},44,0.17,39,{},5,0.00,11,0.00,75,0.01,50,0.67,2,0.03,23,0.31,878,0.12,50,0.06,1,0.00,791,0.90,23,0.03,13,0.01,855,0.11,13,0.00,263,0.03,14,0.00
accident,2721,1876,0.69,842,0.31,3,0.00,0,0,842,0.31,1877,0.69,711,0.26,636,0.23,1374,0.50,212,0.08,1018,0.37,185,0.18,331,0.33,59,0.06,118,0.12,116,0.11,183,0.18,116,0.11,183,0.18,401,0.39,150,"{'leave': 17, 'be': 73, 'happen': 35, 'occur': 36}",4,617,0.61,136,"{'prevent': 20, 'cause': 22, 'have': 82, 'be': 275}",4,18,0.02,1763,0.65,1406,0.80,719,{},357,0.20,250,{},1261,0.46,14,"{'a': 362, 'all': 15, 'that': 8, 'these': 10, 'some': 16, 'an': 443, 'this': 12, 'every': 5, 'another': 2, 'such': 3, 'the': 369, 'any': 14}",798,0.63,342,0.27,27,0.02,30,0.02,56,0.04,447,0.16,297,{},814,0.30,243,"{'auto': 50, 'traffic': 37, 'car': 154, 'automobile': 61}",529,0.19,224,"{'nuclear': 29, 'fatal': 37}",4,0.00,4,"{'impact': 1, 'aftermath': 1, 'effect': 1, 'effects': 1}",75,0.03,79,0.03,129,0.05,166,0.06,34,0.20,33,{},49,0.30,45,{},12,0.00,60,0.02,862,0.32,782,0.91,13,0.02,67,0.08,897,0.33,781,0.87,13,0.01,35,0.04,67,0.07,1,0.00,882,0.32,1,0.00,230,0.08,52,0.02
accommodation,930,397,0.43,530,0.57,3,0.00,0,0,527,0.57,398,0.43,424,0.46,285,0.31,221,0.24,10,0.01,464,0.50,131,0.28,75,0.16,38,0.08,58,0.12,69,0.15,86,0.19,69,0.15,86,0.19,174,0.38,76,{'be': 55},1,290,0.62,108,"{'be': 24, 'offer': 13, 'provide': 17, 'make': 24, 'reach': 12, 'have': 15, 'include': 25}",7,14,0.03,610,0.66,378,0.62,294,{},232,0.38,186,{},178,0.19,11,"{'a': 30, 'all': 8, 'this': 3, 'some': 6, 'an': 27, 'these': 2, 'such': 4, 'the': 91, 'any': 5}",60,0.34,69,0.39,3,0.02,7,0.04,33,0.19,336,0.36,231,{},148,0.16,99,{'hotel': 15},363,0.39,186,"{'public': 31, 'reasonable': 19}",0,0.00,0,{},44,0.05,1,0.00,15,0.02,60,0.06,10,0.17,10,{},20,0.33,17,"{'holes': 2, 'meals': 2, 'daily': 2}",4,0.00,7,0.01,61,0.07,55,0.90,4,0.07,2,0.03,78,0.08,55,0.71,4,0.05,17,0.22,2,0.03,0,0,76,0.08,0,0,24,0.03,10,0.01
account,8741,5676,0.65,3065,0.35,0,0,0,0,3065,0.35,5676,0.65,1975,0.23,2075,0.24,4691,0.54,75,0.01,3619,0.41,990,0.27,569,0.16,308,0.09,423,0.12,509,0.14,747,0.21,509,0.14,747,0.21,1484,0.41,438,{'be': 322},1,2135,0.59,542,"{'be': 173, 'give': 125, 'provide': 59, 'offer': 57, 'take': 152, 'have': 101, 'open': 88}",7,82,0.02,6913,0.79,4103,0.59,1743,"{'taken': 231, 'take': 479}",2810,0.41,1550,{},3039,0.35,19,"{'a': 834, 'both': 13, 'all': 171, 'that': 35, 'this': 176, 'some': 38, 'what': 3, 'an': 528, 'these': 116, 'every': 9, 'another': 16, 'each': 9, 'such': 16, 'the': 1025, 'any': 30, 'those': 17}",1324,0.44,918,0.30,270,0.09,206,0.07,300,0.10,827,0.09,599,{},2402,0.27,749,"{'savings': 176, 'retirement': 107, 'bank': 292}",3178,0.36,910,{'own': 114},17,0.00,17,{},1550,0.18,179,0.02,190,0.02,556,0.06,124,0.22,117,{},154,0.28,115,{'k': 13},12,0.00,25,0.00,1544,0.18,1350,0.87,58,0.04,136,0.09,1688,0.19,1346,0.80,55,0.03,149,0.09,136,0.08,2,0.00,1628,0.19,2,0.00,156,0.02,33,0.00
achievement,4213,3299,0.78,901,0.21,13,0.00,0,0,898,0.21,3306,0.78,270,0.06,2299,0.55,1644,0.39,33,0.01,1703,0.40,451,0.26,323,0.19,204,0.12,223,0.13,200,0.12,269,0.16,200,0.12,269,0.16,671,0.39,230,{'be': 252},1,1032,0.61,331,{'be': 150},1,49,0.03,2885,0.68,1883,0.65,986,{},1002,0.35,585,{},944,0.22,22,"{'a': 109, 'all': 14, 'that': 12, 'these': 27, 'some': 9, 'an': 91, 'this': 35, 'every': 4, 'another': 3, 'the': 610, 'any': 11, 'those': 7}",198,0.21,560,0.59,62,0.07,22,0.02,91,0.10,868,0.21,476,{'ability': 57},1182,0.28,266,"{'tests': 65, 'school': 38, 'levels': 32, 'student': 195, 'scores': 84, 'reading': 43, 'motivation': 49}",1698,0.40,391,"{'personal': 41, 'academic': 247, 'great': 41, 'greatest': 56}",3,0.00,3,"{'tactics': 1, 'values': 1, '60s': 1}",706,0.17,11,0.00,87,0.02,272,0.06,62,0.23,59,{},74,0.27,69,{},21,0.00,29,0.01,220,0.05,195,0.89,13,0.06,12,0.05,316,0.08,193,0.61,13,0.04,98,0.31,12,0.04,0,0,311,0.07,0,0,82,0.02,39,0.01
acid,2420,1574,0.65,834,0.34,12,0.00,0,0,834,0.34,1579,0.65,617,0.25,1256,0.52,547,0.23,3,0.00,1180,0.49,313,0.27,108,0.09,105,0.09,117,0.10,232,0.20,302,0.26,232,0.20,302,0.26,589,0.50,218,"{'be': 115, 'help': 23}",2,591,0.50,196,"{'be': 59, 'produce': 24, 'contain': 62}",3,20,0.02,1187,0.49,945,0.80,515,{},242,0.20,183,{},466,0.19,19,"{'a': 41, 'both': 3, 'all': 15, 'that': 4, 'these': 22, 'some': 11, 'an': 74, 'this': 9, 'another': 2, 'each': 2, 'the': 268, 'any': 6, 'those': 3}",115,0.25,234,0.50,29,0.06,14,0.03,65,0.14,548,0.23,286,{'acid': 43},627,0.26,200,"{'stomach': 43, 'fatty': 227}",1968,0.81,358,"{'lipoic': 43, 'fatty': 131, 'folic': 184, 'lactic': 54, 'sulfuric': 52, 'essential': 80, 'amino': 366}",4,0.00,4,"{'oxidation': 1, 'benefits': 1, 'effects': 1, 'rain': 1}",32,0.01,74,0.03,34,0.01,530,0.22,94,0.18,58,{'acid': 9},171,0.32,93,{'acid': 10},1,0.00,7,0.00,184,0.08,109,0.59,4,0.02,71,0.39,274,0.11,109,0.40,4,0.01,89,0.32,71,0.26,1,0.00,268,0.11,1,0.00,23,0.01,7,0.00
acre,3159,430,0.14,2722,0.86,7,0.00,0,0,2722,0.86,434,0.14,1277,0.40,223,0.07,1659,0.53,4,0.00,1186,0.38,196,0.17,261,0.22,142,0.12,223,0.19,137,0.12,219,0.18,137,0.12,219,0.18,343,0.29,165,{'be': 80},1,843,0.71,229,"{'be': 32, 'protect': 30, 'buy': 35, 'cover': 61, 'own': 40, 'have': 46}",6,8,0.01,2855,0.90,1286,0.45,689,{},1569,0.55,621,"{'land': 195, 'forest': 68}",455,0.14,13,"{'a': 62, 'all': 4, 'these': 9, 'each': 3, 'some': 31, 'an': 153, 'this': 2, 'every': 14, 'another': 16, 'half': 5, 'the': 146, 'those': 9}",239,0.53,136,0.30,14,0.03,19,0.04,41,0.09,280,0.09,174,{'acres': 40},133,0.04,85,{'park': 13},396,0.13,175,"{'skiable': 30, 'few': 19, 'additional': 23}",0,0.00,0,{},138,0.04,1701,0.54,70,0.02,288,0.09,81,0.28,53,"{'hectares': 8, 'acres': 6}",63,0.22,55,{'acres': 6},3,0.00,5,0.00,1488,0.47,226,0.15,21,0.01,1241,0.83,1426,0.45,161,0.11,21,0.01,3,0.00,1241,0.87,0,0,1425,0.45,0,0,12,0.00,8,0.00
act,6762,4695,0.69,2057,0.30,10,0.00,0,0,2056,0.30,4701,0.70,1360,0.20,303,0.04,5099,0.75,88,0.01,3361,0.50,750,0.22,703,0.21,252,0.07,417,0.12,319,0.09,854,0.25,319,0.09,854,0.25,1589,0.47,480,{'be': 415},1,1772,0.53,472,"{'do': 57, 'be': 469, 'perform': 73, 'get': 49, 'clean': 50, 'commit': 88}",6,83,0.02,5492,0.81,2810,0.51,1629,{},2682,0.49,1317,{},4415,0.65,16,"{'a': 682, 'both': 12, 'all': 34, 'that': 58, 'this': 168, 'some': 27, 'an': 830, 'these': 82, 'every': 46, 'another': 15, 'each': 15, 'such': 27, 'the': 2334, 'any': 62, 'those': 22}",1505,0.34,2028,0.46,233,0.05,136,0.03,475,0.11,708,0.10,548,{},734,0.11,411,{'sex': 45},3132,0.46,932,{},48,0.01,39,{'provisions': 5},626,0.09,187,0.03,289,0.04,502,0.07,136,0.27,125,{},115,0.23,105,{},51,0.01,112,0.02,1753,0.26,1505,0.86,33,0.02,215,0.12,1823,0.27,1495,0.82,32,0.02,81,0.04,215,0.12,0,0,1801,0.27,0,0,169,0.02,140,0.02
action,16254,11322,0.70,4929,0.30,3,0.00,0,0,4929,0.30,11315,0.70,2527,0.16,7706,0.47,6021,0.37,162,0.01,7648,0.47,2502,0.33,1200,0.16,751,0.10,1015,0.13,871,0.11,1234,0.16,871,0.11,1234,0.16,3592,0.47,707,"{'be': 904, 'take': 170, 'have': 119}",3,4056,0.53,796,"{'be': 214, 'take': 729}",2,237,0.03,9703,0.60,7398,0.76,2916,{},2305,0.24,1363,{},4169,0.26,21,"{'a': 435, 'both': 20, 'all': 100, 'that': 70, 'this': 186, 'some': 93, 'what': 11, 'an': 352, 'these': 180, 'every': 58, 'another': 9, 'each': 15, 'such': 24, 'the': 2366, 'any': 180, 'those': 62}",857,0.21,2140,0.51,352,0.08,303,0.07,454,0.11,2172,0.13,1084,{},2849,0.18,992,{'government': 111},6545,0.40,1248,"{'military': 199, 'affirmative': 623, 'political': 181, 'such': 219}",24,0.00,20,{},1861,0.11,99,0.01,252,0.02,736,0.05,152,0.21,136,{},216,0.29,188,{},20,0.00,42,0.00,963,0.06,779,0.81,20,0.02,164,0.17,1273,0.08,773,0.61,19,0.01,292,0.23,164,0.13,25,0.02,1232,0.08,25,0.00,396,0.02,49,0.00
actor,3637,1776,0.49,1826,0.50,35,0.01,0,0,1826,0.50,1791,0.49,1174,0.32,610,0.17,1853,0.51,44,0.01,1700,0.47,330,0.19,429,0.25,112,0.07,201,0.12,300,0.18,303,0.18,300,0.18,303,0.18,1041,0.61,377,"{'be': 160, 'play': 45, 'have': 46}",3,659,0.39,221,"{'become': 42, 'be': 205}",2,20,0.01,1696,0.47,1212,0.71,844,{},484,0.29,353,{},1716,0.47,25,"{'a': 250, 'both': 7, 'what': 3, 'that': 5, 'these': 22, 'some': 21, 'all': 28, 'an': 344, 'this': 17, 'every': 11, 'another': 14, 'each': 16, 'such': 5, 'the': 937, 'procedures': 3, 'any': 14, 'those': 10}",595,0.35,838,0.49,46,0.03,58,0.03,165,0.10,652,0.18,407,{},681,0.19,431,{},1620,0.45,427,"{'other': 81, 'political': 98}",164,0.05,134,{},83,0.02,81,0.02,118,0.03,488,0.13,133,0.27,120,{},111,0.23,105,{},17,0.00,55,0.02,716,0.20,582,0.81,35,0.05,99,0.14,750,0.21,576,0.77,35,0.05,40,0.05,99,0.13,0,0,744,0.20,0,0,64,0.02,56,0.02
