sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
<p> Only the most rigid and uncompromising defenders of the free enterprise system deny the justice of any and all of the Efficiency Criticisms that have been leveled over the past century or so .,justice,"det(justice-16, the-15) nmod:of(justice-16, any-18) nmod:of(justice-16, all-20) dobj(deny-14, justice-16) ",NN,,VBP,,,deny,deny,,"of any, of all","of, of",,"any, all",the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,plural,EX-PL,countable,unknown
A telling example can be found in John Rawls 's discussion in A Theory of Justice of the implementation of his principles of distributive justice .,justice,"case(justice-25, of-23) amod(justice-25, distributive-24) nmod:of(principles-22, justice-25) ",NN,,,,,,,,of principles,of,principles,,,,,,,distributive,[0.0475],[0.0175],[0.0],[0.0575],[0.0425],[0.017083333333333332],[0.10791666666666666],[0.015],[0.07],[0.13],[0.33],[0.0775],[0.0875],,,,,,,,,,,,singular,linked,,,unknown,unknown
"The purpose of these levies and regulations is not to raise revenue ( release resources to government ) but gradually and continually to correct t he distribution of wealth and to prevent concentrations of power .... 12 One need not be a Marxist to believe that the State often represents someone 's interests other than the public interest or , even more implausibly , the interests of justice .",justice,"case(justice-68, of-67) nmod:of(interests-66, justice-68) ",NN,,,,,,,,of interests,of,interests,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
It is rather naive of Rawls to suppose that political authorities could find no use for the vast power required to implement this substantial redistribution of wealth and income other than insuring distributive justice .,justice,"amod(justice-34, distributive-33) dobj(insuring-32, justice-34) ",NN,,VBG,,,insuring,insure,,,,,,,,,,,distributive,[0.0475],[0.0175],[0.0],[0.0575],[0.0425],[0.017083333333333332],[0.10791666666666666],[0.015],[0.07],[0.13],[0.33],[0.0775],[0.0875],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"Casual empiricism concerning the behavior actually existing states suggests that once the state has the power to fine-tune the distribution of wealth and income , the chances that a society 's actual distribution of wealth and income will even approximate the demands of justice ( whatever those demands might be ) are remote at best .",justice,"case(justice-44, of-43) nmod:of(demands-42, justice-44) ",NN,,,,,,,,of demands,of,demands,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"This is true even of relatively abstract theories of justice , such as what one finds in the writings of Rawls and Dworkin .",justice,"case(justice-10, of-9) nmod:of(theories-8, justice-10) ",NN,,,,,,,,of theories,of,theories,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
", some criticisms of the distributive justice of the free enterprise system ) are rather extensive government programs to correct the problems allegedly caused by the operation of the free enterprise system .",justice,"case(justice-7, of-4) det(justice-7, the-5) amod(justice-7, distributive-6) nmod:of(justice-7, system-12) nmod:of(criticisms-3, justice-7) ",NN,,,,,,,,"of system, of criticisms","of, of",criticisms,system,the,definite article,,,,distributive,[0.0475],[0.0175],[0.0],[0.0575],[0.0425],[0.017083333333333332],[0.10791666666666666],[0.015],[0.07],[0.13],[0.33],[0.0775],[0.0875],,,,,,,,,,,,singular,linked,,,unknown,unknown
"<p> The proponent of change can grant that these are legitimate worries , but still maintain that the change ought to be instituted on the grounds that the benefits ( in terms of utility , justice , or whatever ) outweigh the risks .",justice,"nmod:of(terms-32, justice-36) conj:or(utility-34, justice-36) ",NN,,,,,,,,of terms,of,terms,,,,or,utility,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Science works with concepts of averages which are far too general to do justice to the subjective variety of an individual life "" ( Feinstein , 1979 ) .",justice,"dobj(do-13, justice-14) ",NN,,VB,,,do,do,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"Tyr , whose name gave us Tuesday , was a god of war and justice , equated to the Roman Mars .",justice,"nmod:of(god-11, justice-15) conj:and(war-13, justice-15) ",NN,,,,,,,,of god,of,god,,,,and,war,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"For Abraham , God 's commands were the epitome of justice , which could not be doubted and should not be questioned .",justice,"case(justice-11, of-10) ref(justice-11, which-13) acl:relcl(justice-11, doubted-17) acl:relcl(justice-11, questioned-22) nmod:of(epitome-9, justice-11) nsubj(doubted-17, justice-11) nsubjpass(questioned-22, justice-11) ",NN,,VB,be,be,,,,of epitome,of,epitome,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"So Paul can say Him that knew no sin , God made sin for us , so that we might become the justice of God ( that is , our true self ) in him . '",justice,"det(justice-23, the-22) nmod:of(justice-23, God-25) dep(justice-23, self-32) nmod:in(justice-23, him-35) xcomp(become-21, justice-23) ",NN,,VB,,,become,become,,"of God, in him","of, in",,"god, him",the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
Peter Hortop ( RC Dominican ) contributes to the struggle for justice in his work as a parish priest in Tokoza Township outside Johannesburg .,justice,"case(justice-12, for-11) nmod:in(justice-12, work-15) nmod:for(struggle-10, justice-12) ",NN,,,,,,,,"in work, for struggle","in, for",struggle,work,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"They also , and equally importantly , represent an embodiment , an incarnation of the kind of compassion and justice characteristic of the God of the Hebrew Bible and of Jesus himself .",justice,"conj:and(compassion-18, justice-20) compound(characteristic-21, justice-20) ",NN,,,,,,,,,,,,,,and,compassion,characteristic,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Hope has brought them together , given them purpose and strength and led them to working for the kinds of changes which justice -- which the God of justice -- demands .",justice,"nsubj(demands-31, justice-23) ",NN,,VBZ,demands,demand,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
"Hope has brought them together , given them purpose and strength and led them to working for the kinds of changes which justice -- which the God of justice -- demands .",justice,"case(justice-29, of-28) nmod:of(God-27, justice-29) ",NN,,,,,,,,of God,of,god,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
There are challenging works of liberation theology directed by whites to whites in an effort to assist the struggle for justice and in the creation of a new South Africa .,justice,"case(justice-21, for-20) nmod:for(assist-17, justice-21) ",NN,,,,,,,,for assist,for,assist,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"With liberation , justice does not cease to characterize God , though the focus of justice shifts .",justice,"nsubj(cease-7, justice-4) nsubj(characterize-9, justice-4) ",NN,,VB,cease,cease,,,not,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,verdical
"With liberation , justice does not cease to characterize God , though the focus of justice shifts .",justice,"case(justice-16, of-15) nmod:of(focus-14, justice-16) ",NN,,,,,,,,of focus,of,focus,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"If justice is a cornerstone of liberation , so too it will be a cornerstone of life in the promised land .",justice,"nsubj(cornerstone-5, justice-2) ",NN,,VBZ,is,be,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
"<p> Learning justice and compassion , abandoning group mentality and becoming a people should be the central themes of a wilderness theology .",justice,"cc(justice-3, and-4) conj:and(justice-3, compassion-5) dobj(Learning-2, justice-3) ",NN,,VBG,,,Learning,learning,,,,,,,,and,compassion,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"The churches have a major role to play in helping to create the conditions under which that can be done : creating an atmosphere of mutual trust , embodying the values of justice and compassion , providing theological and intellectual principles for building a people out of groups : this and much more .",justice,"case(justice-33, of-32) cc(justice-33, and-34) conj:and(justice-33, compassion-35) nmod:of(values-31, justice-33) ",NN,,,,,,,,of values,of,values,,,,and,compassion,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
2 <p> Comes sent messengers to nearby magistrates -- the justices of the peace whom the governor appointed and who represented the local extension of royal authority .,justices,"det(justices-11, the-10) nmod:of(justices-11, peace-14) parataxis(sent-4, justices-11) ",NNS,,,,,,,,of peace,of,,peace,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,,,unknown,unknown
"The churchwarden and vestry being against Mr. Poyer 's having the money , there was no way for Mr. Whitehead to come at his debt but by influencing the justices and joining them himself to adjudge the money to Mr. Poyer , and so to himself , "" they explained .",justices,"det(justices-30, the-29) dobj(influencing-28, justices-30) ",NNS,,VBG,,,influencing,influence,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,ambiguous,,unknown,unknown
"The eight further alleged that Whitehead gambled , neglected his duty , obstructed justice , and was profane.",justice,"amod(justice-14, obstructed-13) appos(duty-11, justice-14) ",NN,,,,,,,,,,,,,,,,,obstructed,[0.05958333333333333],[0.04583333333333333],[0.01],[0.14825],[0.0525],[0.035],[0.21916666666666668],[0.01375],[0.13541666666666666],[0.078],[0.0675],[0.095],[0.04],,,,,"modifier, duty",duty,,,,,,singular,linked,,,unknown,unknown
The report suggested clearly that the minister had obstructed justice by interfering with the king 's of officer.,justice,"dobj(obstructed-9, justice-10) ",NN,,VBN,,,obstructed,obstruct,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"45 <p> Law ruled , not men , the Jamaica justices declared in direct response to the petitioners ' distinction between the rule of men and the rule of law .",justices,"det(justices-11, the-9) compound(justices-11, Jamaica-10) nsubj(declared-12, justices-11) ",NNS,,VBD,declared,declare,,,not,,,,,the,definite article,,,jamaica,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,ambiguous,,unknown,verdical
"Some authors , such as Bruneau , have tended to view church action in the social justice sphere as part of a strategy to enhance the relevance of Catholicism in a rapidly secularizing milieu.",justice,"compound(sphere-18, justice-17) ",NN,,,,,,,,,,,,,,,,sphere,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Liberation theologians , by contrast , have tended to see the social justice aims of the Church as an expression of divine will , and , most importantly , as instructed by the hopes and desires of an oppressed laity.",justice,"compound(aims-14, justice-13) ",NN,,VB,,,see,see,,,,,,,,,,aims,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
While it is true that its this-worldly interests and concerns had begun to change -- more in the direction of social justice -- it worked to achieve its goals as an institution in cooperation with government authorities at the highest levels.,justice,"case(justice-22, of-20) amod(justice-22, social-21) nmod:of(direction-19, justice-22) ",NN,,,,,,,,of direction,of,direction,,,,,,,social,[0.014041666666666666],[0.0075],[0.00125],[0.03254166666666667],[0.021916666666666664],[0.01],[0.05854166666666666],[0.0175],[0.026708333333333334],[0.02],[0.7375],[0.0125],[0.04],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Consequently , in order to press its demands for social justice , the Church was forced to return to its roots , so to speak .",justice,"case(justice-11, for-9) amod(justice-11, social-10) nmod:for(press-6, justice-11) ",NN,,,,,,,,for press,for,press,,,,,,,social,[0.014041666666666666],[0.0075],[0.00125],[0.03254166666666667],[0.021916666666666664],[0.01],[0.05854166666666666],[0.0175],[0.026708333333333334],[0.02],[0.7375],[0.0125],[0.04],,,,,,,,,,,,singular,linked,,,unknown,unknown
"This was followed by a denunciation of rural poverty , the "" Declaracao de Campina Grande "" ( 1956 ) , prepared by the bishops of the Northeast , and the release in 1962 of the National Conference of Brazilian Bishops ' first joint plan , the Plano de Emergencia , through which it sought to define priorities for pastoral action on the social justice front for the coming years .",justice,"compound(front-66, justice-65) ",NN,,,,,,,,,,,,,,,,front,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Subsequently produced documents and studies , finally , such as Solo Urbano e Acao Pastoral ( 1982 ) , Diretizes Gerais da Acao Pastoral da Igreja do Brasil ( 1983 ) , and Por uma Nova Ordem Constitutional ( 1986 ) helped to further clarify and strengthen the Church 's ideological position , and to consolidate popular approval for its social justice program .",justice,"compound(program-63, justice-62) ",NN,,,,,,,,,,,,,,,,program,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"36 The bishops ' statements and agency activities , Bruneau suggests , created a questioning attitude among ordinary Brazilians , as well as promoting themes of democracy and justice .",justice,"nmod:of(themes-25, justice-29) conj:and(democracy-27, justice-29) ",NN,,,,,,,,of themes,of,themes,,,,and,democracy,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> The Christian tradition since the beginning has given rise to visions of justice and peace , but it has underestimated the role of power in creating this kind of society .",justice,"case(justice-14, of-13) cc(justice-14, and-15) conj:and(justice-14, peace-16) nmod:of(visions-12, justice-14) ",NN,,,,,,,,of visions,of,visions,,,,and,peace,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
