sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
The keys on these instruments are very different from their acoustic counterparts -- they are stationary and can control sound on the basis of the performer 's touch .,keys,"det(keys-2, The-1) nmod:on(keys-2, instruments-5) nsubj(different-8, keys-2) ",NNS,,VBP,are,be,,,,on instruments,on,,instruments,the,,,,,,,,,,,,,,,,plural,plural,[],unknown,unknown
"The thirteen keys on the EWI1000 are arranged according to a Boehm fingering system , similar to saxophone or flute , while the EVIl000 has six touch-sensitive keys ( three valve keys and three "" trill keys "" ) and is fingered like a trumpet .",keys,"det(keys-3, The-1) compound(keys-3, thirteen-2) nmod:on(keys-3, EWI1000-6) nsubjpass(arranged-8, keys-3) nsubjpass(fingered-42, keys-3) ",NNS,,VBN,arranged,arrange,,,,on EWI1000,on,,ewi1000,the,,,thirteen,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"The thirteen keys on the EWI1000 are arranged according to a Boehm fingering system , similar to saxophone or flute , while the EVIl000 has six touch-sensitive keys ( three valve keys and three "" trill keys "" ) and is fingered like a trumpet .",keys,"nummod(keys-28, six-26) amod(keys-28, touch-sensitive-27) dobj(has-25, keys-28) ",NNS,,VBZ,,,has,have,,,,,,,,,,,,,six,,,,,,,six,other,plural,singular,['O-DEN'],countable,unknown
"The thirteen keys on the EWI1000 are arranged according to a Boehm fingering system , similar to saxophone or flute , while the EVIl000 has six touch-sensitive keys ( three valve keys and three "" trill keys "" ) and is fingered like a trumpet .",keys,"nummod(keys-32, three-30) compound(keys-32, valve-31) cc(keys-32, and-33) conj:and(keys-32, three-34) nsubj(trill-36, keys-32) ",NNS,,VBP,trill,trill,,,,,,,,,and,three,valve,,,,three,,,,,,,three,other,plural,plural,['O-DEN'],countable,unknown
"The thirteen keys on the EWI1000 are arranged according to a Boehm fingering system , similar to saxophone or flute , while the EVIl000 has six touch-sensitive keys ( three valve keys and three "" trill keys "" ) and is fingered like a trumpet .",keys,"dobj(trill-36, keys-37) ",NNS,,VBP,,,trill,trill,,,,,,,,,,,,,,,,,,,,,,plural,plural,[],unknown,unknown
Both instruments have an eight-octave range and special trill keys .,keys,"amod(keys-10, special-8) amod(keys-10, trill-9) dobj(have-3, keys-10) conj:and(range-6, keys-10) ",NNS,,VBP,,,have,have,,,,,,,and,range,,"special, trill",,,,,,,,,,,,plural,plural,[],unknown,unknown
The Artisyn MIDI Sax allows a player to use his or her own alto saxophone mouthpiece ; the Sting EW2 features an instrument with pearl inlaid keys and a nickel-plated body .,keys,"case(keys-27, with-24) compound(keys-27, pearl-25) compound(keys-27, inlaid-26) cc(keys-27, and-28) conj:and(keys-27, body-31) nmod:with(features-21, keys-27) ",NNS,,,,,,,,with features,with,features,,,and,body,"pearl, inlaid",,,,,,,,,,,,,plural,,[],unknown,unknown
<p> Master teachers hold the keys to maintaining both disciplines .,keys,"det(keys-6, the-5) dobj(hold-4, keys-6) ",NNS,,VBP,,,hold,hold,,,,,,the,,,,,,,,,,,,,,,,plural,plural,[],unknown,unknown
"Students should analyze chords and other harmonic combinations of notes , transpose accompaniments , learn to perform modulations from one key to another and develop all the associated aural skills of chord identification and production .",key,"case(key-21, from-19) nummod(key-21, one-20) nmod:to(key-21, another-23) nmod:from(perform-17, key-21) ",NN,,,,,,,,"to another, from perform","to, from",perform,another,,,,,,,,one,,,,,,,one,unit,singular,,['A+N'],countable,unknown
"Virtually all vocalists ( jazz or classical ) strive for the technical accuracy and facility offered by the valves and keys of mechanical instruments , and virtually all instrumentalists crave the lyricism and fluidity of a vocal style .",keys,"nmod:by(offered-16, keys-21) conj:and(valves-19, keys-21) ",NNS,,,,,,,,by offered,by,offered,,,and,valves,,,,,,,,,,,,,,plural,,[],unknown,unknown
"<p> In response to the second question , students concurred that the key to a successful rehearsal lies in setting clear standards and ensuring that all students are occupied . """,key,"det(key-13, the-12) nmod:to(key-13, rehearsal-17) nsubj(lies-18, key-13) ",NN,,VBZ,lies,lie,,,,to rehearsal,to,,rehearsal,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
<p> Name and use are clearly the keys to locating portraits in Africa .,keys,"nsubj(keys-8, Name-2) nsubj(keys-8, use-4) cop(keys-8, are-5) advmod(keys-8, clearly-6) det(keys-8, the-7) acl(keys-8, locating-10) root(ROOT-0, keys-8) ",NNS,,VBP,,,are,be,,,,,,the,,,,,,,,clearly,,,,,,,,plural,plural,[],unknown,unknown
"<p> Today the Kuku family keeps the premises under lock and key in order to maintain the interior in its original condition , opening it infrequently to visiting dignitaries , some of whom have themselves photographed standing next to items of decor within the house .",key,"nmod:under(keeps-6, key-12) conj:and(lock-10, key-12) ",NN,,,,,,,,under keeps,under,keeps,,,and,lock,,,,,,,,,,,,,,singular,,[],unknown,unknown
"48 Historical completeness per se was not valued , and Hirt 's emphasis on system was replaced by aesthetic quality as the key to the museum 's purpose .",key,"case(key-23, as-21) det(key-23, the-22) nmod:as(replaced-17, key-23) ",NN,,,,,,,,as replaced,as,replaced,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Furthermore , it is precisely the external supports of rhetoric that provide the key to our linguistic and psychological well being .",key,"det(key-14, the-13) dobj(provide-12, key-14) ",NN,,VBP,,,provide,provide,,,,,,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
"The key he has found opens up the paradox of poetic mystery , making future closure impossible .",key,"det(key-2, The-1) acl:relcl(key-2, found-5) nsubj(opens-6, key-2) ",NN,,VBZ,opens,open,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"He had not yet turned the key he had found in the 1930 's and early 1940 's quite far enough , but once he did , the simultaneous sense of apprehension and wonder he experienced transformed his vision and also cancelled the need for any other work demystifying the phenomenon of rhetoric .",key,"det(key-7, the-6) acl:relcl(key-7, found-10) dobj(turned-5, key-7) ",NN,,VBN,,,turned,turn,not,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,verdical
"Therein lies the key to the essential "" duplicity "" situated at the very beginning of the sexual quest .",key,"det(key-4, the-3) nmod:to(key-4, duplicity-9) amod(key-4, situated-11) dobj(lies-2, key-4) ",NN,,VBZ,,,lies,lie,,to duplicity,to,,duplicity,the,,,,situated,,,,,,,,,,,,singular,singular,[],unknown,unknown
For we evolutionists do hold a key to appreciating the universal ( or at least the planetary ) significance of this progressive potential in human cultural history .,key,"det(key-7, a-6) dobj(hold-5, key-7) ",NN,,VB,,,hold,hold,,,,,,a,,,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"The key , I discovered , was to set out cage traps with nooses at dusk , which attracted hawks at first light .",key,"det(key-2, The-1) nsubj(was-7, key-2) nsubj(set-9, key-2) ",NN,,VBD,was,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Visitors can watch as the macrophage selectively engulfs only the specially tagged yeast , witnessing the lock and key mechanism that is the key to understanding the workings of the immune system .",key,"conj:and(lock-17, key-19) compound(mechanism-20, key-19) ",NN,,VBZ,is,be,,,,,,,,,and,lock,mechanism,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"Visitors can watch as the macrophage selectively engulfs only the specially tagged yeast , witnessing the lock and key mechanism that is the key to understanding the workings of the immune system .",key,"nsubj(key-24, mechanism-20) cop(key-24, is-22) det(key-24, the-23) acl(key-24, understanding-26) acl:relcl(mechanism-20, key-24) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"Last , but not least , we owe much to the 60 business firms and key personnel participating in this study .",key,"compound(personnel-17, key-16) ",NN,,,,,,,,,,,,,,,personnel,,,,,,,,,,,,,singular,,[],unknown,unknown
Algorithm strength and key management of encryptions are both critical .,key,"compound(management-5, key-4) ",NN,,VBP,are,be,,,,,,,,,,,management,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
"In addition , algorithm strength and key management of encryptions are both critical ( Davies and Price 1984 ; Fidlow 1985 ; Kent 1981 ; Rosner 1982 ; Turn 1982 ) .",key,"compound(management-8, key-7) ",NN,,VBP,are,be,,,,,,,,,,,management,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
The sender first transforms the plain text to the cipher text by using an algorithm and a key and then sends messages over untrusted transmission links .,key,"det(key-18, a-17) dobj(using-13, key-18) conj:and(algorithm-15, key-18) ",NN,,VBG,,,using,use,,,,,,a,and,algorithm,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
Only the receiving node can decrypt the cipher text by using the proper key and algorithm .,key,"det(key-14, the-12) amod(key-14, proper-13) cc(key-14, and-15) conj:and(key-14, algorithm-16) dobj(using-11, key-14) ",NN,,VBG,,,using,use,,,,,,the,and,algorithm,,proper,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"ENCRYPTION ALGORITHMS <p> An encryption algorithm uses mathematical transformations to convert readable messages into unintelligible forms , and both the encryption algorithm and the key must be known in order to decode messages .",key,"det(key-25, the-24) conj:and(algorithm-22, key-25) nsubjpass(known-28, key-25) nsubj(decode-32, key-25) ",NN,,VB,decode,decode,,,,,,,,the,and,algorithm,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"However , most modem encryption algorithms are available to the public , and security depends solely on the availability of keys .",keys,"case(keys-21, of-20) nmod:of(availability-19, keys-21) ",NNS,,,,,,,,of availability,of,availability,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
The once-only key used in the stream cipher will encrypt the same message into different cipher texts .,key,"det(key-3, The-1) amod(key-3, once-only-2) acl(key-3, used-4) nsubj(encrypt-10, key-3) ",NN,,VB,encrypt,encrypt,,,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> With block ciphers , keys are changed after a specified time interval .",keys,"nsubjpass(changed-8, keys-6) ",NNS,,VBN,changed,change,,,,,,,,,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Thus , the key is employed to encrypt each block cyclically for the entire message .",key,"det(key-4, the-3) nsubjpass(employed-6, key-4) nsubj(encrypt-8, key-4) ",NN,,VB,encrypt,encrypt,,,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Because this transformation is not as effective as the stream cipher , the key should be changed regularly based on different levels of application sensitivity ( Davies and Price 1984 ; Kent 1981 ; Turn 1982 ; Wood and Cotton 1983 ) .",key,"det(key-14, the-13) nsubjpass(changed-17, key-14) ",NN,,VBN,changed,change,,,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The same key is used both ways ; therefore , key management becomes very critical to the success of DES use .",key,"det(key-3, The-1) amod(key-3, same-2) nsubjpass(used-5, key-3) ",NN,,VBN,used,use,,,,,,,,the,,,,same,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
Diffie and Hellman ( 1977 ) state that a machine used to break the DES key could be built for approximately 20 million dollars .,key,"det(key-16, the-14) compound(key-16, DES-15) dobj(break-13, key-16) ",NN,,VB,,,break,break,,,,,,the,,,des,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
Every combination of the DES 56 key bits would be tried by such a machine to find the correct key .,key,"det(key-20, the-18) amod(key-20, correct-19) dobj(find-17, key-20) ",NN,,VB,,,find,find,,,,,,the,,,,correct,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"In addition , the payback of breaking the key is increased because many banks have adopted DES in their electronic funds transfer ( EFT ) systems .",key,"det(key-9, the-8) dobj(breaking-7, key-9) ",NN,,VBG,,,breaking,break,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
This system uses two keys for each user : a private ( secret ) key and a public key .,keys,"nummod(keys-5, two-4) nmod:for(keys-5, user-8) dep(keys-5, key-15) dep(keys-5, key-19) dobj(uses-3, keys-5) ",NNS,,VBZ,,,uses,use,,for user,for,,user,,,,,,,,two,,,,,,,two,other,plural,singular,['O-DEN'],countable,unknown
This system uses two keys for each user : a private ( secret ) key and a public key .,key,"det(key-15, a-10) amod(key-15, private-11) cc(key-15, and-16) conj:and(key-15, key-19) dep(keys-5, key-15) ",NN,,,,,,,,,,,,a,and,key,,private,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
This system uses two keys for each user : a private ( secret ) key and a public key .,key,"det(key-19, a-17) amod(key-19, public-18) dep(keys-5, key-19) conj:and(key-15, key-19) ",NN,,,,,,,,,,,,a,and,key,,public,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
Only the private key can decrypt the cipher text encrypted by the corresponding public key .,key,"advmod(key-4, Only-1) det(key-4, the-2) amod(key-4, private-3) nsubj(decrypt-6, key-4) ",NN,,VB,decrypt,decrypt,,,,,,,,the,,,,private,,,,only,,,,,,,,singular,ambiguous,[],unknown,unknown
Only the private key can decrypt the cipher text encrypted by the corresponding public key .,key,"case(key-15, by-11) det(key-15, the-12) amod(key-15, corresponding-13) amod(key-15, public-14) nmod:by(encrypted-10, key-15) ",NN,,,,,,,,by encrypted,by,encrypted,,the,,,,"corresponding, public",,,,,,,,,,,,singular,,[],unknown,unknown
All of the public keys are published in a book .,keys,"case(keys-5, of-2) det(keys-5, the-3) amod(keys-5, public-4) nmod:of(All-1, keys-5) ",NNS,,,,,,,,of All,of,all,,the,,,,public,,,,,,,,,,,,plural,,[],unknown,unknown
The security of public key systems depends upon the impossibly high number of computations or manipulations needed to break the private key from the public key .,key,"det(key-22, the-20) amod(key-22, private-21) dobj(break-19, key-22) ",NN,,VB,,,break,break,,,,,,the,,,,private,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
The security of public key systems depends upon the impossibly high number of computations or manipulations needed to break the private key from the public key .,key,"case(key-26, from-23) det(key-26, the-24) amod(key-26, public-25) nmod:from(break-19, key-26) ",NN,,,,,,,,from break,from,break,,the,,,,public,,,,,,,,,,,,singular,,[],unknown,unknown
Only bank B can decrypt the message by using its secret key .,key,"nmod:poss(key-12, its-10) amod(key-12, secret-11) dobj(using-9, key-12) ",NN,,VBG,,,using,use,,,,,,,,,,secret,,its,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Next , bank A encrypts both the message contents and the encrypted bank ID by applying the bank B public key .",key,"det(key-21, the-17) compound(key-21, bank-18) compound(key-21, B-19) amod(key-21, public-20) dobj(applying-16, key-21) ",NN,,VBG,,,applying,apply,,,,,,the,,,"bank, b",public,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"When bank B receives the message , it decrypts the message by the use of its private key .",key,"case(key-18, of-15) nmod:poss(key-18, its-16) amod(key-18, private-17) nmod:of(use-14, key-18) ",NN,,,,,,,,of use,of,use,,,,,,private,,its,,,,,,,,,,singular,,[],unknown,unknown
"In order to verify that the message was sent from bank A , bank B applies the bank A public key to decrypt the unreadable part , which is supposed to be bank A 's ID .",key,"det(key-21, A-19) amod(key-21, public-20) dep(bank-18, key-21) ",NN,,,,,,,,,,,,a,,,,public,,,,,,,,,,,,singular,,[],unknown,unknown
Private keys should be generated randomly and be long enough .,keys,"amod(keys-2, Private-1) nsubjpass(generated-5, keys-2) nsubj(enough-10, keys-2) ",NNS,,VB,be,be,,,,,,,,,,,,private,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
