sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"As a practical matter , therefore , one would ideally like to examine the lagged effects of AIDS on crime and the lagged effects of crime on AIDS .",crime,"case(crime-20, on-19) cc(crime-20, and-21) conj:and(crime-20, the-22) acl(crime-20, lagged-23) nmod:on(examine-13, crime-20) ",NN,,,,,,,,on examine,on,examine,,,and,the,,,,,,,,,,,,,,singular,,[],unknown,unknown
"As a practical matter , therefore , one would ideally like to examine the lagged effects of AIDS on crime and the lagged effects of crime on AIDS .",crime,"case(crime-26, of-25) nmod:of(effects-24, crime-26) ",NN,,,,,,,,of effects,of,effects,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Since the latter are unlikely to appear until the number of people with AIDS increases substantially , the focus here will be on how street crime may be related to the prevalence of AIDS.",crime,"compound(crime-26, street-25) nsubjpass(related-29, crime-26) ",NN,,VBN,related,relate,,,,,,,,,,,street,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
<p> Whether with respect to street crime any of these considerations have empirical promise will probably depend on whether there are substantial relationships between street crime and AIDS .,crime,"case(crime-7, with-3) compound(crime-7, street-6) nmod:with_respect_to(have-12, crime-7) ",NN,,,,,,,,with_respect_to have,with_respect_to,have,,,,,street,,,,,,,,,,,,,singular,,[],unknown,unknown
<p> Whether with respect to street crime any of these considerations have empirical promise will probably depend on whether there are substantial relationships between street crime and AIDS .,crime,"case(crime-26, between-24) compound(crime-26, street-25) cc(crime-26, and-27) conj:and(crime-26, AIDS-28) nmod:between(relationships-23, crime-26) ",NN,,,,,,,,between relationships,between,relationships,,,and,aids,street,,,,,,,,,,,,,singular,,[],unknown,unknown
"Arrests and reported offenses are imperfect measures of "" real "" crime , and the amount of crime is an imperfect measure of individual high-risk behavior .",crime,"dobj(imperfect-6, crime-12) ",NN,,VBG,,,imperfect,imperfect,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Arrests and reported offenses are imperfect measures of "" real "" crime , and the amount of crime is an imperfect measure of individual high-risk behavior .",crime,"case(crime-18, of-17) nmod:of(amount-16, crime-18) ",NN,,,,,,,,of amount,of,amount,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"In addition , the number of AIDS cases in a census tract will be affected by far more than the amount of street crime ; indeed , at this stage of the epidemic in Los Angeles , the role of street crime may well be unimportant , or at least unobservable .",crime,"case(crime-24, by-16) amod(crime-24, more-18) nmod:by(affected-15, crime-24) ",NN,,,,,,,,by affected,by,affected,,,,,,more,,,,,,,,,,,,singular,,[],unknown,unknown
"In addition , the number of AIDS cases in a census tract will be affected by far more than the amount of street crime ; indeed , at this stage of the epidemic in Los Angeles , the role of street crime may well be unimportant , or at least unobservable .",crime,"case(crime-42, of-40) compound(crime-42, street-41) nmod:of(role-39, crime-42) ",NN,,,,,,,,of role,of,role,,,,,street,,,,,,,,,,,,,singular,,[],unknown,unknown
"Drug offenses are generated by a combination of citizen reports and police initiatives , and drug users are perhaps more likely than prostitutes and their customers to live in the area in which their crimes are committed .",crimes,"nmod:poss(crimes-35, their-34) nsubjpass(committed-37, crimes-35) ",NNS,,VBN,committed,commit,,,,,,,,,,,,,,their,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Moreover , the crime categories in the Sheriff 's Department data were a bit different from the crime categories used by the LAPD .",crime,"compound(categories-5, crime-4) ",NN,,VBD,were,be,,,,,,,,,,,categories,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Moreover , the crime categories in the Sheriff 's Department data were a bit different from the crime categories used by the LAPD .",crime,"compound(categories-19, crime-18) ",NN,,,,,,,,,,,,,,,categories,,,,,,,,,,,,,singular,,[],unknown,unknown
"V. Discussion and Conclusions <p> The results suggest that in Los Angeles County it is entirely feasible to collect census tract data on AIDS , crime and the usual census variables .",crime,"nmod:on(collect-19, crime-26) conj:and(AIDS-24, crime-26) ",NN,,,,,,,,on collect,on,collect,,,and,aids,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Indeed , measures of street crime , especially drug use , are apparently useful risk variables at the census tract level .",crime,"case(crime-6, of-4) compound(crime-6, street-5) appos(crime-6, use-10) nmod:of(measures-3, crime-6) ",NN,,,,,,,,of measures,of,measures,,,,,street,,,,,,"modified, use",,use,,,,,singular,,[],unknown,unknown
"The major costs will stem from the likely need to enter the crime data by hand , coupled with the ongoing problem of collapsing data from reporting districts into census tracts .",crime,"compound(data-14, crime-13) ",NN,,VB,,,enter,enter,,,,,,,,,data,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"But once those data are available , it will not only be possible to understand far better how street crime may affect the spread of AIDS , but also how AIDS may affect street crime .",crime,"compound(crime-20, street-19) nsubj(affect-22, crime-20) ",NN,,VB,affect,affect,,,,,,,,,,,street,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"But once those data are available , it will not only be possible to understand far better how street crime may affect the spread of AIDS , but also how AIDS may affect street crime .",crime,"compound(crime-35, street-34) dobj(affect-33, crime-35) ",NN,,VB,,,affect,affect,,,,,,,,,street,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The ways in which AIDS and street crime are related , therefore , becomes an empirical question .",crime,"compound(crime-8, street-7) conj:and(AIDS-5, crime-8) nsubjpass(related-10, crime-8) ",NN,,VBN,related,relate,,,,,,,,,and,aids,street,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
<p> ( n5 ) The more general problems with crime data are widely studied .,crime,"compound(data-11, crime-10) ",NN,,,,,,,,,,,,,,,data,,,,,,,,,,,,,singular,,[],unknown,unknown
All of the crime data had to be entered by hand and checked .,crime,"compound(data-5, crime-4) ",NN,,,,,,,,,,,,,,,data,,,,,,,,,,,,,singular,,[],unknown,unknown
"With over 6,000 reporting districts , over 20 kinds of crime and 6 years , a lot of c work was required .",crime,"case(crime-11, of-10) cc(crime-11, and-12) conj:and(crime-11, years-14) nmod:of(kinds-9, crime-11) ",NN,,,,,,,,of kinds,of,kinds,,,and,years,,,,,,,,,,,,,,singular,,[],unknown,unknown
The data could not be easily pooled because the crime definitions were not comparable .,crime,"compound(definitions-11, crime-10) ",NN,,VBD,were,be,,,,,,,,,,,definitions,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"That war was largely focused on reducing street crime as well as expanding law enforcement activities and drug abuse treatment , mainly for heroin users .",crime,"compound(crime-9, street-8) dobj(reducing-7, crime-9) ",NN,,VBG,,,reducing,reduce,,,,,,,,,street,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The clinic , bordering East Harlem , serves mainly a black and Hispanic poor and working-poor population that is exposed daily to crime , drug abuse , domestic violence , and poverty .",crime,"case(crime-23, to-22) conj:and(crime-23, abuse-26) conj:and(crime-23, violence-29) cc(crime-23, and-31) conj:and(crime-23, poverty-32) nmod:to(exposed-20, crime-23) ",NN,,,,,,,,to exposed,to,exposed,,,"and, and, and","abuse, violence, poverty",,,,,,,,,,,,,,singular,,[],unknown,unknown
"Reagan declared at the White House in February that Soviet leaders "" reserve unto themselves the right to commit any crime , to lie , to cheat "" in their headlong quest for world domination.",crime,"det(crime-21, any-20) dobj(commit-19, crime-21) ",NN,,VB,,,commit,commit,,,,,,any,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The president , asking Congress to pass a resolution condemning the Soviet crime , called it a massacre .",crime,"det(crime-13, the-11) amod(crime-13, Soviet-12) dobj(condemning-10, crime-13) ",NN,,VBG,,,condemning,condemn,,,,,,the,,,,soviet,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Moreover , instead of permitting Attorney General Edwin Meese to treat Iran-Contra as a possible crime , the president should have told the American people immediately that although the diversion of profits had not been authorized , it was consistent with his policy of using the White House to support the FDN .",crime,"case(crime-16, as-13) det(crime-16, a-14) amod(crime-16, possible-15) nmod:as(Iran-Contra-12, crime-16) ",NN,,,,,,,,,,,,a,,,,possible,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"Using the cloak of "" anti-fascism , "" the dictators Ulbricht and Honecker tried for decades to deny all responsibility for Nazi crimes and to make the Federal Republic of Germany answerable for the consequences .",crimes,"case(crimes-23, for-21) amod(crimes-23, Nazi-22) nmod:for(responsibility-20, crimes-23) ",NNS,,,,,,,,for responsibility,for,responsibility,,,,,,nazi,,,,,,,,,,,,plural,,[],unknown,unknown
"The people who lived there were forced to pay a high price for crimes committed by others , without being guilty themselves .",crimes,"case(crimes-14, for-13) nmod:for(price-12, crimes-14) ",NNS,,,,,,,,for price,for,price,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Apart from the many who allowed themselves to be misused as tools of crime there were also Ten Just Men , as a Polish diary on the period of the German occupation is titled .",crime,"case(crime-14, of-13) nmod:of(tools-12, crime-14) ",NN,,,,,,,,of tools,of,tools,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> These experiences , the common struggle of Poles and Germans to secure freedom , have been partly buried by the crimes of this century -- but they have not been lost .",crimes,"case(crimes-22, by-20) det(crimes-22, the-21) nmod:of(crimes-22, century-25) nmod:by(buried-19, crimes-22) ",NNS,,,,,,,,"of century, by buried","of, by",buried,century,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Delete the words "" crime of counterrevolution "" from the code of criminal law .",crime,"det(crime-5, the-2) compound(crime-5, words-3) nmod:of(crime-5, counterrevolution-7) dobj(Delete-1, crime-5) ",NN,,VB,,,Delete,delete,,of counterrevolution,of,,counterrevolution,the,,,words,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Although familiarity means that we are no longer surprised by the claim that internal weakness can lead to bargaining strength , ( n33 ) this is not the case for more recent game-theoretic derivations that indicate that improved detection abilities could lead to more rather than less cheating , or that increasing the penalties for crimes would leave the crime rate unchanged while lowering the intensity of policing.",crimes,"case(crimes-56, for-55) nmod:for(increasing-52, crimes-56) ",NNS,,,,,,,,for increasing,for,increasing,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Although familiarity means that we are no longer surprised by the claim that internal weakness can lead to bargaining strength , ( n33 ) this is not the case for more recent game-theoretic derivations that indicate that improved detection abilities could lead to more rather than less cheating , or that increasing the penalties for crimes would leave the crime rate unchanged while lowering the intensity of policing.",crime,"compound(rate-61, crime-60) ",NN,,,,,,,,,,,,,,,rate,,,,,,,,,,,,,singular,,[],unknown,unknown
"There is also a very real possibility that if states enter into a variety of agreements to control the crime and accident problem , they will create barriers to the movement of carriers as well as goods and services .",crime,"cc(crime-20, and-21) conj:and(crime-20, accident-22) compound(problem-23, crime-20) ",NN,,VB,,,control,control,,,,,,,and,accident,problem,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"16 The probable cause requirement limits police discretion by requiring that police have "" reasonable grounds to believe "" that a search will yield evidence of a crime at a particular place , and that an invasion of privacy is , therefore , justified.",crime,"case(crime-28, of-26) det(crime-28, a-27) nmod:of(evidence-25, crime-28) ",NN,,,,,,,,of evidence,of,evidence,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"61 Thus , one potentially important question is whether an administrative warrant or a warrantless administrative search is being used as a pretext to search for evidence of a crime .",crime,"case(crime-30, of-28) det(crime-30, a-29) nmod:of(evidence-27, crime-30) ",NN,,,,,,,,of evidence,of,evidence,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"154 The mere existence of a criminal penalty for the suspected violation does not indicate that the "" object of the search "" is to discover evidence of crime .",crime,"case(crime-29, of-28) nmod:of(evidence-27, crime-29) ",NN,,,,,,,,of evidence,of,evidence,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"167 <p> Unfortunately , many state environmental agencies do not have the resources to develop a separate unit to investigate environmental crimes.",crimes,"amod(crimes-22, environmental-21) dobj(investigate-20, crimes-22) ",NNS,,VB,,,investigate,investigate,,,,,,,,,,environmental,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"In effect , an administrative search is a governmental search that is not a traditional search for evidence of crime .",crime,"case(crime-20, of-19) nmod:of(evidence-18, crime-20) ",NN,,,,,,,,of evidence,of,evidence,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Furthermore , a definition of an administrative search revolving around the lack of the traditional "" street crime setting "" would be difficult to limit .",crime,"case(crime-18, of-13) det(crime-18, the-14) amod(crime-18, traditional-15) compound(crime-18, street-17) acl(crime-18, setting-19) nmod:of(lack-12, crime-18) ",NN,,,,,,,,of lack,of,lack,,the,,,street,traditional,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> The Camara court also indicated that administrative searches involve a limited invasion of privacy because they are "" neither personal in nature nor aimed at the discovery of evidence of crime . """,crime,"case(crime-32, of-31) nmod:of(evidence-30, crime-32) ",NN,,,,,,,,of evidence,of,evidence,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
